,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1709501484.420863, caravela,7,111,11,5,
1,1709501492.621327, caravela,7,111,39,12,8.200464010238647
2,1709501500.821078, caravela,7,111,39,13,8.199751138687134
3,1709501508.971975, caravela,7,111,40,10,8.150897026062012
4,1709501513.673025, caravela,7,111,25,4,4.7010498046875
5,1709501519.871155, caravela,7,111,30,9,6.198130130767822
6,1709501522.970917, caravela,7,111,15,3,3.099761962890625
7,1709501528.121565, caravela,7,111,25,7,5.15064811706543
8,1709501532.271265, caravela,7,111,18,4,4.149699926376343
9,1709501536.42081, caravela,7,111,22,4,4.149544954299927
10,1709501540.472869, caravela,7,111,18,5,4.052058935165405
11,1709501549.670985, caravela,7,111,32,13,9.198116064071655
12,1709501558.870991, caravela,7,111,45,13,9.200006008148193
13,1709501561.872365, caravela,7,111,15,3,3.0013740062713623
14,1709501564.971353, caravela,7,111,16,3,3.0989880561828613
15,1709501570.12118, caravela,7,111,27,5,5.149827003479004
16,1709501573.220689, caravela,7,111,15,3,3.0995090007781982
17,1709501578.320804, caravela,7,111,25,5,5.100115060806274
18,1709501584.420974, caravela,7,111,30,6,6.100169897079468
19,1709501588.472303, caravela,7,111,20,4,4.051328897476196
20,1709501592.572753, caravela,7,111,20,4,4.100450038909912
21,1709501598.672262, caravela,7,111,30,6,6.099509000778198
22,1709501601.771181, caravela,7,111,17,3,3.098919153213501
23,1709501607.920945, caravela,7,111,32,9,6.149763822555542
24,1709501635.720816, caravela,7,111,137,27,27.79987096786499
25,1709501640.824278, caravela,7,111,28,5,5.103462219238281
26,1709501646.021092, caravela,7,111,28,5,5.1968138217926025
27,1709501650.171027, caravela,7,111,20,5,4.149935007095337
28,1709501654.220859, caravela,7,111,12,5,4.049832105636597
29,1709501659.320755, caravela,7,111,15,6,5.09989595413208
30,1709501665.473139, caravela,7,111,18,9,6.152384042739868
31,1709501669.671591, caravela,7,111,12,5,4.198451995849609
32,1709501677.920829, caravela,7,111,24,8,8.249238014221191
33,1709501681.973474, caravela,7,111,12,5,4.052644968032837
34,1709501686.172436, caravela,7,111,12,4,4.198961973190308
35,1709501799.47181, caravela,7,111,7,3,113.29937410354614
36,1709501802.570945, caravela,7,111,3,3,3.099134922027588
37,1709501805.671794, caravela,7,111,3,3,3.100848913192749
38,1709501808.821003, caravela,7,111,3,3,3.1492090225219727
39,1709501811.92072, caravela,7,111,3,3,3.099717140197754
40,1709501814.971644, caravela,7,111,3,3,3.0509238243103027
41,1709501818.071108, caravela,7,111,3,3,3.099464178085327
42,1709501821.120717, caravela,7,111,3,3,3.0496089458465576
43,1709501826.220786, caravela,7,111,5,5,5.100069046020508
44,1709501829.271014, caravela,7,111,3,3,3.0502278804779053
45,1709501834.421795, caravela,7,111,5,5,5.150780916213989
46,1709501837.5208, caravela,7,111,3,3,3.0990052223205566
0,1709501484.899384, caravela-2,7,112,39,13,
