,time,lat_1,lon_1,cog_1,sog_1,lat_2,lon_2,cog_2,sog_2
25,0.0,63.32942272851971,10.079843662677098,-0.000909,1.008862,63.330552601291714,10.082154687943756,-1.566211,1.0192955000000001
26,0.5848181247711182,63.32942702570317,10.0798433761982,-0.0009365,1.0087139999999999,63.330552601291714,10.082144661182342,-1.566219,1.018966
27,0.9995310306549072,63.329431322886634,10.079843089719303,-0.000964,1.008566,63.33055288777061,10.08213434794203,-1.5662105,1.018648
28,1.5824861526489258,63.329435906549,10.079843089719303,-0.000969,1.0084205000000002,63.3305531742495,10.082124034701717,-1.566202,1.01833
29,1.9982831478118896,63.32944049021137,10.079843089719303,-0.000974,1.008275,63.3305531742495,10.082114007940302,-1.5661905,1.0180235
30,2.582665205001831,63.32944507387373,10.079843089719303,-0.00096,1.0081365,63.3305531742495,10.082103981178888,-1.566179,1.017717
31,2.998305082321167,63.32944965753608,10.079843089719303,-0.000946,1.007998,63.3305531742495,10.082093667938576,-1.566174,1.0174185
32,3.58296799659729,63.32945424119844,10.079843089719303,-0.0009255,1.0078654999999999,63.3305531742495,10.082083354698263,-1.566169,1.01712
33,3.998284101486206,63.3294588248608,10.079843089719303,-0.000905,1.007733,63.3305531742495,10.082073327936847,-1.566144,1.0168344999999999
34,4.582602024078369,63.32946340852317,10.079843089719303,-0.000905,1.0076025,63.3305531742495,10.082063301175433,-1.566119,1.016549
35,4.998695135116577,63.32946799218553,10.079843089719303,-0.000905,1.007472,63.3305531742495,10.082052987935121,-1.5661019999999999,1.0162684999999998
36,5.582435131072998,63.329472289368994,10.079843089719303,-0.0009075,1.0073465,63.3305531742495,10.08204267469481,-1.566085,1.015988
37,5.998435020446777,63.32947658655245,10.079843089719303,-0.00091,1.007221,63.3305531742495,10.082032647933396,-1.566075,1.0157205
38,6.58238410949707,63.32948117021481,10.079843089719303,-0.0008905,1.0070994999999998,63.3305531742495,10.08202262117198,-1.566065,1.015453
39,6.999989032745361,63.32948575387717,10.079843089719303,-0.000871,1.006978,63.3305531742495,10.082012594410564,-1.5660695,1.0151919999999999
40,7.582576036453247,63.32949033753954,10.079843089719303,-0.000857,1.006862,63.3305531742495,10.08200256764915,-1.566074,1.014931
41,7.999731063842773,63.329494921201906,10.079843089719303,-0.000843,1.006746,63.3305531742495,10.081992254408837,-1.5661025,1.01468
42,8.58240818977356,63.32949950486426,10.079843089719303,-0.0008129999999999999,1.0066335,63.3305531742495,10.081981941168523,-1.566131,1.014429
43,8.998419046401978,63.32950408852662,10.079843089719303,-0.000783,1.006521,63.3305531742495,10.08197191440711,-1.56612,1.0141885
44,9.582771062850952,63.329508385710085,10.079843089719303,-0.0007754999999999999,1.006413,63.3305531742495,10.081961887645695,-1.566109,1.013948
45,9.999886989593506,63.329512682893544,10.079843089719303,-0.000768,1.006305,63.3305531742495,10.081951860884281,-1.5661215,1.013713
46,10.58261513710022,63.32951726655591,10.079843089719303,-0.0007665,1.006197,63.3305531742495,10.081941834122865,-1.566134,1.013478
47,10.998041152954102,63.32952185021828,10.079843089719303,-0.000765,1.006089,63.3305531742495,10.081931520882552,-1.566137,1.0132505
48,11.582534074783325,63.32952643388063,10.079843089719303,-0.0007975,1.0059865000000001,63.3305531742495,10.08192120764224,-1.56614,1.013023
49,11.999698162078857,63.32953101754299,10.079843089719303,-0.00083,1.005884,63.3305531742495,10.081911180880827,-1.566152,1.0128055
50,12.58283019065857,63.32953560120535,10.079843089719303,-0.0008435000000000001,1.0057855,63.3305531742495,10.081901154119413,-1.566164,1.012588
51,12.998408079147339,63.32954018486771,10.079843089719303,-0.000857,1.005687,63.3305531742495,10.081891127357997,-1.5662045,1.0123760000000002
52,13.582404136657715,63.329544482051176,10.079843089719303,-0.000889,1.0055915,63.3305531742495,10.081881100596581,-1.566245,1.012164
53,13.998012065887451,63.329548779234635,10.079843089719303,-0.000921,1.005496,63.3305531742495,10.081871073835167,-1.566237,1.0119595000000001
54,14.582427978515625,63.329553362897,10.079843089719303,-0.000936,1.0054035,63.3305531742495,10.081861047073751,-1.566229,1.011755
55,14.998255014419556,63.32955794655937,10.079843089719303,-0.000951,1.005311,63.330553460728396,10.08185073383344,-1.5661995000000002,1.0115569999999998
56,15.582395076751709,63.32956253022172,10.079843089719303,-0.0009270000000000001,1.005222,63.3305537472073,10.081840420593128,-1.56617,1.011359
57,15.998144149780273,63.32956711388408,10.079843089719303,-0.000903,1.005133,63.3305537472073,10.081830393831712,-1.5661550000000002,1.011168
58,16.582370042800903,63.32957169754645,10.079843089719303,-0.0009170000000000001,1.005047,63.3305537472073,10.081820367070298,-1.56614,1.010977
59,16.999861001968384,63.329576281208816,10.079843089719303,-0.000931,1.004961,63.3305537472073,10.081810340308884,-1.5661325000000001,1.010792
60,17.582720041275024,63.32958057839228,10.079843089719303,-0.000972,1.0048765,63.3305537472073,10.081800313547468,-1.566125,1.010607
61,17.998291015625,63.32958487557574,10.079843089719303,-0.001013,1.004792,63.3305537472073,10.081790286786054,-1.5661355000000001,1.010429
62,18.582755088806152,63.32958945923809,10.079843089719303,-0.0010005,1.0047115,63.3305537472073,10.08178026002464,-1.566146,1.010251
63,18.99869203567505,63.32959404290045,10.079843089719303,-0.000988,1.004631,63.3305537472073,10.081770233263224,-1.566154,1.0100795
64,19.582726001739502,63.32959862656281,10.079843089719303,-0.000954,1.0045545,63.3305537472073,10.081760206501809,-1.566162,1.009908
65,19.998817205429077,63.32960321022517,10.079843089719303,-0.00092,1.004478,63.3305537472073,10.081749893261495,-1.5661575,1.0097405
