,time,asv_1,asv_2
35,0.0,"(63.32941528006838, 10.079846527466072)","(63.331575330956014, 10.079857986621974)"
36,0.5248839855194092,"(63.329419863730735, 10.079846527466072)","(63.331570747293654, 10.079857986621974)"
37,1.0002129077911377,"(63.329424447393095, 10.079846527466072)","(63.33156645011019, 10.079857986621974)"
38,1.5247910022735596,"(63.329429031055454, 10.079846527466072)","(63.33156215292673, 10.079857986621974)"
39,2.0005078315734863,"(63.329433614717814, 10.079846527466072)","(63.33155756926437, 10.079857700143076)"
40,2.524868965148926,"(63.32943791190128, 10.07984681394497)","(63.33155298560201, 10.079857413664179)"
41,3.000678777694702,"(63.32944220908474, 10.079847100423867)","(63.33154840193964, 10.079857413664179)"
42,3.5248098373413086,"(63.329446792747106, 10.079847100423867)","(63.33154381827728, 10.079857413664179)"
43,3.9994847774505615,"(63.32945137640947, 10.079847100423867)","(63.33153923461492, 10.079857413664179)"
44,4.5248658657073975,"(63.329455960071826, 10.079847100423867)","(63.33153465095256, 10.079857413664179)"
45,5.000398874282837,"(63.329460543734186, 10.079847100423867)","(63.3315300672902, 10.079857413664179)"
46,5.524823904037476,"(63.32946512739655, 10.079847100423867)","(63.33152548362785, 10.079857413664179)"
47,5.999760866165161,"(63.32946971105892, 10.079847100423867)","(63.33152089996548, 10.079857413664179)"
48,6.52471399307251,"(63.329474008242386, 10.079847386902765)","(63.331516316303116, 10.079857413664179)"
49,6.999950885772705,"(63.329478305425845, 10.079847673381662)","(63.33151201911966, 10.079857413664179)"
50,7.524678945541382,"(63.3294828890882, 10.079847673381662)","(63.33150772193619, 10.079857413664179)"
51,8.00064492225647,"(63.32948747275056, 10.079847673381662)","(63.33150313827383, 10.079857413664179)"
52,8.524739980697632,"(63.32949205641292, 10.079847673381662)","(63.33149855461147, 10.079857413664179)"
53,8.999827861785889,"(63.32949664007528, 10.079847673381662)","(63.33149397094911, 10.079857413664179)"
54,9.524802923202515,"(63.329501223737644, 10.079847673381662)","(63.331489387286744, 10.079857413664179)"
55,9.999810934066772,"(63.32950580740001, 10.079847673381662)","(63.331484803624384, 10.079857413664179)"
56,10.524742841720581,"(63.32951010458348, 10.079847673381662)","(63.331480219962025, 10.079857413664179)"
57,11.000146865844727,"(63.329514401766936, 10.079847673381662)","(63.33147563629967, 10.079857413664179)"
58,11.524784803390503,"(63.32951898542929, 10.07984795986056)","(63.33147105263731, 10.079857413664179)"
59,11.999742984771729,"(63.32952356909165, 10.079848246339457)","(63.331466755453846, 10.079857413664179)"
60,12.52483582496643,"(63.329528152754015, 10.079848246339457)","(63.33146245827038, 10.079857413664179)"
61,13.000319957733154,"(63.32953273641638, 10.079848246339457)","(63.33145787460802, 10.079857127185281)"
62,13.525083780288696,"(63.32953732007874, 10.079848246339457)","(63.33145329094565, 10.079856840706384)"
63,13.999762773513794,"(63.329541903741095, 10.079848246339457)","(63.33144870728329, 10.079856840706384)"
64,14.525240898132324,"(63.32954620092456, 10.079848246339457)","(63.33144412362093, 10.079856840706384)"
65,15.000707864761353,"(63.32955049810803, 10.079848246339457)","(63.331439539958566, 10.079856840706384)"
66,15.524778842926025,"(63.329555081770394, 10.079848532818355)","(63.33143495629621, 10.079856840706384)"
67,16.000245809555054,"(63.329559665432754, 10.079848819297252)","(63.33143037263385, 10.079856840706384)"
68,16.524857997894287,"(63.329564249095114, 10.079848819297252)","(63.33142578897149, 10.079856840706384)"
69,17.00012493133545,"(63.329568832757474, 10.079848819297252)","(63.33142149178802, 10.079856840706384)"
70,17.525961875915527,"(63.32957312994094, 10.079848819297252)","(63.33141719460456, 10.079856840706384)"
71,17.999754905700684,"(63.3295774271244, 10.079848819297252)","(63.33141261094221, 10.079856840706384)"
72,18.524940967559814,"(63.32958201078675, 10.079848819297252)","(63.33140802727985, 10.079856840706384)"
73,18.999759912490845,"(63.32958659444911, 10.079848819297252)","(63.33140344361748, 10.079856840706384)"
74,19.524943828582764,"(63.32959117811148, 10.079848819297252)","(63.331398859955115, 10.079856840706384)"
75,20.000690937042236,"(63.329595761773845, 10.079848819297252)","(63.331394276292755, 10.079856840706384)"
76,20.524820804595947,"(63.329600345436205, 10.079849105776152)","(63.331389692630395, 10.079856840706384)"
77,20.99996280670166,"(63.32960492909856, 10.07984939225505)","(63.33138539544693, 10.079856840706384)"
78,21.524901866912842,"(63.329609226282024, 10.07984939225505)","(63.33138109826347, 10.079856840706384)"
79,22.00015091896057,"(63.32961352346549, 10.07984939225505)","(63.331376514601104, 10.079856840706384)"
80,22.524779796600342,"(63.32961810712786, 10.07984939225505)","(63.331371930938744, 10.079856840706384)"
81,23.000845909118652,"(63.32962269079022, 10.07984939225505)","(63.331367347276384, 10.079856554227486)"
82,23.525004863739014,"(63.32962727445258, 10.07984939225505)","(63.331362763614024, 10.079856267748589)"
83,23.999713897705078,"(63.32963185811494, 10.07984939225505)","(63.331358179951664, 10.079856267748589)"
84,24.52479100227356,"(63.3296361552984, 10.079849678733947)","(63.33135359628931, 10.079856267748589)"
85,25.00023889541626,"(63.32964045248186, 10.079849965212844)","(63.33134929910584, 10.079856267748589)"
86,25.524749994277954,"(63.32964503614423, 10.079849965212844)","(63.33134500192237, 10.079856267748589)"
87,25.99990487098694,"(63.32964961980659, 10.079849965212844)","(63.33134041826001, 10.079856267748589)"
88,26.524695873260498,"(63.32965420346895, 10.079849965212844)","(63.33133583459765, 10.079856267748589)"
89,26.999725818634033,"(63.32965878713131, 10.079849965212844)","(63.33133125093529, 10.079856267748589)"
90,27.52480387687683,"(63.32966337079367, 10.079849965212844)","(63.33132666727293, 10.079856267748589)"
91,28.002039909362793,"(63.32966795445602, 10.079849965212844)","(63.33132208361057, 10.079856267748589)"
92,28.526070833206177,"(63.32967225163949, 10.079849965212844)","(63.331317499948206, 10.079856267748589)"
93,28.999989986419678,"(63.32967654882295, 10.079849965212844)","(63.33131320276475, 10.079856267748589)"
94,29.52610993385315,"(63.32968113248532, 10.079850251691742)","(63.33130890558128, 10.079856267748589)"
95,30.000610828399658,"(63.32968571614768, 10.07985053817064)","(63.33130432191892, 10.079856267748589)"
96,30.525750875473022,"(63.32969029981004, 10.07985053817064)","(63.33129973825656, 10.079856267748589)"
97,30.999852895736694,"(63.3296948834724, 10.07985053817064)","(63.3312951545942, 10.079856267748589)"
98,31.524728775024414,"(63.329699180655865, 10.07985053817064)","(63.331290570931834, 10.079856267748589)"
99,31.99989891052246,"(63.329703477839324, 10.07985053817064)","(63.331286273748375, 10.079856267748589)"
100,32.52473497390747,"(63.32970806150169, 10.07985053817064)","(63.33128197656491, 10.079856267748589)"
101,33.00083899497986,"(63.32971264516405, 10.07985053817064)","(63.33127739290255, 10.079856267748589)"
102,33.524988889694214,"(63.32971722882641, 10.07985053817064)","(63.33127280924019, 10.079856267748589)"
103,34.00005888938904,"(63.32972181248877, 10.07985053817064)","(63.33126822557783, 10.079855981269692)"
104,34.52487087249756,"(63.32972610967224, 10.079850824649537)","(63.33126364191547, 10.079855694790796)"
105,34.99980688095093,"(63.329730406855695, 10.079851111128432)","(63.33125905825311, 10.079855694790796)"
106,35.5250518321991,"(63.32973499051806, 10.079851111128432)","(63.33125447459074, 10.079855694790796)"
107,36.0005087852478,"(63.32973957418042, 10.079851111128432)","(63.331250177407284, 10.079855694790796)"
108,36.52513289451599,"(63.32974415784278, 10.079851111128432)","(63.33124588022382, 10.079855694790796)"
109,37.00078082084656,"(63.32974874150514, 10.079851111128432)","(63.33124129656146, 10.079855694790796)"
110,37.524948835372925,"(63.32975303868861, 10.079851111128432)","(63.3312367128991, 10.079855694790796)"
111,37.99974083900452,"(63.32975733587207, 10.079851111128432)","(63.33123212923674, 10.079855694790796)"
112,38.526378870010376,"(63.32976191953443, 10.07985139760733)","(63.33122754557437, 10.079855694790796)"
113,38.999711990356445,"(63.32976650319679, 10.079851684086227)","(63.33122324839091, 10.079855694790796)"
114,39.525749921798706,"(63.329771086859154, 10.079851684086227)","(63.33121895120745, 10.079855694790796)"
115,39.99986386299133,"(63.329775670521514, 10.079851684086227)","(63.33121436754509, 10.079855694790796)"
116,40.52509880065918,"(63.32978025418387, 10.079851684086227)","(63.33120978388273, 10.079855694790796)"
117,41.00037884712219,"(63.32978483784623, 10.079851684086227)","(63.33120520022037, 10.079855694790796)"
118,41.524852991104126,"(63.3297891350297, 10.079851684086227)","(63.331200616558, 10.079855694790796)"
119,41.9998459815979,"(63.32979343221316, 10.079851684086227)","(63.33119603289564, 10.079855694790796)"
120,42.52534890174866,"(63.329798015875525, 10.079851684086227)","(63.33119144923328, 10.079855694790796)"
121,42.99988079071045,"(63.329802599537885, 10.079851684086227)","(63.33118715204982, 10.079855694790796)"
122,43.52499794960022,"(63.329807183200245, 10.079851970565127)","(63.331182854866356, 10.079855694790796)"
123,43.999833822250366,"(63.329811766862605, 10.079852257044024)","(63.331178271203996, 10.079855408311898)"
124,44.52486991882324,"(63.32981606404607, 10.079852257044024)","(63.331173687541636, 10.079855121833)"
125,45.00041079521179,"(63.32982036122953, 10.079852257044024)","(63.331169103879276, 10.079855121833)"
126,45.52467894554138,"(63.3298249448919, 10.079852257044024)","(63.33116452021691, 10.079855121833)"
127,45.999706983566284,"(63.329829528554264, 10.079852257044024)","(63.33116022303345, 10.079855121833)"
128,46.524868965148926,"(63.329834112216616, 10.079852257044024)","(63.331155925849984, 10.079855121833)"
129,46.99971389770508,"(63.329838695878976, 10.079852257044024)","(63.331151342187624, 10.079855121833)"
130,47.52482891082764,"(63.32984299306244, 10.079852543522922)","(63.331146758525264, 10.079855121833)"
131,48.000138998031616,"(63.3298472902459, 10.079852830001819)","(63.331142174862904, 10.079855121833)"
132,48.52594494819641,"(63.32985187390826, 10.079852830001819)","(63.33113759120054, 10.079855121833)"
133,48.99974489212036,"(63.32985645757062, 10.079852830001819)","(63.33113329401707, 10.079855121833)"
134,49.52472996711731,"(63.32986104123299, 10.079852830001819)","(63.331128996833606, 10.079855121833)"
135,49.99974799156189,"(63.329865624895355, 10.079852830001819)","(63.33112441317125, 10.079855121833)"
136,50.525017976760864,"(63.329869922078814, 10.079852830001819)","(63.33111982950889, 10.079855121833)"
137,51.00013780593872,"(63.32987421926228, 10.079852830001819)","(63.33111524584653, 10.079855121833)"
138,51.52489686012268,"(63.32987880292464, 10.079852830001819)","(63.33111066218417, 10.079855121833)"
139,51.999977827072144,"(63.32988338658699, 10.079852830001819)","(63.33110607852181, 10.079855121833)"
140,52.52485680580139,"(63.32988797024936, 10.079853116480717)","(63.331101494859446, 10.079855121833)"
141,53.000072956085205,"(63.329892553911726, 10.079853402959614)","(63.33109719767599, 10.079855121833)"
142,53.52949786186218,"(63.329896851095185, 10.079853402959614)","(63.33109290049252, 10.079855121833)"
143,54.00062298774719,"(63.32990114827865, 10.079853402959614)","(63.33108831683016, 10.079855121833)"
144,54.52512192726135,"(63.32990573194101, 10.079853402959614)","(63.3310837331678, 10.079855121833)"
145,55.00006890296936,"(63.329910315603364, 10.079853402959614)","(63.331079149505435, 10.079854835354102)"
146,55.52475094795227,"(63.329914899265724, 10.079853402959614)","(63.33107456584307, 10.079854548875204)"
147,55.99974799156189,"(63.329919482928084, 10.079853402959614)","(63.3310702686596, 10.079854548875204)"
148,56.525014877319336,"(63.32992378011156, 10.079853689438512)","(63.33106597147614, 10.079854548875204)"
149,57.00015878677368,"(63.32992807729502, 10.079853975917409)","(63.331061674292684, 10.079854548875204)"
150,57.52509689331055,"(63.32993266095738, 10.079853975917409)","(63.33105737710922, 10.079854548875204)"
151,57.99981689453125,"(63.32993724461974, 10.079853975917409)","(63.33105307992575, 10.079854262396307)"
152,58.52482581138611,"(63.3299418282821, 10.079853975917409)","(63.33104878274229, 10.079853975917409)"
153,58.99991488456726,"(63.329946411944455, 10.079853975917409)","(63.331044485558834, 10.079853402959614)"
154,59.52492094039917,"(63.329950709127914, 10.079853975917409)","(63.33104018837537, 10.079852830001819)"
155,60.014564990997314,"(63.32995500631138, 10.079853975917409)","(63.33103560471301, 10.079851970565127)"
156,60.5247437953949,"(63.32995958997375, 10.079853975917409)","(63.33103102105064, 10.079851111128432)"
157,61.00448393821716,"(63.329964173636114, 10.079853975917409)","(63.331026723867176, 10.079849678733945)"
158,61.52954578399658,"(63.329968757298474, 10.079854262396307)","(63.33102242668371, 10.079848246339457)"
159,61.999682903289795,"(63.329973340960834, 10.079854548875204)","(63.33101812950025, 10.079846527466072)"
160,62.53081297874451,"(63.3299776381443, 10.079854548875204)","(63.331013832316785, 10.079844808592687)"
161,62.999868869781494,"(63.32998193532776, 10.079854548875204)","(63.331009248654425, 10.079842516761506)"
162,63.524977922439575,"(63.329986518990125, 10.079854548875204)","(63.33100466499207, 10.079840224930326)"
163,64.00011992454529,"(63.329991102652485, 10.079854548875204)","(63.33100036780861, 10.079837933099146)"
164,64.5247597694397,"(63.329995686314845, 10.079854548875204)","(63.33099607062515, 10.079835641267964)"
165,65.00060892105103,"(63.330000269977205, 10.079854548875204)","(63.33099177344168, 10.079833349436784)"
166,65.5247437953949,"(63.33000456716067, 10.079854835354102)","(63.330987476258215, 10.079831057605604)"
167,66.00015091896057,"(63.33000886434413, 10.079855121833)","(63.330982892595856, 10.079828479295525)"
168,66.52508187294006,"(63.3300134480065, 10.079855121833)","(63.33097830893349, 10.079825900985448)"
169,66.99992680549622,"(63.33001803166886, 10.079855121833)","(63.33097401175003, 10.079823609154268)"
170,67.52474594116211,"(63.33002261533122, 10.079855121833)","(63.330969714566564, 10.079821317323086)"
171,67.99983096122742,"(63.33002719899358, 10.079855121833)","(63.3309654173831, 10.079819025491906)"
172,68.52497482299805,"(63.33003149617704, 10.079855121833)","(63.33096112019964, 10.079816733660726)"
173,68.99976587295532,"(63.3300357933605, 10.079855121833)","(63.33095653653728, 10.079814441829544)"
