,time,asv_1,asv_2
20,0.0,"(63.32942215556192, 10.079843662677098)","(63.330550309460534, 10.082247507106569)"
21,0.49723291397094727,"(63.329426739224274, 10.079843662677098)","(63.330550309460534, 10.082237480345153)"
22,0.9999730587005615,"(63.329431322886634, 10.079843662677098)","(63.330550309460534, 10.08222716710484)"
23,1.4972751140594482,"(63.3294356200701, 10.079843662677098)","(63.330550309460534, 10.082216853864528)"
24,1.9994981288909912,"(63.32943991725356, 10.079843662677098)","(63.33055059593943, 10.082206827103114)"
25,2.4975459575653076,"(63.329444500915926, 10.0798433761982)","(63.33055088241832, 10.0821968003417)"
26,2.9999730587005615,"(63.32944908457829, 10.079843089719303)","(63.33055088241832, 10.082186487101389)"
27,3.4976179599761963,"(63.329453668240646, 10.079843089719303)","(63.33055088241832, 10.082176173861075)"
28,4.000147104263306,"(63.329458251903006, 10.079843089719303)","(63.33055088241832, 10.08216614709966)"
29,4.497659921646118,"(63.32946283556537, 10.079843089719303)","(63.33055088241832, 10.082156120338244)"
30,4.999396085739136,"(63.32946741922774, 10.079843089719303)","(63.33055088241832, 10.08214609357683)"
31,5.498028993606567,"(63.3294720028901, 10.079843089719303)","(63.33055088241832, 10.082136066815416)"
32,6.000504016876221,"(63.32947658655245, 10.079843089719303)","(63.33055088241832, 10.082125753575102)"
33,6.496903896331787,"(63.32948088373592, 10.079843089719303)","(63.33055088241832, 10.08211544033479)"
34,6.99962306022644,"(63.329485180919384, 10.079843089719303)","(63.33055088241832, 10.082105413573377)"
35,7.496730089187622,"(63.32948976458174, 10.079843089719303)","(63.33055088241832, 10.082095386811961)"
36,7.999350070953369,"(63.3294943482441, 10.079843089719303)","(63.33055088241832, 10.082085360050545)"
37,8.497042894363403,"(63.329498931906464, 10.079843089719303)","(63.33055088241832, 10.082075333289131)"
38,8.99955701828003,"(63.32950351556883, 10.079843089719303)","(63.33055088241832, 10.08206502004882)"
39,9.497879028320312,"(63.32950809923119, 10.079843089719303)","(63.33055088241832, 10.082054706808508)"
40,9.99949312210083,"(63.329512682893544, 10.079843089719303)","(63.33055088241832, 10.082044680047092)"
41,10.497113943099976,"(63.329516980077, 10.079843089719303)","(63.33055088241832, 10.082034653285676)"
42,11.000349044799805,"(63.32952127726047, 10.079843089719303)","(63.33055088241832, 10.082024626524262)"
43,11.497143983840942,"(63.329525860922836, 10.079843089719303)","(63.33055088241832, 10.082014599762847)"
44,12.000104904174805,"(63.3295304445852, 10.079843089719303)","(63.33055088241832, 10.082004573001432)"
45,12.497044086456299,"(63.32953502824756, 10.079843089719303)","(63.33055088241832, 10.081994546240018)"
46,13.000492095947266,"(63.329539611909915, 10.079843089719303)","(63.33055088241832, 10.081984519478603)"
47,13.49774694442749,"(63.329544195572275, 10.079843089719303)","(63.33055088241832, 10.081974492717189)"
48,13.999859094619751,"(63.329548779234635, 10.079843089719303)","(63.330551168897216, 10.081964179476877)"
49,14.497764110565186,"(63.32955307641811, 10.079843089719303)","(63.33055145537612, 10.081953866236564)"
50,14.99946403503418,"(63.329557373601574, 10.079843089719303)","(63.33055145537612, 10.081943839475148)"
51,15.49803900718689,"(63.329561957263934, 10.079843089719303)","(63.33055145537612, 10.081933812713734)"
52,15.999407052993774,"(63.329566540926294, 10.079843089719303)","(63.33055145537612, 10.081924358910115)"
53,16.496928930282593,"(63.329571124588654, 10.079843089719303)","(63.33055145537612, 10.081914905106494)"
54,16.99948501586914,"(63.32957570825101, 10.079843089719303)","(63.33055145537612, 10.081905164823977)"
