,time,asv_1,asv_2
21,0.0,"(63.32942215556192, 10.079843662677098)","(63.33054916354494, 10.082233756119486)"
22,0.2974429130554199,"(63.329426739224274, 10.0798433761982)","(63.33054916354494, 10.082223729358072)"
23,0.9983460903167725,"(63.329431322886634, 10.079843089719303)","(63.33054916354494, 10.08221341611776)"
24,1.297753095626831,"(63.329435906549, 10.079843089719303)","(63.33054916354494, 10.082203102877447)"
25,2.000540018081665,"(63.32944049021137, 10.079843089719303)","(63.33054916354494, 10.082192789637134)"
26,2.2976338863372803,"(63.32944507387373, 10.079843089719303)","(63.33054916354494, 10.08218247639682)"
27,3.000386953353882,"(63.32944965753608, 10.079843089719303)","(63.33054945002384, 10.082172449635404)"
28,3.2978079319000244,"(63.32945424119844, 10.079843089719303)","(63.33054973650274, 10.08216242287399)"
29,4.00049901008606,"(63.3294588248608, 10.079843089719303)","(63.33054973650274, 10.082152109633679)"
30,4.297713994979858,"(63.329463122044274, 10.079843089719303)","(63.33054973650274, 10.082141796393365)"
31,4.998430013656616,"(63.32946741922774, 10.079843089719303)","(63.33054973650274, 10.082131769631951)"
32,5.297622919082642,"(63.3294720028901, 10.079843089719303)","(63.33054973650274, 10.082121742870537)"
33,5.998504877090454,"(63.32947658655245, 10.079843089719303)","(63.33054973650274, 10.082111716109122)"
34,6.2978150844573975,"(63.32948117021481, 10.079843089719303)","(63.33054973650274, 10.082101689347708)"
35,6.998492002487183,"(63.32948575387717, 10.079843089719303)","(63.33054973650274, 10.082091376107396)"
36,7.297863006591797,"(63.32949033753954, 10.079843089719303)","(63.33054973650274, 10.082081062867083)"
37,8.000418901443481,"(63.329494921201906, 10.079843089719303)","(63.33054973650274, 10.082071036105667)"
38,8.297947883605957,"(63.329499218385365, 10.079843089719303)","(63.33054973650274, 10.082061009344253)"
39,9.00051498413086,"(63.32950351556883, 10.079843089719303)","(63.33054973650274, 10.082050696103941)"
40,9.297640085220337,"(63.32950809923119, 10.079843089719303)","(63.33054973650274, 10.082040382863628)"
41,9.998493909835815,"(63.329512682893544, 10.079843089719303)","(63.33054973650274, 10.082030356102212)"
42,10.297647953033447,"(63.32951726655591, 10.079843089719303)","(63.33054973650274, 10.082020329340798)"
43,10.998311042785645,"(63.32952185021828, 10.079843089719303)","(63.33054973650274, 10.082010302579384)"
44,11.29767894744873,"(63.32952643388063, 10.079843089719303)","(63.33054973650274, 10.08200027581797)"
45,11.99944806098938,"(63.32953101754299, 10.079843089719303)","(63.33054973650274, 10.081989962577659)"
46,12.297468900680542,"(63.329535314726456, 10.079843089719303)","(63.33054973650274, 10.081979649337345)"
47,12.9983229637146,"(63.329539611909915, 10.079843089719303)","(63.33054973650274, 10.08196962257593)"
48,13.297698020935059,"(63.329544195572275, 10.079843089719303)","(63.33054973650274, 10.081959595814515)"
49,13.998377084732056,"(63.329548779234635, 10.079843089719303)","(63.33055002298164, 10.0819495690531)"
50,14.297631025314331,"(63.329553362897, 10.079843089719303)","(63.330550309460534, 10.081939542291684)"
51,14.998326063156128,"(63.32955794655937, 10.079843089719303)","(63.330550309460534, 10.081929229051372)"
52,15.298218011856079,"(63.32956253022172, 10.079843089719303)","(63.330550309460534, 10.08191891581106)"
53,15.9983389377594,"(63.32956711388408, 10.079843089719303)","(63.330550309460534, 10.081908889049647)"
54,16.297947883605957,"(63.32957141106755, 10.079843089719303)","(63.330550309460534, 10.08189886228823)"
55,16.99987006187439,"(63.32957570825101, 10.079843089719303)","(63.330550309460534, 10.081888835526815)"
56,17.297712087631226,"(63.32958029191337, 10.079843089719303)","(63.330550309460534, 10.081878808765401)"
57,17.998297929763794,"(63.32958487557574, 10.079843089719303)","(63.330550309460534, 10.081868782003987)"
