,time,asv_1,asv_2
16,0.0,"(63.32941528006838, 10.079846527466072)","(63.331739769843225, 10.079863716199926)"
17,0.4007139205932617,"(63.329419863730735, 10.079846527466072)","(63.331735186180865, 10.079863716199926)"
18,1.0003559589385986,"(63.329424447393095, 10.079846527466072)","(63.3317306025185, 10.079863716199926)"
19,1.4003708362579346,"(63.329429031055454, 10.07984681394497)","(63.33172601885613, 10.079863716199926)"
20,2.000302791595459,"(63.329433614717814, 10.079847100423867)","(63.33172143519377, 10.079863716199926)"
21,2.400566816329956,"(63.32943791190128, 10.079847100423867)","(63.33171685153142, 10.079863716199926)"
22,3.000121831893921,"(63.32944220908474, 10.079847100423867)","(63.33171226786906, 10.079863716199926)"
23,3.400439977645874,"(63.329446792747106, 10.079847100423867)","(63.3317076842067, 10.079863716199926)"
24,4.00028395652771,"(63.32945137640947, 10.079847100423867)","(63.33170310054433, 10.079863716199926)"
25,4.4003119468688965,"(63.329455960071826, 10.079847100423867)","(63.331698516881964, 10.079863716199926)"
26,5.000072002410889,"(63.329460543734186, 10.079847100423867)","(63.33169393321961, 10.079863716199926)"
27,5.400415897369385,"(63.32946512739655, 10.079847100423867)","(63.33168934955725, 10.079863716199926)"
28,6.000234842300415,"(63.32946971105892, 10.079847100423867)","(63.33168476589489, 10.079863716199926)"
29,6.40037989616394,"(63.329474008242386, 10.079847386902765)","(63.33168018223253, 10.079863716199926)"
30,6.999974966049194,"(63.329478305425845, 10.079847673381662)","(63.33167559857017, 10.079863429721028)"
31,7.400304794311523,"(63.3294828890882, 10.079847673381662)","(63.331671014907805, 10.07986314324213)"
32,8.000322818756104,"(63.32948747275056, 10.079847673381662)","(63.331666431245445, 10.07986314324213)"
33,8.400398015975952,"(63.32949205641292, 10.079847673381662)","(63.331661847583085, 10.07986314324213)"
34,9.000227928161621,"(63.32949664007528, 10.079847673381662)","(63.33165726392072, 10.07986314324213)"
35,9.400421857833862,"(63.329501223737644, 10.079847673381662)","(63.33165268025836, 10.07986314324213)"
36,10.000207901000977,"(63.32950580740001, 10.079847673381662)","(63.331648096596, 10.07986314324213)"
37,10.400326013565063,"(63.32951010458348, 10.079847673381662)","(63.33164351293364, 10.07986314324213)"
38,10.999971866607666,"(63.329514401766936, 10.079847673381662)","(63.33163892927128, 10.07986314324213)"
39,11.40041184425354,"(63.32951898542929, 10.07984795986056)","(63.33163434560892, 10.07986314324213)"
40,11.99997091293335,"(63.32952356909165, 10.079848246339457)","(63.33162976194656, 10.07986314324213)"
41,12.400656938552856,"(63.329528152754015, 10.079848246339457)","(63.33162517828419, 10.07986314324213)"
42,13.000802993774414,"(63.32953273641638, 10.079848246339457)","(63.33162059462183, 10.07986314324213)"
43,13.400343894958496,"(63.32953732007874, 10.079848246339457)","(63.33161601095947, 10.07986314324213)"
44,14.000423908233643,"(63.329541903741095, 10.079848246339457)","(63.33161171377601, 10.07986314324213)"
45,14.400718927383423,"(63.32954620092456, 10.079848246339457)","(63.33160741659255, 10.07986314324213)"
46,14.999981880187988,"(63.32955049810803, 10.079848246339457)","(63.33160283293019, 10.079862856763233)"
47,15.400735855102539,"(63.329555081770394, 10.079848532818355)","(63.33159824926782, 10.079862570284336)"
48,16.000481843948364,"(63.329559665432754, 10.079848819297252)","(63.33159366560546, 10.079862570284336)"
49,16.40054488182068,"(63.329564249095114, 10.079848819297252)","(63.3315890819431, 10.079862570284336)"
50,17.000102996826172,"(63.329568832757474, 10.079848819297252)","(63.33158449828074, 10.079862570284336)"
51,17.400372982025146,"(63.329573416419834, 10.079848819297252)","(63.33157991461838, 10.079862570284336)"
52,18.000072956085205,"(63.329578000082186, 10.079848819297252)","(63.331575330956014, 10.079862570284336)"
53,18.40041494369507,"(63.329582297265645, 10.079848819297252)","(63.331570747293654, 10.079862570284336)"
