,time,cog_1,sog_1,cog_2,sog_2,x_1,y_1,x_2,y_2
23,0.0,-0.000926,1.008986,-1.566092,1.0146135,-132.31250871955484,-16.599645062037798,-5.283386569257024,101.33308891441631
24,0.24972891807556152,-0.0009035,1.008835,-1.566106,1.014366,-131.833515046361,-16.599645062037798,-5.283386569257024,100.83075890488537
25,1.0003418922424316,-0.000881,1.008684,-1.5661255,1.014127,-131.35452137316713,-16.599645062037798,-5.283386569257024,100.31407660929271
26,1.251776933670044,-0.0008885,1.0085395,-1.566145,1.013888,-130.8435947886161,-16.599645062037798,-5.283386569257024,99.79739431362037
27,2.001620054244995,-0.000896,1.008395,-1.566186,1.0136504999999998,-130.33266820406507,-16.599645062037798,-5.283386569257024,99.29506430393009
28,2.2490639686584473,-0.0008935,1.0082535,-1.566227,1.013413,-129.82174161951403,-16.613997348019844,-5.283386569257024,98.79273429431947
29,3.000030040740967,-0.000891,1.008112,-1.566217,1.013191,-129.31081503496299,-16.62834963400189,-5.283386569257024,98.29040428470886
30,3.2490780353546143,-0.0008795,1.0079755,-1.566207,1.012969,-128.79988844899384,-16.62834963400189,-5.283386569257024,97.78807427501857
31,4.000082015991211,-0.000868,1.007839,-1.5661915,1.012748,-128.2889618644428,-16.62834963400189,-5.283386569257024,97.27139197942591
32,4.249741077423096,-0.0008755,1.0077085000000001,-1.566176,1.012527,-127.77803527989177,-16.62834963400189,-5.283386569257024,96.75470968383325
33,5.000683069229126,-0.000883,1.007578,-1.566169,1.012317,-127.26710869534074,-16.62834963400189,-5.283386569257024,96.25237967414297
34,5.251043081283569,-0.0008935,1.007451,-1.566162,1.012107,-126.78811502214688,-16.62834963400189,-5.283386569257024,95.75004966453236
35,6.000150918960571,-0.000904,1.007324,-1.56616,1.0119025000000001,-126.30912134895301,-16.62834963400189,-5.283386569257024,95.24771965492174
36,6.249699115753174,-0.0009094999999999999,1.0072005000000002,-1.566158,1.011698,-125.79819476440198,-16.62834963400189,-5.283386569257024,94.74538964523146
37,7.0005199909210205,-0.000915,1.007077,-1.5661185,1.0115034999999999,-125.28726817843284,-16.62834963400189,-5.283386569257024,94.24305963562084
38,7.249519109725952,-0.0009090000000000001,1.0069590000000002,-1.566079,1.011309,-124.77634159388181,-16.62834963400189,-5.283386569257024,93.74072962601022
39,8.000684022903442,-0.000903,1.006841,-1.566076,1.0111195,-124.26541500933077,-16.62834963400189,-5.251453657899847,93.22404733041756
40,8.249619960784912,-0.0008875,1.0067255,-1.566073,1.01093,-123.75448842477974,-16.62834963400189,-5.2195207465426705,92.70736503474524
41,9.000375986099243,-0.000872,1.00661,-1.566081,1.0107465000000002,-123.2435618402287,-16.62834963400189,-5.2195207465426705,92.20503502505494
42,9.249701976776123,-0.000844,1.0064994999999999,-1.566089,1.010563,-122.76456816703484,-16.62834963400189,-5.2195207465426705,91.70270501544432
43,10.000037908554077,-0.000816,1.006389,-1.5660995,1.010386,-122.28557449384098,-16.62834963400189,-5.2195207465426705,91.20037500583372
44,10.249797105789185,-0.00081,1.0062799999999998,-1.56611,1.010209,-121.77464790787184,-16.62834963400189,-5.2195207465426705,90.6980449962231
45,11.000613927841187,-0.000804,1.006171,-1.5660954999999999,1.0100375,-121.2637213233208,-16.62834963400189,-5.2195207465426705,90.19571498669215
46,11.249753952026367,-0.0008165,1.0060695,-1.566081,1.009866,-120.75279473876977,-16.62834963400189,-5.2195207465426705,89.69338497700187
47,12.000750064849854,-0.000829,1.005968,-1.566044,1.0097005000000001,-120.24186815421872,-16.62834963400189,-5.2195207465426705,89.19105496731159
48,12.249202013015747,-0.0008185,1.0058660000000001,-1.566007,1.009535,-119.73094156824958,-16.62834963400189,-5.2195207465426705,88.6887249576213
49,13.00002408027649,-0.000808,1.005764,-1.566001,1.0093725,-119.22001498369855,-16.62834963400189,-5.2195207465426705,88.17204266202864
50,13.249095916748047,-0.0008420000000000001,1.0056690000000001,-1.565995,1.00921,-118.74102131050469,-16.62834963400189,-5.2195207465426705,87.65536036643597
51,13.999969005584717,-0.000876,1.005574,-1.5659985,1.0090569999999999,-118.26202763731082,-16.62834963400189,-5.2195207465426705,87.15303035674569
52,14.249063968658447,-0.0009065,1.0054794999999999,-1.566002,1.008904,-117.7511010527598,-16.62834963400189,-5.2195207465426705,86.65070034713507
53,15.001599073410034,-0.000937,1.005385,-1.565992,1.0087519999999999,-117.24017446820875,-16.62834963400189,-5.2195207465426705,86.14837033752445
54,15.24928903579712,-0.0009305,1.0052945,-1.565982,1.0086,-116.72924788223962,-16.62834963400189,-5.2195207465426705,85.64604032783417
55,16.000216960906982,-0.000924,1.005204,-1.566028,1.0084575,-116.21832129768858,-16.62834963400189,-5.2195207465426705,85.14371031822355
56,16.249093055725098,-0.0008725,1.0051165,-1.566074,1.008315,-115.70739471313755,-16.62834963400189,-5.2195207465426705,84.64138030869262
57,17.000036001205444,-0.000821,1.005029,-1.56608,1.0081785,-115.1964681285865,-16.62834963400189,-5.2195207465426705,84.13905029900234
58,17.249088048934937,-0.0008155,1.0049454999999998,-1.566086,1.008042,-114.71747445397453,-16.62834963400189,-5.2195207465426705,83.63672028931205
59,18.000025987625122,-0.00081,1.004862,-1.5660850000000002,1.0079030000000002,-114.23848078219879,-16.62834963400189,-5.2195207465426705,83.13439027962175
60,18.24914789199829,-0.0007934999999999999,1.004781,-1.566084,1.007764,-113.72755419764775,-16.62834963400189,-5.2195207465426705,82.63206027001114
61,18.999974012374878,-0.000777,1.0047,-1.566079,1.007635,-113.21662761309672,-16.62834963400189,-5.2195207465426705,82.12973026040054
