,time,asv_1,asv_2,asv_3
60,0.0,"(63.329371162318154, 10.080069981006174)","(63.330480408609525, 10.077741098554899)","(63.32979476911468, 10.081136064476981)"
61,0.08487796783447266,"(63.32937383612119, 10.080073227767013)","(63.33047983565173, 10.077747592076577)","(63.32979744291772, 10.081133390673937)"
62,0.6905570030212402,"(63.32937650992424, 10.080076474527852)","(63.330479262693935, 10.077754085598254)","(63.3298003077067, 10.081130716870893)"
63,1.0000560283660889,"(63.329379183727276, 10.08007972128869)","(63.33047849875021, 10.077760770105865)","(63.32980317249567, 10.081128043067848)"
64,1.0848169326782227,"(63.32938185753032, 10.08008296804953)","(63.33047773480648, 10.077767454613474)","(63.32980603728465, 10.081125369264804)"
65,1.6907970905303955,"(63.32938453133337, 10.080086214810368)","(63.330476970862755, 10.077774139121084)","(63.32980871108769, 10.081122504475829)"
66,1.9999499320983887,"(63.32938720513641, 10.080089461571207)","(63.33047620691903, 10.077780632642762)","(63.32981138489074, 10.081119639686852)"
67,2.0848400592803955,"(63.32938987893946, 10.080092708332046)","(63.3304754429753, 10.077787126164441)","(63.329814058693785, 10.081116774897877)"
68,2.6914989948272705,"(63.3293925527425, 10.080095955092887)","(63.330474679031575, 10.077793619686119)","(63.32981673249683, 10.081114101094833)"
69,2.999974012374878,"(63.32939522654554, 10.080099201853725)","(63.33047410607378, 10.077800113207797)","(63.329819406299876, 10.08111142729179)"
70,3.085066080093384,"(63.32939790034859, 10.080102448614564)","(63.330473533115985, 10.077806606729476)","(63.32982208010292, 10.081108753488746)"
71,3.691183090209961,"(63.329400574151634, 10.080105695375405)","(63.33047296015819, 10.077813100251154)","(63.3298249448919, 10.081106079685702)"
72,4.000216007232666,"(63.32940324795468, 10.080108942136244)","(63.330472196214465, 10.077819593772832)","(63.32982780968087, 10.081103405882658)"
73,4.084886074066162,"(63.329405921757726, 10.080112188897083)","(63.330471432270734, 10.07782608729451)","(63.32983067446985, 10.081100732079614)"
74,4.692162036895752,"(63.32940859556077, 10.080115435657921)","(63.33047066832701, 10.077832580816187)","(63.32983334827289, 10.081097867290639)"
75,4.999952077865601,"(63.32941126936382, 10.08011868241876)","(63.330469904383285, 10.077839074337865)","(63.32983602207593, 10.081095002501662)"
76,5.0846850872039795,"(63.32941394316686, 10.0801219291796)","(63.330469140439554, 10.077845567859544)","(63.329838695878976, 10.081092137712687)"
77,5.691848993301392,"(63.3294166169699, 10.080125175940438)","(63.33046837649583, 10.077852061381222)","(63.32984136968202, 10.081089463909644)"
78,6.0037360191345215,"(63.32941929077295, 10.080128422701277)","(63.330467803538035, 10.077858745888832)","(63.32984404348507, 10.081086790106598)"
79,6.084872007369995,"(63.329421964575985, 10.080131478476185)","(63.33046723058024, 10.077865430396441)","(63.32984671728811, 10.081084116303554)"
80,6.690705060958862,"(63.32942463837903, 10.08013453425109)","(63.330466657622445, 10.077872114904052)","(63.32984958207709, 10.08108125151458)"
81,6.999990940093994,"(63.32942731218207, 10.080137590025998)","(63.33046589367872, 10.07787860842573)","(63.32985244686606, 10.081078386725602)"
82,7.084909915924072,"(63.329429985985115, 10.080140836786837)","(63.33046512973499, 10.077885101947409)","(63.32985531165504, 10.081075521936627)"
83,7.690587997436523,"(63.329432659788154, 10.080144083547676)","(63.330464365791265, 10.077891595469087)","(63.329857985458084, 10.081072848133584)"
