,time,asv_1,asv_2,asv_3
66,0.0,"(63.32941528006838, 10.079846527466072)","(63.331563489828255, 10.079873647468375)","(63.33055088241832, 10.082067884837794)"
67,0.016165971755981445,"(63.32941814485736, 10.079846527466072)","(63.331560434053344, 10.079873456482444)","(63.33055088241832, 10.082061009344253)"
68,0.6892249584197998,"(63.32942100964633, 10.079846527466072)","(63.33155737827844, 10.079873456482444)","(63.33055088241832, 10.082054133850711)"
69,1.0002219676971436,"(63.32942387443531, 10.079846527466072)","(63.33155432250353, 10.079873456482444)","(63.33055088241832, 10.0820474493431)"
70,1.0166308879852295,"(63.32942693021021, 10.079846527466072)","(63.331551266728624, 10.079873456482444)","(63.33055088241832, 10.082040764835492)"
71,1.6892108917236328,"(63.32942998598512, 10.079846527466072)","(63.33154821095372, 10.079873456482444)","(63.33055088241832, 10.082034080327881)"
72,1.9991278648376465,"(63.329433041760026, 10.079846527466072)","(63.33154515517881, 10.079873456482444)","(63.33055088241832, 10.08202739582027)"
73,2.0163040161132812,"(63.32943609753493, 10.079846718452004)","(63.331542099403904, 10.079873456482444)","(63.33055088241832, 10.082020711312662)"
74,2.689305067062378,"(63.329439153309835, 10.079846909437936)","(63.33153904362899, 10.079873456482444)","(63.33055088241832, 10.082014026805052)"
75,2.9991369247436523,"(63.32944220908474, 10.079847100423867)","(63.33153598785409, 10.079873456482444)","(63.33055088241832, 10.082007342297441)"
76,3.0165600776672363,"(63.32944526485965, 10.079847100423867)","(63.33153293207918, 10.079873456482444)","(63.33055088241832, 10.082000657789832)"
77,3.689218044281006,"(63.32944832063456, 10.079847100423867)","(63.33152987630427, 10.079873456482444)","(63.33055088241832, 10.081993973282222)"
78,3.9991259574890137,"(63.32945137640947, 10.079847100423867)","(63.33152682052936, 10.079873456482444)","(63.33055088241832, 10.08198709778868)"
79,4.016139030456543,"(63.32945424119845, 10.079847100423867)","(63.33152376475446, 10.079873456482444)","(63.33055088241832, 10.08198022229514)"
80,4.688828945159912,"(63.32945710598742, 10.079847100423867)","(63.33152089996548, 10.079873265496511)","(63.33055088241832, 10.081973346801599)"
81,5.000355005264282,"(63.3294599707764, 10.079847100423867)","(63.33151803517651, 10.07987307451058)","(63.33055088241832, 10.081966662293988)"
82,5.01628303527832,"(63.3294630265513, 10.079847100423867)","(63.33151517038753, 10.079872883524647)","(63.33055088241832, 10.08195997778638)"
83,5.689274072647095,"(63.329466082326206, 10.079847100423867)","(63.33151211461262, 10.079872883524647)","(63.33055088241832, 10.081953293278769)"
84,6.000748872756958,"(63.32946913810111, 10.079847100423867)","(63.33150905883772, 10.079872883524647)","(63.33055088241832, 10.081946608771158)"
85,6.0163350105285645,"(63.32947219387602, 10.079847291409799)","(63.331506003062806, 10.079872883524647)","(63.33055088241832, 10.08193992426355)"
86,6.688968896865845,"(63.32947524965093, 10.079847482395731)","(63.3315029472879, 10.079872883524647)","(63.33055088241832, 10.081933239755939)"
87,7.0006279945373535,"(63.329478305425845, 10.079847673381662)","(63.33149989151299, 10.079872883524647)","(63.33055088241832, 10.081926555248328)"
88,7.016350984573364,"(63.32948136120075, 10.079847673381662)","(63.331496835738086, 10.079872883524647)","(63.33055088241832, 10.08191987074072)"
89,7.689413070678711,"(63.32948441697565, 10.079847673381662)","(63.33149377996318, 10.079872883524647)","(63.33055088241832, 10.081913186233109)"
90,7.999619960784912,"(63.32948747275056, 10.079847673381662)","(63.33149072418827, 10.079872883524647)","(63.33055107340425, 10.081906501725499)"
91,8.016458988189697,"(63.32949033753953, 10.079847673381662)","(63.33148766841337, 10.079872883524647)","(63.33055126439019, 10.08189981721789)"
92,8.689038038253784,"(63.329493202328514, 10.079847673381662)","(63.331484612638455, 10.079872883524647)","(63.33055145537612, 10.08189313271028)"
93,8.999790906906128,"(63.32949606711749, 10.079847673381662)","(63.33148155686355, 10.079872883524647)","(63.33055145537612, 10.081886448202669)"
94,9.016373872756958,"(63.3294991228924, 10.079847673381662)","(63.33147850108864, 10.079872883524647)","(63.33055145537612, 10.08187976369506)"
95,9.688946962356567,"(63.329502178667305, 10.079847673381662)","(63.331475636299665, 10.079872692538716)","(63.33055145537612, 10.08187307918745)"
96,9.99921703338623,"(63.329505234442216, 10.079847673381662)","(63.33147277151069, 10.079872501552783)","(63.33055145537612, 10.081866203693908)"
97,10.016337871551514,"(63.32950829021712, 10.079847673381662)","(63.331469906721715, 10.079872310566852)","(63.33055145537612, 10.081859328200368)"
98,10.6895010471344,"(63.32951134599203, 10.079847673381662)","(63.33146685094681, 10.079872310566852)","(63.33055145537612, 10.081852452706826)"
99,11.000017881393433,"(63.329514401766936, 10.079847673381662)","(63.3314637951719, 10.079872310566852)","(63.33055145537612, 10.081845959185149)"
100,11.01621389389038,"(63.32951745754184, 10.079847864367594)","(63.331460739396995, 10.079872310566852)","(63.33055145537612, 10.08183946566347)"
101,11.689008951187134,"(63.329520513316744, 10.079848055353526)","(63.331457683622084, 10.079872310566852)","(63.33055145537612, 10.081832972141791)"
102,11.999415874481201,"(63.32952356909165, 10.079848246339457)","(63.33145462784718, 10.079872310566852)","(63.33055145537612, 10.081826669606045)"
103,12.016072988510132,"(63.32952643388062, 10.079848246339457)","(63.33145157207227, 10.079872310566852)","(63.33055145537612, 10.081820367070298)"
104,12.688824892044067,"(63.3295292986696, 10.079848246339457)","(63.331448516297364, 10.079872310566852)","(63.33055145537612, 10.081814064534552)"
105,13.000082015991211,"(63.32953216345857, 10.079848246339457)","(63.33144546052245, 10.079872310566852)","(63.33055164636205, 10.081807571012874)"
106,13.016722917556763,"(63.329535219233485, 10.079848246339457)","(63.33144240474755, 10.079872310566852)","(63.33055183734798, 10.081801077491194)"
107,13.688982963562012,"(63.329538275008396, 10.079848246339457)","(63.331439348972644, 10.079872310566852)","(63.33055202833392, 10.081794583969517)"
108,14.000016927719116,"(63.32954133078331, 10.079848246339457)","(63.33143629319773, 10.079872310566852)","(63.33055221931985, 10.081788090447839)"
109,14.016581058502197,"(63.32954438655821, 10.079848246339457)","(63.33143323742283, 10.079872310566852)","(63.330552410305785, 10.081781596926161)"
110,14.689280033111572,"(63.32954744233312, 10.079848246339457)","(63.33143018164792, 10.079872119580921)","(63.330552601291714, 10.081775103404484)"
111,14.999974966049194,"(63.32955049810803, 10.079848246339457)","(63.33142712587301, 10.07987192859499)","(63.33055317424951, 10.081768609882806)"
112,15.02379298210144,"(63.329553362897, 10.079848437325388)","(63.3314240700981, 10.079871737609059)","(63.330553747207304, 10.081762116361126)"
113,15.689287900924683,"(63.32955622768598, 10.079848628311321)","(63.33142120530913, 10.079871737609059)","(63.3305543201651, 10.081755622839449)"
114,15.999974966049194,"(63.32955909247495, 10.079848819297252)","(63.33141834052015, 10.079871737609059)","(63.33055470213696, 10.081748938331838)"
115,16.016227960586548,"(63.32956214824986, 10.079848819297252)","(63.33141547573118, 10.079871737609059)","(63.33055508410882, 10.08174225382423)"
116,16.688826084136963,"(63.32956520402477, 10.079848819297252)","(63.33141241995627, 10.079871737609059)","(63.33055546608068, 10.081735569316619)"
117,16.999284982681274,"(63.32956825979968, 10.079848819297252)","(63.33140936418136, 10.079871737609059)","(63.330556230024406, 10.081729075794941)"
118,17.01647400856018,"(63.32957131557458, 10.079848819297252)","(63.33140630840646, 10.079871737609059)","(63.33055699396814, 10.081722582273263)"
119,17.688826084136963,"(63.329574371349494, 10.079848819297252)","(63.331403252631546, 10.079871737609059)","(63.33055775791186, 10.081716088751586)"
120,17.99959087371826,"(63.3295774271244, 10.079848819297252)","(63.33140019685664, 10.079871737609059)","(63.33055833086966, 10.081709404243975)"
121,18.016376972198486,"(63.3295804828993, 10.079848819297252)","(63.33139714108173, 10.079871737609059)","(63.33055890382745, 10.081702719736365)"
122,18.688822984695435,"(63.32958353867421, 10.079848819297252)","(63.331394276292755, 10.079871737609059)","(63.33055947678525, 10.081696035228754)"
123,19.000877857208252,"(63.32958659444911, 10.079848819297252)","(63.33139141150378, 10.079871737609059)","(63.33056024072897, 10.081689541707076)"
124,19.01614999771118,"(63.32958945923809, 10.079848819297252)","(63.331388546714805, 10.079871737609059)","(63.3305610046727, 10.081683048185397)"
125,19.689187049865723,"(63.32959232402707, 10.079848819297252)","(63.3313854909399, 10.079871546623128)","(63.33056176861643, 10.08167655466372)"
126,19.999906063079834,"(63.32959518881605, 10.079848819297252)","(63.33138243516499, 10.079871355637195)","(63.33056234157422, 10.08166987015611)"
127,20.01616597175598,"(63.329598244590954, 10.079849010283185)","(63.331379379390086, 10.079871164651264)","(63.330562914532024, 10.0816631856485)"
128,20.68893003463745,"(63.329601300365866, 10.079849201269116)","(63.33137632361518, 10.079871164651264)","(63.33056348748982, 10.081656501140891)"
129,21.000339031219482,"(63.32960435614077, 10.07984939225505)","(63.33137326784027, 10.079871164651264)","(63.330564060447614, 10.08164981663328)"
130,21.016340017318726,"(63.329607411915674, 10.07984939225505)","(63.331370212065366, 10.079871164651264)","(63.33056463340541, 10.081643132125672)"
131,21.689296007156372,"(63.329610467690586, 10.07984939225505)","(63.33136753826232, 10.079871164651264)","(63.330565206363204, 10.081636447618061)"
132,21.999253034591675,"(63.32961352346549, 10.07984939225505)","(63.33136486445928, 10.079871164651264)","(63.330565779321, 10.081629954096384)"
133,22.016313076019287,"(63.329616388254465, 10.07984939225505)","(63.331362190656236, 10.079871164651264)","(63.330566352278794, 10.081623460574704)"
134,22.689244985580444,"(63.32961925304344, 10.07984939225505)","(63.331359134881325, 10.079870973665333)","(63.33056692523659, 10.081616967053026)"
135,22.999145984649658,"(63.329622117832415, 10.07984939225505)","(63.33135607910641, 10.0798707826794)","(63.330567498194384, 10.081610282545416)"
136,23.016355991363525,"(63.329625173607326, 10.07984939225505)","(63.3313530233315, 10.079870591693469)","(63.330568071152186, 10.081603598037807)"
137,23.688621044158936,"(63.32962822938223, 10.07984939225505)","(63.33135015854253, 10.079870018735674)","(63.33056864410998, 10.081596913530197)"
138,23.999207973480225,"(63.32963128515714, 10.07984939225505)","(63.33134729375355, 10.079869445777877)","(63.33056921706777, 10.081590229022586)"
139,24.016195058822632,"(63.329634340932046, 10.07984958324098)","(63.33134442896458, 10.079868872820082)","(63.330569790025564, 10.081583544514977)"
140,24.688679933547974,"(63.32963739670696, 10.079849774226913)","(63.3313415641756, 10.079868108876356)","(63.33057036298335, 10.081576860007367)"
141,24.999691009521484,"(63.32964045248186, 10.079849965212844)","(63.33133869938663, 10.079867344932628)","(63.33057093594115, 10.081570175499758)"
142,25.01690101623535,"(63.329643317270836, 10.079849965212844)","(63.33133583459765, 10.079866580988902)","(63.33057150889895, 10.081563490992147)"
143,25.68879199028015,"(63.32964618205981, 10.079849965212844)","(63.33133296980868, 10.079865626059243)","(63.330572081856744, 10.081556806484539)"
144,25.999279975891113,"(63.329649046848786, 10.079849965212844)","(63.3313301050197, 10.079864671129585)","(63.33057265481454, 10.081550312962861)"
145,26.01641297340393,"(63.32965191163776, 10.079850156198775)","(63.33132724023073, 10.079863716199926)","(63.330573227772334, 10.081543819441181)"
146,26.688809871673584,"(63.329654776426736, 10.079850347184708)","(63.33132418445582, 10.079862379298405)","(63.33057380073013, 10.081537325919504)"
147,26.999486923217773,"(63.32965764121571, 10.07985053817064)","(63.33132112868091, 10.079861042396882)","(63.330574373687924, 10.081530641411893)"
148,27.016618967056274,"(63.32966050600469, 10.079850920142501)","(63.33131807290601, 10.07985970549536)","(63.33057494664572, 10.081523956904284)"
149,27.688894987106323,"(63.32966337079367, 10.079851302114365)","(63.331315208117026, 10.079858177607907)","(63.330575519603514, 10.081517272396674)"
150,27.99989104270935,"(63.32966623558265, 10.079851684086227)","(63.33131234332805, 10.079856649720455)","(63.33057609256131, 10.081510778874996)"
151,28.016150951385498,"(63.329669100371625, 10.079852257044022)","(63.33130947853907, 10.079855121833)","(63.33057666551911, 10.081504285353317)"
152,28.688843965530396,"(63.3296719651606, 10.079852830001819)","(63.331306613750094, 10.079853593945547)","(63.330577238476906, 10.081497791831639)"
153,29.000076055526733,"(63.329674829949575, 10.079853402959614)","(63.33130374896112, 10.079852066058093)","(63.3305778114347, 10.08149110732403)"
154,29.017024040222168,"(63.32967788572448, 10.079854357889273)","(63.331300884172144, 10.07985053817064)","(63.330578384392496, 10.08148442281642)"
155,29.688562870025635,"(63.32968094149939, 10.07985531281893)","(63.33129801938317, 10.079848819297254)","(63.33057895735029, 10.081477738308811)"
156,29.999438047409058,"(63.329683997274294, 10.079856267748589)","(63.331295154594194, 10.079847100423867)","(63.330579721294015, 10.081471244787132)"
