,time,asv_1,asv_2,asv_3
50,0.0,"(63.32941470711057, 10.079845381550482)","(63.33049396861068, 10.077431510359595)","(63.329801262636366, 10.08092044136008)"
51,0.1967179775238037,"(63.329417762885484, 10.079845381550482)","(63.330492631709156, 10.077437239937547)","(63.329803745453475, 10.080916812627377)"
52,0.45696091651916504,"(63.329420818660395, 10.079845381550482)","(63.330491294807636, 10.077442969515499)","(63.32980641925652, 10.080913374880607)"
53,0.9987738132476807,"(63.32942387443531, 10.079845381550482)","(63.33048976692018, 10.077448890079381)","(63.32980909305956, 10.080909937133836)"
54,1.1954197883605957,"(63.32942693021021, 10.079845572536414)","(63.33048823903272, 10.077454810643266)","(63.329811766862605, 10.080906499387066)"
55,1.4572679996490479,"(63.32942998598512, 10.079845763522346)","(63.33048671114526, 10.077460731207148)","(63.32981424967972, 10.080902870654363)"
56,1.9977529048919678,"(63.329433041760026, 10.079845954508277)","(63.33048518325781, 10.077466651771031)","(63.32981673249683, 10.08089924192166)"
57,2.1958529949188232,"(63.32943609753493, 10.079845954508277)","(63.33048365537036, 10.077472572334914)","(63.32981921531395, 10.080895613188957)"
58,2.4570798873901367,"(63.329439153309835, 10.079845954508277)","(63.3304821274829, 10.077478492898797)","(63.329821698131056, 10.080891984456255)"
59,2.997783899307251,"(63.32944220908474, 10.079845954508277)","(63.33048079058138, 10.077484222476748)","(63.329824180948165, 10.080888355723552)"
60,3.1955788135528564,"(63.32944526485965, 10.079845954508277)","(63.33047945367986, 10.0774899520547)","(63.329826663765274, 10.080884726990849)"
61,3.457066774368286,"(63.32944832063456, 10.079845954508277)","(63.33047811677834, 10.077495681632652)","(63.32982914658239, 10.080881098258146)"
62,3.9981489181518555,"(63.32945137640947, 10.079845954508277)","(63.33047677987682, 10.07750122022467)","(63.32983162939951, 10.080877469525445)"
63,4.195576906204224,"(63.32945424119845, 10.079845954508277)","(63.33047544297529, 10.077506758816691)","(63.32983411221662, 10.080873840792743)"
64,4.456952810287476,"(63.32945710598742, 10.079845954508277)","(63.33047410607377, 10.07751229740871)","(63.32983678601967, 10.08087021206004)"
65,4.998112916946411,"(63.3294599707764, 10.079845954508277)","(63.33047276917225, 10.077518217972592)","(63.32983945982271, 10.080866583327337)"
66,5.195865869522095,"(63.3294630265513, 10.079846145494209)","(63.330471432270734, 10.077524138536475)","(63.32984213362575, 10.080862954594634)"
67,5.45702600479126,"(63.329466082326206, 10.079846336480141)","(63.330470095369215, 10.077530059100358)","(63.32984461644286, 10.080859516847864)"
