,time,asv_1,asv_2,asv_3
69,0.0,"(63.32941528006838, 10.079846527466072)","(63.331475445313735, 10.079867153946697)","(63.33054973650274, 10.082169298367532)"
70,0.05508780479431152,"(63.329418335843286, 10.079846527466072)","(63.331472389538824, 10.079867153946697)","(63.33054973650274, 10.08216242287399)"
71,0.46543288230895996,"(63.32942139161819, 10.079846527466072)","(63.33146933376392, 10.079867153946697)","(63.33054973650274, 10.082155738366382)"
72,1.000694990158081,"(63.329424447393095, 10.079846527466072)","(63.33146627798901, 10.079867153946697)","(63.33054973650274, 10.082149053858771)"
73,1.0551788806915283,"(63.32942731218207, 10.079846527466072)","(63.331463222214104, 10.079867153946697)","(63.33054973650274, 10.082142369351162)"
74,1.4655969142913818,"(63.32943017697105, 10.079846527466072)","(63.33146016643919, 10.079867153946697)","(63.33054973650274, 10.08213549385762)"
75,2.0000059604644775,"(63.329433041760026, 10.079846527466072)","(63.33145711066429, 10.079867153946697)","(63.33054973650274, 10.082128618364079)"
76,2.055109977722168,"(63.32943609753493, 10.079846718452004)","(63.33145405488938, 10.079867153946697)","(63.33054973650274, 10.082121742870537)"
77,2.465852975845337,"(63.329439153309835, 10.079846909437936)","(63.33145099911447, 10.079867153946697)","(63.33054973650274, 10.082115058362927)"
78,2.9999728202819824,"(63.32944220908474, 10.079847100423867)","(63.33144794333957, 10.079867153946697)","(63.33054973650274, 10.082108373855318)"
79,3.055729866027832,"(63.32944526485965, 10.079847100423867)","(63.33144488756466, 10.079867153946697)","(63.33054973650274, 10.082101689347708)"
80,3.465768814086914,"(63.32944832063456, 10.079847100423867)","(63.33144183178975, 10.079867153946697)","(63.33054973650274, 10.082094813854166)"
81,4.000154972076416,"(63.32945137640947, 10.079847100423867)","(63.33143877601484, 10.079867153946697)","(63.33054973650274, 10.082087938360624)"
82,4.0560948848724365,"(63.32945443218438, 10.079847100423867)","(63.33143572023994, 10.079867153946697)","(63.33054973650274, 10.082081062867083)"
83,4.465766906738281,"(63.32945748795928, 10.079847100423867)","(63.33143266446503, 10.079867153946697)","(63.33054973650274, 10.082074378359472)"
84,5.000279903411865,"(63.329460543734186, 10.079847100423867)","(63.33142979967605, 10.079866962960766)","(63.33054973650274, 10.082067693851863)"
85,5.056499004364014,"(63.32946340852316, 10.079847100423867)","(63.33142693488708, 10.079866771974833)","(63.33054973650274, 10.082061009344253)"
86,5.465257883071899,"(63.329466273312136, 10.079847100423867)","(63.3314240700981, 10.079866580988902)","(63.33054973650274, 10.082054324836642)"
87,6.000663995742798,"(63.32946913810111, 10.079847100423867)","(63.3314210143232, 10.079866580988902)","(63.33054973650274, 10.082047640329034)"
88,6.055274963378906,"(63.32947219387602, 10.079847291409799)","(63.331417958548286, 10.079866580988902)","(63.33054973650274, 10.082040955821423)"
89,6.465057849884033,"(63.32947524965093, 10.079847482395731)","(63.33141490277338, 10.079866580988902)","(63.33054973650274, 10.082034080327881)"
90,7.000284910202026,"(63.329478305425845, 10.079847673381662)","(63.33141184699847, 10.079866580988902)","(63.33054973650274, 10.08202720483434)"
91,7.05511999130249,"(63.32948136120075, 10.079847673381662)","(63.331408791223566, 10.079866580988902)","(63.33054973650274, 10.082020329340798)"
92,7.465087890625,"(63.32948441697565, 10.079847673381662)","(63.331405735448655, 10.079866580988902)","(63.33054973650274, 10.08201364483319)"
93,8.001221895217896,"(63.32948747275056, 10.079847673381662)","(63.33140267967375, 10.079866580988902)","(63.33054973650274, 10.082006960325579)"
94,8.055101871490479,"(63.32949052852546, 10.079847673381662)","(63.33139962389884, 10.079866580988902)","(63.33054973650274, 10.08200027581797)"
95,8.46497392654419,"(63.32949358430037, 10.079847673381662)","(63.331396568123935, 10.079866580988902)","(63.33054973650274, 10.08199359131036)"
96,9.00005292892456,"(63.32949664007528, 10.079847673381662)","(63.33139351234903, 10.079866580988902)","(63.33054973650274, 10.08198690680275)"
97,9.055068969726562,"(63.32949950486426, 10.079847673381662)","(63.33139045657413, 10.079866580988902)","(63.33054973650274, 10.08198022229514)"
98,9.465296983718872,"(63.329502369653234, 10.079847673381662)","(63.33138740079922, 10.079866580988902)","(63.33054992748867, 10.081973919759394)"
99,10.000969886779785,"(63.329505234442216, 10.079847673381662)","(63.33138453601025, 10.079866580988902)","(63.330550118474605, 10.081967617223647)"
100,10.055118799209595,"(63.32950829021712, 10.079847673381662)","(63.331381671221266, 10.079866580988902)","(63.330550309460534, 10.0819613146879)"
101,10.465223789215088,"(63.32951134599203, 10.079847673381662)","(63.33137880643229, 10.079866580988902)","(63.330550309460534, 10.081954821166223)"
102,10.999980926513672,"(63.329514401766936, 10.079847673381662)","(63.331375941643316, 10.079866390002971)","(63.330550309460534, 10.081948327644543)"
103,11.055186986923218,"(63.32951745754184, 10.079847864367594)","(63.33137307685434, 10.079866199017038)","(63.330550309460534, 10.081941834122865)"
104,11.465231895446777,"(63.329520513316744, 10.079848055353526)","(63.331370212065366, 10.079866008031107)","(63.33055069143239, 10.081935340601188)"
105,12.00081992149353,"(63.32952356909165, 10.079848246339457)","(63.331367347276384, 10.079865817045176)","(63.33055107340426, 10.08192884707951)"
106,12.056286811828613,"(63.32952662486656, 10.079848246339457)","(63.33136448248741, 10.079865626059243)","(63.33055145537612, 10.081922353557832)"
107,12.46580982208252,"(63.32952968064147, 10.079848246339457)","(63.33136161769843, 10.079865435073312)","(63.33055183734798, 10.081915860036153)"
108,13.00094985961914,"(63.32953273641638, 10.079848246339457)","(63.33135875290945, 10.079865053101448)","(63.33055221931985, 10.081909366514475)"
109,13.055166959762573,"(63.32953560120536, 10.079848246339457)","(63.33135588812048, 10.079864671129586)","(63.330552601291714, 10.081902872992796)"
110,13.465083837509155,"(63.32953846599433, 10.079848246339457)","(63.3313530233315, 10.079864289157722)","(63.33055298326357, 10.081896379471118)"
111,14.000809907913208,"(63.32954133078331, 10.079848246339457)","(63.3313499675566, 10.079863525213995)","(63.33055336523544, 10.08188988594944)"
112,14.056363821029663,"(63.32954438655821, 10.079848246339457)","(63.331346911781694, 10.079862761270268)","(63.3305537472073, 10.081883392427763)"
113,14.46509599685669,"(63.32954744233312, 10.079848246339457)","(63.33134385600679, 10.07986199732654)","(63.33055432016509, 10.081876898906085)"
114,15.00000786781311,"(63.32955049810803, 10.079848246339457)","(63.331340991217814, 10.07986085141095)","(63.33055489312289, 10.081870405384405)"
115,15.055079936981201,"(63.32955355388294, 10.079848437325388)","(63.33133812642884, 10.07985970549536)","(63.33055546608068, 10.081863911862728)"
116,15.465807914733887,"(63.32955660965784, 10.079848628311321)","(63.331335261639865, 10.07985855957977)","(63.330556230024406, 10.081857227355117)"
117,16.000123977661133,"(63.329559665432754, 10.079848819297252)","(63.33133239685089, 10.07985741366418)","(63.33055699396814, 10.081850542847508)"
118,16.055548906326294,"(63.32956253022173, 10.079848819297252)","(63.33132953206191, 10.07985626774859)","(63.33055775791186, 10.081843858339898)"
119,16.465199947357178,"(63.329565395010704, 10.079848819297252)","(63.33132666727293, 10.079855121833)","(63.330558521855586, 10.08183736481822)"
120,17.000810861587524,"(63.32956825979968, 10.079848819297252)","(63.33132361149802, 10.079853593945547)","(63.33055928579932, 10.08183087129654)"
121,17.055046796798706,"(63.329571124588654, 10.079848819297252)","(63.33132055572312, 10.079852066058093)","(63.33056004974304, 10.081824377774863)"
122,17.465086936950684,"(63.32957398937763, 10.079848819297252)","(63.331317499948206, 10.07985053817064)","(63.33056081368677, 10.081817884253185)"
123,18.000611782073975,"(63.3295768541666, 10.079848819297252)","(63.33131463515923, 10.079849010283185)","(63.330561577630505, 10.081811390731508)"
124,18.055197954177856,"(63.32957971895558, 10.079849010283185)","(63.331311770370256, 10.079847482395731)","(63.330562341574236, 10.08180489720983)"
125,18.4651038646698,"(63.32958258374455, 10.079849201269116)","(63.33130890558128, 10.079845954508277)","(63.33056310551796, 10.081798403688152)"
126,19.0,"(63.32958544853353, 10.07984939225505)","(63.331306040792306, 10.079844235634893)","(63.330563869461685, 10.081791910166473)"
127,19.05506181716919,"(63.3295883133225, 10.079849965212844)","(63.33130317600333, 10.079842516761506)","(63.33056463340541, 10.081785416644795)"
128,19.46516489982605,"(63.32959117811148, 10.079850538170637)","(63.331300311214356, 10.07984079788812)","(63.33056539734913, 10.081778923123117)"
129,20.000005960464478,"(63.32959404290045, 10.079851111128432)","(63.33129744642538, 10.079839270000667)","(63.330566161292865, 10.081772429601438)"
130,20.055778980255127,"(63.32959690768943, 10.079851684086227)","(63.331294581636406, 10.079837742113213)","(63.33056692523659, 10.08176593607976)"
131,20.465720891952515,"(63.32959977247841, 10.079852257044024)","(63.33129171684743, 10.07983621422576)","(63.33056768918031, 10.08175925157215)"
132,21.000027894973755,"(63.329602637267385, 10.079852830001819)","(63.33128866107253, 10.079834686338305)","(63.330568453124044, 10.081752567064541)"
133,21.05506992340088,"(63.32960550205636, 10.079853975917409)","(63.331285605297616, 10.079833158450853)","(63.33056921706777, 10.08174588255693)"
