,time,asv_1,asv_2,asv_3
50,0.0,"(63.32941356119499, 10.079861424368746)","(63.33161562898761, 10.07984194380371)","(63.330553938193226, 10.082255242036803)"
51,0.3017909526824951,"(63.329416616969894, 10.079862761270268)","(63.3316125732127, 10.079840224930326)","(63.33055470213696, 10.082248939501056)"
52,0.9396018981933594,"(63.329419672744805, 10.07986409817179)","(63.33160970842373, 10.07983850605694)","(63.33055546608068, 10.08224263696531)"
53,1.000154972076416,"(63.32942272851971, 10.079865435073312)","(63.331606843634745, 10.079836787183554)","(63.330556230024406, 10.082236143443632)"
54,1.2936320304870605,"(63.329425593308684, 10.079866962960766)","(63.33160397884577, 10.07983506831017)","(63.33055699396814, 10.082229649921953)"
55,1.9371778964996338,"(63.32942845809766, 10.079868490848218)","(63.331601114056795, 10.079833349436784)","(63.33055775791186, 10.082223156400275)"
56,1.9999260902404785,"(63.329431322886634, 10.079870018735672)","(63.33159824926782, 10.079831630563397)","(63.330558521855586, 10.082216662878597)"
57,2.2936809062957764,"(63.329434378661546, 10.079871737609057)","(63.331595384478845, 10.079829911690013)","(63.33055928579932, 10.082210169356918)"
58,2.9369800090789795,"(63.32943743443646, 10.079873456482444)","(63.33159232870394, 10.079828192816628)","(63.33056004974304, 10.08220367583524)"
59,3.007438898086548,"(63.32944049021137, 10.079875175355829)","(63.33158927292904, 10.07982647394324)","(63.3305610046727, 10.082197182313562)"
60,3.293890953063965,"(63.32944335500034, 10.079876703243283)","(63.33158621715413, 10.079824755069856)","(63.33056195960236, 10.082190688791883)"
61,3.9369819164276123,"(63.32944621978932, 10.079878231130737)","(63.33158335236516, 10.079823036196471)","(63.330562914532024, 10.082184195270205)"
62,4.000097036361694,"(63.32944908457829, 10.07987975901819)","(63.33158048757618, 10.079821317323086)","(63.330563869461685, 10.082177892734459)"
63,4.293596982955933,"(63.32945194936727, 10.079881477891576)","(63.33157762278721, 10.079819598449701)","(63.33056482439134, 10.082171590198714)"
64,4.936976909637451,"(63.32945481415624, 10.07988319676496)","(63.3315745670123, 10.079817879576316)","(63.330565779321, 10.082165287662967)"
65,5.000011920928955,"(63.32945767894522, 10.079884915638345)","(63.331571511237385, 10.07981616070293)","(63.33056692523659, 10.08215879414129)"
66,5.293596982955933,"(63.32946073472012, 10.07988663451173)","(63.331568455462474, 10.079814441829544)","(63.33056807115218, 10.08215230061961)"
67,5.937005043029785,"(63.329463790495026, 10.079888353385117)","(63.3315655906735, 10.07981272295616)","(63.33056921706777, 10.082145807097932)"
68,6.000082969665527,"(63.32946684626993, 10.079890072258502)","(63.331562725884524, 10.079811004082773)","(63.33057017199743, 10.082139504562186)"
69,6.293627023696899,"(63.329469711058906, 10.07989198211782)","(63.33155986109555, 10.079809285209388)","(63.33057112692708, 10.082133202026439)"
70,6.936986923217773,"(63.32947257584789, 10.079893891977136)","(63.331556996306574, 10.07980737535007)","(63.330572081856744, 10.082126899490692)"
71,7.000736951828003,"(63.32947544063686, 10.079895801836454)","(63.3315541315176, 10.079805465490754)","(63.330573227772334, 10.082120596954946)"
72,7.293587923049927,"(63.32947830542584, 10.079897711695772)","(63.331551266728624, 10.079803555631436)","(63.330574373687924, 10.0821142944192)"
73,7.937037944793701,"(63.32948117021481, 10.079899621555088)","(63.33154821095372, 10.079801836758051)","(63.330575519603514, 10.082107991883454)"
74,8.00275707244873,"(63.32948403500379, 10.079901531414405)","(63.33154515517881, 10.079800117884666)","(63.330576665519104, 10.082101689347708)"
75,8.293596982955933,"(63.32948689979277, 10.079903823245585)","(63.331542099403904, 10.079798399011281)","(63.3305778114347, 10.082095386811961)"
