,time,asv_1,asv_2,asv_3
50,0.0,"(63.32940439387026, 10.079996642408396)","(63.330562914532024, 10.07742845458469)","(63.329813103764124, 10.080904016569953)"
51,0.06432008743286133,"(63.329407449645174, 10.079998361281781)","(63.330562914532024, 10.077435139092298)","(63.32981577756717, 10.080901342766909)"
52,0.39720606803894043,"(63.32941050542008, 10.080000080155168)","(63.330562914532024, 10.077441823599909)","(63.329818642356145, 10.080898668963865)"
53,0.9996781349182129,"(63.32941356119499, 10.080001799028553)","(63.330562914532024, 10.07744869909345)","(63.32982150714513, 10.08089599516082)"
54,1.064256191253662,"(63.329416425983965, 10.080003326916007)","(63.330562914532024, 10.077455574586992)","(63.3298243719341, 10.080893321357776)"
55,1.3976800441741943,"(63.32941929077295, 10.08000485480346)","(63.330562914532024, 10.077462450080533)","(63.32982704573715, 10.080890838540665)"
56,1.999488115310669,"(63.32942215556192, 10.080006382690915)","(63.330562914532024, 10.077469134588142)","(63.329829719540186, 10.080888355723552)"
57,2.064509153366089,"(63.329425211336826, 10.0800081015643)","(63.330562914532024, 10.077475819095753)","(63.32983239334323, 10.08088587290644)"
58,2.3979501724243164,"(63.32942826711173, 10.080009820437684)","(63.330562914532024, 10.077482503603362)","(63.329835258132206, 10.080883199103397)"
59,2.999737024307251,"(63.329431322886634, 10.08001153931107)","(63.330562914532024, 10.077489188110972)","(63.32983812292118, 10.080880525300351)"
60,3.064268112182617,"(63.32943418767561, 10.080013258184454)","(63.330562914532024, 10.077495872618583)","(63.329840987710156, 10.080877851497307)"
61,3.3975110054016113,"(63.329437052464584, 10.080014977057841)","(63.330562914532024, 10.077502557126193)","(63.3298436615132, 10.080875368680196)"
62,4.000080108642578,"(63.32943991725356, 10.080016695931226)","(63.330562914532024, 10.077509432619735)","(63.32984633531625, 10.080872885863084)"
63,4.064258098602295,"(63.32944297302847, 10.08001822381868)","(63.330562914532024, 10.077516308113276)","(63.32984900911929, 10.080870403045973)"
64,4.397116184234619,"(63.32944602880338, 10.080019751706134)","(63.330562914532024, 10.077523183606818)","(63.32985187390827, 10.08086792022886)"
65,4.99947714805603,"(63.32944908457829, 10.080021279593588)","(63.330562914532024, 10.077529868114427)","(63.32985473869724, 10.080865437411747)"
66,5.064233064651489,"(63.32945194936727, 10.080022998466973)","(63.330562914532024, 10.077536552622037)","(63.32985760348622, 10.080862954594634)"
67,5.39713716506958,"(63.32945481415624, 10.080024717340358)","(63.330562914532024, 10.077543237129646)","(63.329860277289264, 10.08086028079159)"
68,5.99947714805603,"(63.32945767894522, 10.080026436213743)","(63.330562914532024, 10.077549921637257)","(63.32986295109231, 10.080857606988546)"
69,6.064728021621704,"(63.32946073472012, 10.080027964101197)","(63.330562914532024, 10.077556606144865)","(63.329865624895355, 10.080854933185503)"
70,6.397427082061768,"(63.329463790495026, 10.08002949198865)","(63.330562914532024, 10.077563290652476)","(63.32986848968433, 10.08085245036839)"
71,6.9994800090789795,"(63.32946684626993, 10.080031019876104)","(63.330562914532024, 10.077570166146018)","(63.329871354473305, 10.080849967551279)"
72,7.064900159835815,"(63.329469711058906, 10.08003273874949)","(63.330562914532024, 10.07757704163956)","(63.32987421926228, 10.080847484734166)"
73,7.3971521854400635,"(63.32947257584789, 10.080034457622874)","(63.330562914532024, 10.0775839171331)","(63.329876893065325, 10.080844810931122)"
74,7.999908208847046,"(63.32947544063686, 10.08003617649626)","(63.330562914532024, 10.07759060164071)","(63.329879566868364, 10.080842137128078)"
75,8.068203210830688,"(63.329478496411774, 10.080037704383713)","(63.330562914532024, 10.07759728614832)","(63.32988224067141, 10.080839463325034)"
76,8.397416114807129,"(63.32948155218668, 10.080039232271169)","(63.330562914532024, 10.077603970655929)","(63.329885105460384, 10.080836980507922)"
77,8.99969220161438,"(63.32948460796159, 10.080040760158623)","(63.330562914532024, 10.07761065516354)","(63.32988797024936, 10.08083449769081)"
78,9.064356088638306,"(63.329487472750564, 10.080042288046076)","(63.330562914532024, 10.07761733967115)","(63.329890835038334, 10.080832014873698)"
79,9.39760708808899,"(63.32949033753954, 10.08004381593353)","(63.330562914532024, 10.07762402417876)","(63.32989350884138, 10.080829532056585)"
80,9.999733209609985,"(63.329493202328514, 10.080045343820984)","(63.330562914532024, 10.077630708686371)","(63.329896182644426, 10.080827049239472)"
81,10.064245223999023,"(63.32949606711749, 10.08004706269437)","(63.330562914532024, 10.07763739319398)","(63.32989885644747, 10.08082456642236)"
82,10.39713716506958,"(63.329498931906464, 10.080048781567754)","(63.330562914532024, 10.07764407770159)","(63.329901721236446, 10.080821892619316)"
83,10.99950122833252,"(63.32950179669544, 10.08005050044114)","(63.330562914532024, 10.077650762209199)","(63.32990458602542, 10.080819218816274)"
84,11.064247131347656,"(63.32950485247034, 10.080052028328593)","(63.330562914532024, 10.07765744671681)","(63.329907450814396, 10.08081654501323)"
85,11.397131204605103,"(63.329507908245255, 10.080053556216047)","(63.330562914532024, 10.077664131224418)","(63.32991012461744, 10.080814062196117)"
86,11.999467134475708,"(63.32951096402016, 10.0800550841035)","(63.330562914532024, 10.07767100671796)","(63.32991279842049, 10.080811579379004)"
87,12.064325094223022,"(63.329513828809134, 10.080056611990955)","(63.330562914532024, 10.077677882211502)","(63.32991547222353, 10.080809096561891)"
88,12.396997213363647,"(63.32951669359811, 10.080058139878407)","(63.330562914532024, 10.077684757705043)","(63.32991833701251, 10.080806422758847)"
89,12.999435186386108,"(63.329519558387084, 10.08005966776586)","(63.330562914532024, 10.077691442212654)","(63.32992120180148, 10.080803748955805)"
90,13.064258098602295,"(63.329522614161995, 10.080061195653315)","(63.330562914532024, 10.077698126720263)","(63.32992406659046, 10.080801075152761)"
91,13.39749813079834,"(63.3295256699369, 10.080062723540768)","(63.330562914532024, 10.077704811227873)","(63.3299267403935, 10.080798592335649)"
92,13.999589204788208,"(63.32952872571181, 10.080064251428222)","(63.330562914532024, 10.077711495735484)","(63.32992941419654, 10.080796109518536)"
93,14.06434416770935,"(63.329531590500785, 10.080065970301607)","(63.330562914532024, 10.077718180243092)","(63.32993208799959, 10.080793626701423)"
94,14.397142171859741,"(63.32953445528977, 10.080067689174992)","(63.330562914532024, 10.077724864750703)","(63.32993495278856, 10.08079095289838)"
95,14.999495029449463,"(63.32953732007874, 10.080069408048377)","(63.330562914532024, 10.077731549258313)","(63.32993781757754, 10.080788279095337)"
96,15.064334154129028,"(63.32954037585365, 10.080070935935831)","(63.330562914532024, 10.077738233765922)","(63.32994068236651, 10.080785605292293)"
97,15.39716911315918,"(63.32954343162855, 10.080072463823285)","(63.330562914532024, 10.077744918273533)","(63.32994335616955, 10.08078312247518)"
98,15.999441146850586,"(63.329546487403455, 10.080073991710739)","(63.330562914532024, 10.077751602781143)","(63.3299460299726, 10.080780639658068)"
99,16.064457178115845,"(63.32954935219243, 10.080075519598193)","(63.330562914532024, 10.077758287288752)","(63.329948703775635, 10.080778156840955)"
100,16.39714002609253,"(63.329552216981405, 10.080077047485647)","(63.330562914532024, 10.077764971796363)","(63.32995156856462, 10.080775483037911)"
101,17.003352165222168,"(63.32955508177038, 10.0800785753731)","(63.330562914532024, 10.077771847289904)","(63.32995443335359, 10.080772809234867)"
102,17.06477403640747,"(63.32955794655936, 10.080080103260554)","(63.330562914532024, 10.077778722783446)","(63.329957298142574, 10.080770135431823)"
103,17.397173166275024,"(63.32956081134834, 10.080081631148008)","(63.330562914532024, 10.077785598276987)","(63.32995997194561, 10.08076746162878)"
104,17.99965214729309,"(63.32956367613732, 10.080083159035462)","(63.330562914532024, 10.077792282784596)","(63.32996264574866, 10.080764787825736)"
105,18.064404010772705,"(63.32956673191222, 10.080084686922916)","(63.330562914532024, 10.077798967292207)","(63.3299653195517, 10.080762114022692)"
106,18.397277116775513,"(63.329569787687134, 10.08008621481037)","(63.330562914532024, 10.077805651799816)","(63.32996818434067, 10.080759631205579)"
107,18.9996440410614,"(63.32957284346204, 10.080087742697824)","(63.330562914532024, 10.077812336307426)","(63.32997104912965, 10.080757148388468)"
108,19.06552815437317,"(63.329575708251014, 10.080089270585278)","(63.330562914532024, 10.077819020815035)","(63.32997391391862, 10.080754665571355)"
109,19.39768409729004,"(63.32957857303999, 10.08009079847273)","(63.330562914532024, 10.077825705322645)","(63.32997658772167, 10.080751991768311)"
110,19.999454021453857,"(63.32958143782896, 10.080092326360184)","(63.330562914532024, 10.077832389830256)","(63.32997926152471, 10.080749317965267)"
111,20.064253091812134,"(63.32958449360387, 10.080093854247638)","(63.330562914532024, 10.077839074337865)","(63.32998193532776, 10.080746644162224)"
112,20.397648096084595,"(63.32958754937878, 10.080095382135092)","(63.330562914532024, 10.077845758845475)","(63.32998480011673, 10.08074416134511)"
113,20.999566078186035,"(63.32959060515368, 10.080096910022545)","(63.330562914532024, 10.077852443353086)","(63.32998766490571, 10.080741678527998)"
114,21.064244031906128,"(63.32959346994266, 10.08009843791)","(63.330562914532024, 10.077859127860695)","(63.32999052969468, 10.080739195710885)"
115,21.397141218185425,"(63.32959633473163, 10.080099965797451)","(63.330562914532024, 10.077865812368305)","(63.32999320349773, 10.080736521907841)"
116,21.999590158462524,"(63.32959919952061, 10.080101493684905)","(63.330562914532024, 10.077872496875916)","(63.32999587730077, 10.0807338481048)"
117,22.06475019454956,"(63.32960225529552, 10.080102830586426)","(63.330562914532024, 10.077879181383524)","(63.32999855110381, 10.080731174301755)"
118,22.39749813079834,"(63.329605311070424, 10.08010416748795)","(63.330562914532024, 10.077885865891135)","(63.33000141589279, 10.080728500498711)"
119,22.999975204467773,"(63.329608366845335, 10.08010550438947)","(63.330562914532024, 10.077892550398744)","(63.33000428068176, 10.080725826695666)"
120,23.064226150512695,"(63.32961123163431, 10.080107032276924)","(63.330562914532024, 10.077899234906354)","(63.33000714547074, 10.080723152892622)"
121,23.397035121917725,"(63.329614096423285, 10.080108560164378)","(63.330562914532024, 10.077905919413963)","(63.33000981927378, 10.08072067007551)"
122,23.999600172042847,"(63.32961696121226, 10.080110088051832)","(63.330562914532024, 10.077912603921574)","(63.33001249307683, 10.080718187258398)"
123,24.064258098602295,"(63.329619826001235, 10.080111615939286)","(63.330562914532024, 10.077919288429184)","(63.330015166879875, 10.080715704441285)"
124,24.39710307121277,"(63.32962269079021, 10.08011314382674)","(63.330562914532024, 10.077925972936795)","(63.33001803166885, 10.080713030638242)"
125,25.01965618133545,"(63.329625555579184, 10.080114671714194)","(63.330562914532024, 10.077932657444405)","(63.330020896457825, 10.080710356835198)"
126,25.064240217208862,"(63.32962861135409, 10.080116199601648)","(63.330562914532024, 10.077939341952014)","(63.3300237612468, 10.080707683032154)"
127,25.39759612083435,"(63.329631667129, 10.080117727489101)","(63.330562914532024, 10.077946026459625)","(63.330026435049845, 10.08070500922911)"
128,25.99945902824402,"(63.329634722903904, 10.080119255376555)","(63.330562914532024, 10.077952710967233)","(63.33002910885289, 10.080702335426066)"
129,26.064252138137817,"(63.329637587692886, 10.08012078326401)","(63.330562914532024, 10.077959395474844)","(63.33003178265594, 10.080699661623022)"
130,26.397114992141724,"(63.32964045248186, 10.080122311151461)","(63.330562914532024, 10.077966079982453)","(63.33003445645898, 10.08069717880591)"
131,26.99940013885498,"(63.32964331727084, 10.080123839038915)","(63.330562914532024, 10.077972764490063)","(63.33003713026202, 10.080694695988798)"
132,27.064247131347656,"(63.32964637304575, 10.080125366926369)","(63.330562914532024, 10.077979448997672)","(63.330039804065066, 10.080692213171686)"
133,27.39711308479309,"(63.32964942882066, 10.080126894813823)","(63.330562914532024, 10.077986133505282)","(63.33004266885404, 10.080689539368642)"
134,27.99945902824402,"(63.32965248459556, 10.080128422701277)","(63.330562914532024, 10.077992818012893)","(63.330045533643016, 10.080686865565598)"
135,28.06425905227661,"(63.32965534938454, 10.080129759602798)","(63.330562914532024, 10.077999502520502)","(63.33004839843199, 10.080684191762554)"
136,28.397123098373413,"(63.32965821417351, 10.08013109650432)","(63.330562914532024, 10.078006187028112)","(63.33005107223504, 10.08068151795951)"
137,28.999716997146606,"(63.32966107896249, 10.080132433405842)","(63.330562914532024, 10.078013062521654)","(63.33005374603808, 10.080678844156465)"
138,29.06420922279358,"(63.32966394375146, 10.080133961293296)","(63.330562914532024, 10.078019938015194)","(63.33005641984113, 10.08067617035342)"
139,29.3973650932312,"(63.32966680854044, 10.08013548918075)","(63.330562914532024, 10.078026813508735)","(63.3300592846301, 10.080673496550377)"
140,29.99944305419922,"(63.32966967332941, 10.080137017068203)","(63.330562914532024, 10.078033498016346)","(63.33006214941908, 10.080670822747335)"
141,30.06425714492798,"(63.329672729104324, 10.080138353969726)","(63.330562914532024, 10.078040182523957)","(63.33006501420805, 10.08066814894429)"
142,30.39728808403015,"(63.32967578487923, 10.080139690871247)","(63.330562914532024, 10.078046867031567)","(63.3300676880111, 10.080665475141247)"
143,30.999544143676758,"(63.32967884065414, 10.08014102777277)","(63.330562914532024, 10.078053551539178)","(63.330070361814144, 10.080662801338201)"
144,31.06425714492798,"(63.329681705443114, 10.080142555660224)","(63.330562914532024, 10.078060236046786)","(63.33007303561719, 10.080660127535157)"
145,31.397127151489258,"(63.32968457023209, 10.080144083547678)","(63.330562914532024, 10.078066920554397)","(63.330075709420235, 10.080657453732114)"
146,31.99971604347229,"(63.329687435021064, 10.080145611435132)","(63.330562914532024, 10.078073605062006)","(63.330078383223274, 10.08065477992907)"
147,32.064292192459106,"(63.32969049079597, 10.080146948336653)","(63.330562914532024, 10.078080289569616)","(63.33008105702632, 10.080652106126026)"
148,32.39750099182129,"(63.32969354657088, 10.080148285238176)","(63.330562914532024, 10.078086974077225)","(63.330083921815294, 10.080649432322982)"
149,33.00005912780762,"(63.329696602345784, 10.080149622139697)","(63.330562914532024, 10.078093658584836)","(63.33008678660427, 10.080646758519938)"
