,time,asv_1,asv_2
13,0.0,"(63.32940210203908, 10.079899812541019)","(63.33048871649755, 10.079861137889848)"
14,0.4149749279022217,"(63.32940668570145, 10.079901531414404)","(63.330490721849834, 10.07986085141095)"
15,1.0007381439208984,"(63.32941126936382, 10.07990325028779)","(63.33049301368102, 10.07986085141095)"
16,1.4150021076202393,"(63.32941585302618, 10.079904969161177)","(63.3304953055122, 10.07986085141095)"
17,2.0004830360412598,"(63.32942043668853, 10.079906688034562)","(63.33049759734338, 10.07986085141095)"
18,2.414999008178711,"(63.32942473387199, 10.079908406907947)","(63.33049988917456, 10.07986085141095)"
19,3.001758098602295,"(63.329429031055454, 10.079910125781332)","(63.33050189452685, 10.07986085141095)"
20,3.4150121212005615,"(63.32943361471782, 10.07991155817582)","(63.330503899879126, 10.07986085141095)"
21,4.000165939331055,"(63.32943819838019, 10.079912990570309)","(63.330506191710306, 10.07986085141095)"
22,4.414999961853027,"(63.32944278204255, 10.079914709443694)","(63.330508483541486, 10.07986085141095)"
23,5.000931978225708,"(63.3294473657049, 10.079916428317079)","(63.330510488893765, 10.07986085141095)"
24,5.41496205329895,"(63.32945194936726, 10.079918147190464)","(63.33051249424605, 10.07986085141095)"
25,6.0010011196136475,"(63.32945653302962, 10.079919866063848)","(63.33051478607723, 10.07986085141095)"
26,6.415015935897827,"(63.32946083021308, 10.079921584937235)","(63.33051707790841, 10.07986085141095)"
27,6.9998619556427,"(63.329465127396546, 10.07992330381062)","(63.3305190832607, 10.07986085141095)"
28,7.415025949478149,"(63.32946971105891, 10.079925022684005)","(63.33052108861298, 10.07986085141095)"
29,8.000227928161621,"(63.32947429472128, 10.07992674155739)","(63.33052338044416, 10.079860564932053)"
30,8.415079116821289,"(63.32947887838364, 10.079928460430775)","(63.330525672275336, 10.079860278453156)"
31,9.000200986862183,"(63.32948346204599, 10.07993017930416)","(63.330527964106516, 10.079860278453156)"
32,9.414834022521973,"(63.32948775922945, 10.079931898177547)","(63.330530255937695, 10.079860278453156)"
33,10.00088906288147,"(63.32949205641292, 10.079933617050933)","(63.330532261289974, 10.079860278453156)"
34,10.415109157562256,"(63.329496640075284, 10.079935335924318)","(63.33053426664226, 10.079860278453156)"
35,11.001084089279175,"(63.32950122373765, 10.079937054797703)","(63.33053655847344, 10.079860278453156)"
36,11.414998054504395,"(63.32950580740001, 10.079938773671088)","(63.33053885030462, 10.079860278453156)"
37,12.000797033309937,"(63.329510391062364, 10.079940492544473)","(63.33054114213581, 10.079860278453156)"
38,12.415128946304321,"(63.32951468824583, 10.07994192493896)","(63.330543433966994, 10.079860278453156)"
39,13.000033140182495,"(63.329518985429296, 10.07994335733345)","(63.330545439319266, 10.079860278453156)"
40,13.415040016174316,"(63.32952356909166, 10.079945076206835)","(63.330547444671545, 10.079860278453156)"
41,14.00003695487976,"(63.32952815275402, 10.07994679508022)","(63.33054973650273, 10.079860278453156)"
42,14.414982080459595,"(63.32953273641638, 10.079948513953607)","(63.33055202833392, 10.079860278453156)"
43,15.000776052474976,"(63.32953732007874, 10.079950232826992)","(63.3305543201651, 10.079860278453156)"
44,15.414981126785278,"(63.32954161726221, 10.079951951700377)","(63.33055661199628, 10.079860278453156)"
