,time,asv_1,asv_2,asv_3
49,0.0,"(63.32939809133452, 10.080068262132787)","(63.33054362495292, 10.077417568386581)","(63.32983353925882, 10.081024910664725)"
50,0.36177992820739746,"(63.3294009561235, 10.080070362978036)","(63.33054324298106, 10.077424252894192)","(63.329836404047796, 10.081022236861681)"
51,0.5270259380340576,"(63.329403820912475, 10.080072463823285)","(63.33054286100919, 10.0774309374018)","(63.32983907785084, 10.081019563058637)"
52,1.0003349781036377,"(63.32940668570146, 10.080074564668534)","(63.3305422880514, 10.07743762190941)","(63.32984175165389, 10.081016889255592)"
53,1.360698938369751,"(63.32940955049043, 10.080076665513783)","(63.330541715093595, 10.07744430641702)","(63.32984442545693, 10.081014215452548)"
54,1.5271108150482178,"(63.32941241527941, 10.080078766359032)","(63.3305411421358, 10.07745099092463)","(63.32984729024591, 10.081011541649504)"
55,1.9996418952941895,"(63.32941528006838, 10.08008086720428)","(63.33054056917801, 10.07745767543224)","(63.32985015503488, 10.081008867846462)"
56,2.362003803253174,"(63.32941814485736, 10.080083159035462)","(63.33053999622022, 10.07746435993985)","(63.32985301982386, 10.081006194043418)"
57,2.5269978046417236,"(63.32942100964633, 10.080085450866642)","(63.33053942326243, 10.07747104444746)","(63.329855693626904, 10.081003520240374)"
58,2.999811887741089,"(63.32942387443531, 10.080087742697824)","(63.330538850304634, 10.077477537969138)","(63.32985836742995, 10.081000846437329)"
59,3.3604907989501953,"(63.32942673922428, 10.080089843543073)","(63.33053827734683, 10.077484031490817)","(63.329861041232995, 10.080998172634285)"
60,3.5272889137268066,"(63.32942960401326, 10.08009194438832)","(63.33053770438904, 10.077490525012495)","(63.32986371503603, 10.080995498831241)"
61,3.9995779991149902,"(63.32943246880223, 10.080094045233569)","(63.33053732241717, 10.077497209520105)","(63.32986638883907, 10.080992825028197)"
62,4.360743999481201,"(63.329435333591206, 10.080096146078818)","(63.330536940445306, 10.077503894027714)","(63.32986906264211, 10.080990151225153)"
63,4.527556896209717,"(63.32943819838018, 10.080098246924067)","(63.33053655847344, 10.077510578535325)","(63.32987192743109, 10.08098747742211)"
64,4.999457836151123,"(63.329441063169156, 10.080100347769315)","(63.330535985515645, 10.077517263042933)","(63.32987479222007, 10.080984803619065)"
65,5.360962867736816,"(63.32944392795813, 10.080102448614564)","(63.33053541255785, 10.077523947550544)","(63.32987765700905, 10.080982129816022)"
66,5.528122901916504,"(63.329446792747106, 10.080104549459813)","(63.330534839600055, 10.077530632058153)","(63.32988033081209, 10.080979456012978)"
67,5.999547958374023,"(63.32944965753608, 10.080106650305062)","(63.33053426664226, 10.077537316565763)","(63.329883004615134, 10.080976782209934)"
68,6.36165189743042,"(63.329452522325056, 10.080108751150311)","(63.33053369368447, 10.077544001073372)","(63.32988567841817, 10.08097410840689)"
69,6.527338981628418,"(63.32945538711403, 10.08011085199556)","(63.33053312072668, 10.077550685580983)","(63.32988854320715, 10.080971434603846)"
70,6.99954891204834,"(63.329458251903006, 10.080112952840809)","(63.33053273875481, 10.07755717910266)","(63.32989140799612, 10.080968760800802)"
71,7.36083984375,"(63.32946111669198, 10.080115053686058)","(63.33053235678295, 10.07756367262434)","(63.3298942727851, 10.080966086997758)"
72,7.5270678997039795,"(63.329463981480956, 10.080117154531306)","(63.33053197481109, 10.077570166146018)","(63.32989694658814, 10.080963413194715)"
73,7.999637842178345,"(63.32946684626993, 10.080119255376555)","(63.33053140185329, 10.077576850653628)","(63.32989962039119, 10.08096073939167)"
74,8.360657930374146,"(63.329469711058906, 10.080121356221804)","(63.33053082889549, 10.077583535161237)","(63.329902294194234, 10.080958065588627)"
75,8.526960849761963,"(63.32947257584789, 10.080123457067051)","(63.330530255937695, 10.077590219668847)","(63.32990496799728, 10.080955391785583)"
76,8.999653816223145,"(63.32947544063686, 10.0801255579123)","(63.3305296829799, 10.077596904176458)","(63.32990764180032, 10.08095271798254)"
77,9.360453844070435,"(63.32947830542584, 10.080127658757549)","(63.330529110022105, 10.077603588684067)","(63.329910315603364, 10.080950044179495)"
78,9.52699899673462,"(63.32948117021481, 10.080129759602798)","(63.33052853706431, 10.077610273191677)","(63.32991318039234, 10.080947370376451)"
79,9.99966287612915,"(63.32948403500379, 10.080131860448047)","(63.33052815509245, 10.077616957699286)","(63.32991604518132, 10.080944696573406)"
80,10.360503911972046,"(63.32948689979277, 10.080133961293296)","(63.330527773120586, 10.077623642206897)","(63.329918909970296, 10.080942022770362)"
81,10.526999950408936,"(63.329489764581744, 10.080136062138545)","(63.33052739114873, 10.077630326714505)","(63.32992158377334, 10.080939157981387)"
82,11.000020980834961,"(63.329492629370726, 10.080138162983793)","(63.33052681819093, 10.077636820236185)","(63.32992425757638, 10.08093629319241)"
83,11.360514879226685,"(63.3294954941597, 10.080140263829042)","(63.33052624523313, 10.077643313757862)","(63.329926931379426, 10.080933428403435)"
84,11.527002811431885,"(63.329498358948676, 10.080142364674291)","(63.330525672275336, 10.077649807279542)","(63.32992960518247, 10.080930754600391)"
85,11.999805927276611,"(63.32950122373765, 10.08014446551954)","(63.33052529030348, 10.07765649178715)","(63.32993227898552, 10.080928080797348)"
86,12.36051082611084,"(63.3295038975407, 10.080146375378858)","(63.33052490833161, 10.077663176294761)","(63.32993495278856, 10.080925406994304)"
