,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1710880996.047949, caravela,7,111,14,7,
1,1710880999.197695, caravela,7,111,14,3,3.1497459411621094
2,1710881003.29878, caravela,7,111,18,5,4.10108494758606
3,1710881008.447814, caravela,7,111,25,5,5.149034023284912
4,1710881014.597602, caravela,7,111,30,9,6.149787902832031
5,1710881022.797289, caravela,7,111,47,13,8.199687004089355
6,1710881025.897847, caravela,7,111,22,3,3.100558042526245
7,1710881030.997772, caravela,7,111,38,6,5.0999250411987305
8,1710881040.347762, caravela,7,111,71,11,9.349990129470825
9,1710881045.4975, caravela,7,111,40,5,5.14973783493042
10,1710881048.597476, caravela,7,111,16,3,3.099976062774658
11,1710881052.797415, caravela,7,111,33,4,4.199939012527466
12,1710881058.848286, caravela,7,111,37,6,6.050870895385742
13,1710881065.047574, caravela,7,111,42,8,6.1992881298065186
14,1710881071.197602, caravela,7,111,48,9,6.1500279903411865
15,1710881079.447816, caravela,7,111,56,9,8.250213861465454
16,1710881085.647409, caravela,7,111,42,8,6.1995930671691895
17,1710881093.897422, caravela,7,111,61,12,8.25001311302185
18,1710881097.997834, caravela,7,111,34,4,4.100411891937256
19,1710881102.147309, caravela,7,111,28,4,4.14947509765625
20,1710881106.297913, caravela,7,111,28,5,4.150604009628296
21,1710881110.397498, caravela,7,111,28,4,4.0995848178863525
22,1710881116.497424, caravela,7,111,42,9,6.099925994873047
23,1710881120.547633, caravela,7,111,21,4,4.050209045410156
24,1710881125.697369, caravela,7,111,26,6,5.149736166000366
25,1710881129.798003, caravela,7,111,28,5,4.100633859634399
26,1710881133.897682, caravela,7,111,29,5,4.099678993225098
27,1710881142.0478, caravela,7,111,56,10,8.150118112564087
28,1710881145.097889, caravela,7,111,21,3,3.050088882446289
29,1710881150.24738, caravela,7,111,35,5,5.14949107170105
30,1710881157.347663, caravela,7,111,49,8,7.100282907485962
31,1710881161.497305, caravela,7,111,28,5,4.149641990661621
32,1710881164.547436, caravela,7,111,21,3,3.05013108253479
33,1710881169.648139, caravela,7,111,37,7,5.100703001022339
34,1710881174.797724, caravela,7,111,35,6,5.149585008621216
35,1710881178.897591, caravela,7,111,28,5,4.099867105484009
36,1710881184.997576, caravela,7,111,42,9,6.099984884262085
37,1710881193.098099, caravela,7,111,58,13,8.100522994995117
38,1710881201.397414, caravela,7,111,56,12,8.299314975738525
39,1710881208.647577, caravela,7,111,49,8,7.2501630783081055
40,1710881213.797317, caravela,7,111,35,7,5.149739980697632
41,1710881216.897726, caravela,7,111,21,3,3.1004090309143066
42,1710881221.047521, caravela,7,111,22,5,4.149795055389404
43,1710881226.247866, caravela,7,111,28,6,5.200344800949097
44,1710881231.397504, caravela,7,111,40,6,5.1496381759643555
