,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1709505191.736535, caravela,7,111,22,7,
1,1709505194.787302, caravela,7,111,15,3,3.050766944885254
2,1709505200.986598, caravela,7,111,30,6,6.199295997619629
3,1709505205.090021, caravela,7,111,20,5,4.1034228801727295
4,1709505211.236573, caravela,7,111,30,9,6.146552085876465
5,1709505217.336657, caravela,7,111,30,7,6.100084066390991
6,1709505222.386689, caravela,7,111,15,7,5.050031900405884
7,1709505229.536779, caravela,7,111,30,10,7.150089979171753
8,1709505233.638004, caravela,7,111,20,5,4.101225137710571
9,1709505239.736644, caravela,7,111,30,8,6.098639965057373
10,1709505244.837223, caravela,7,111,25,5,5.100579023361206
11,1709505249.93707, caravela,7,111,25,5,5.099846839904785
12,1709505256.087231, caravela,7,111,30,6,6.150161027908325
13,1709505259.138624, caravela,7,111,15,3,3.0513930320739746
14,1709505263.237081, caravela,7,111,20,4,4.098457098007202
15,1709505267.387133, caravela,7,111,20,4,4.150051832199097
16,1709505270.436729, caravela,7,111,15,3,3.049596071243286
17,1709505274.486862, caravela,7,111,20,4,4.050132989883423
18,1709505279.636652, caravela,7,111,25,5,5.149790048599243
19,1709505284.786856, caravela,7,111,25,5,5.1502039432525635
20,1709505289.886656, caravela,7,111,25,5,5.099800109863281
0,1709505186.357773, caravela-2,7,112,6,3,
1,1709505190.45484, caravela-2,7,112,12,5,4.097066879272461
2,1709505193.604694, caravela-2,7,112,12,3,3.1498539447784424
3,1709505197.767997, caravela-2,7,112,16,4,4.1633031368255615
4,1709505202.954428, caravela-2,7,112,24,7,5.186430931091309
5,1709505209.10437, caravela-2,7,112,24,9,6.14994215965271
6,1709505215.304439, caravela-2,7,112,24,6,6.200068950653076
7,1709505226.654924, caravela-2,7,112,44,11,11.350484848022461
8,1709505233.854499, caravela-2,7,112,28,8,7.199575185775757
9,1709505238.004044, caravela-2,7,112,11,4,4.149544954299927
10,1709505242.104493, caravela-2,7,112,16,4,4.100448846817017
11,1709505245.204026, caravela-2,7,112,12,3,3.0995330810546875
12,1709505250.404929, caravela-2,7,112,20,7,5.200902938842773
13,1709505253.504588, caravela-2,7,112,12,3,3.099658966064453
14,1709505256.603966, caravela-2,7,112,12,3,3.0993781089782715
15,1709505260.703979, caravela-2,7,112,16,4,4.100013017654419
16,1709505267.904981, caravela-2,7,112,28,9,7.201001882553101
17,1709505272.954908, caravela-2,7,112,15,7,5.049926996231079
18,1709505280.153973, caravela-2,7,112,28,9,7.199065208435059
19,1709505285.354635, caravela-2,7,112,20,6,5.200661897659302
0,1709505184.255259, caravela-3,7,113,8,3,
1,1709505187.355418, caravela-3,7,113,11,3,3.100158929824829
2,1709505190.504623, caravela-3,7,113,9,3,3.149204969406128
3,1709505193.604608, caravela-3,7,113,7,3,3.099985122680664
4,1709505196.755046, caravela-3,7,113,11,3,3.150437831878662
5,1709505200.804902, caravela-3,7,113,10,4,4.049856185913086
6,1709505206.905308, caravela-3,7,113,18,6,6.100405931472778
7,1709505210.007711, caravela-3,7,113,9,3,3.102402925491333
8,1709505213.106244, caravela-3,7,113,9,3,3.0985331535339355
9,1709505219.354863, caravela-3,7,113,18,6,6.248618841171265
10,1709505224.455097, caravela-3,7,113,16,5,5.100234031677246
11,1709505228.555256, caravela-3,7,113,12,4,4.100158929824829
12,1709505231.655062, caravela-3,7,113,9,3,3.099806070327759
13,1709505238.904533, caravela-3,7,113,21,10,7.249470949172974
14,1709505244.004652, caravela-3,7,113,15,7,5.100119113922119
15,1709505250.105029, caravela-3,7,113,18,8,6.100377082824707
16,1709505253.205135, caravela-3,7,113,9,3,3.1001060009002686
17,1709505257.313707, caravela-3,7,113,12,4,4.108572006225586
18,1709505261.505219, caravela-3,7,113,12,4,4.191511869430542
19,1709505265.655071, caravela-3,7,113,12,4,4.14985203742981
20,1709505273.904664, caravela-3,7,113,24,11,8.249593019485474
21,1709505279.005259, caravela-3,7,113,15,6,5.100594997406006
22,1709505284.204612, caravela-3,7,113,15,6,5.199352979660034
23,1709505291.355977, caravela-3,7,113,20,7,7.151365041732788
