,time,asv_1,asv_2,asv_3
60,0.0,"(63.32941528006838, 10.079846527466072)","(63.330562914532024, 10.077580861358193)","(63.32983697700559, 10.080863909524293)"
61,0.023427963256835938,"(63.32941795387142, 10.079846718452004)","(63.330562914532024, 10.077587545865804)","(63.32983926883677, 10.080859516847864)"
62,0.4306049346923828,"(63.329420627674466, 10.079846909437936)","(63.330562914532024, 10.077594230373412)","(63.32984156066795, 10.080855315157367)"
63,1.0003321170806885,"(63.329423301477505, 10.079847100423867)","(63.330562914532024, 10.077600914881023)","(63.32984385249913, 10.080851113466869)"
64,1.0233280658721924,"(63.32942616626648, 10.079847482395731)","(63.330562914532024, 10.077607599388632)","(63.32984614433031, 10.080846911776371)"
65,1.4306919574737549,"(63.32942903105546, 10.079847864367594)","(63.330562914532024, 10.077614283896242)","(63.32984824517556, 10.080842710085873)"
66,1.9992051124572754,"(63.329431895844436, 10.079848246339457)","(63.330562914532024, 10.077620968403853)","(63.329850346020805, 10.080838508395376)"
67,2.0234761238098145,"(63.32943495161934, 10.079848819297252)","(63.330562914532024, 10.077627652911463)","(63.329852446866056, 10.080834306704878)"
68,2.4305050373077393,"(63.32943800739425, 10.07984939225505)","(63.330562914532024, 10.077634337419074)","(63.32985454771131, 10.080829723042516)"
69,3.0000569820404053,"(63.329441063169156, 10.079849965212844)","(63.330562914532024, 10.077641212912615)","(63.32985664855655, 10.080825139380156)"
70,3.0233659744262695,"(63.32944392795813, 10.07985072915657)","(63.330562914532024, 10.077648088406155)","(63.3298587494018, 10.080820555717795)"
71,3.430506944656372,"(63.329446792747106, 10.079851493100298)","(63.330562914532024, 10.077654963899697)","(63.32986085024705, 10.080815781069502)"
72,3.9993209838867188,"(63.32944965753608, 10.079852257044024)","(63.330562914532024, 10.077661648407307)","(63.329862951092295, 10.080811006421209)"
73,4.023353099822998,"(63.329452522325056, 10.079853593945545)","(63.330562914532024, 10.077668332914916)","(63.329865051937546, 10.080806231772916)"
74,4.439621925354004,"(63.32945538711403, 10.079854930847068)","(63.330562914532024, 10.077675017422527)","(63.32986696179687, 10.08080107515276)"
75,4.999174118041992,"(63.329458251903006, 10.079856267748589)","(63.330562914532024, 10.077681701930137)","(63.32986887165618, 10.080795918532605)"
76,5.023313045501709,"(63.32946111669198, 10.079857604650112)","(63.330562914532024, 10.077688386437746)","(63.3298707815155, 10.080790761912448)"
77,5.431066036224365,"(63.329463981480956, 10.079858941551633)","(63.330562914532024, 10.077695070945357)","(63.32987288236075, 10.080785605292292)"
78,5.999308109283447,"(63.32946684626993, 10.079860278453156)","(63.330562914532024, 10.077701755452965)","(63.329874983206, 10.080780448672137)"
79,6.025037050247192,"(63.329469711058906, 10.07986199732654)","(63.330562914532024, 10.077708439960576)","(63.32987708405125, 10.08077529205198)"
80,6.4305009841918945,"(63.32947257584789, 10.079863716199927)","(63.330562914532024, 10.077715124468185)","(63.32987899391057, 10.080770135431823)"
81,6.999699115753174,"(63.32947544063686, 10.079865435073312)","(63.330562914532024, 10.077721808975795)","(63.32988090376988, 10.080764978811668)"
82,7.02331805229187,"(63.32947830542584, 10.07986734493263)","(63.330562914532024, 10.077728493483406)","(63.329882813629204, 10.080759822191512)"
