,time,asv_1,asv_2
19,0.0,"(63.32940897753264, 10.079899239583224)","(63.33049702438558, 10.079920725500541)"
20,0.48349905014038086,"(63.329413561195, 10.079900958456609)","(63.33049931621676, 10.079920439021643)"
21,0.9994339942932129,"(63.32941814485735, 10.079902677329995)","(63.33050189452684, 10.079920152542746)"
22,1.48329496383667,"(63.32942272851971, 10.07990468268228)","(63.33050447283692, 10.079919866063848)"
23,1.9994828701019287,"(63.32942731218207, 10.079906688034562)","(63.3305067646681, 10.079919579584951)"
24,2.482900857925415,"(63.32943160936553, 10.079908406907947)","(63.33050905649928, 10.079919293106054)"
25,2.9994399547576904,"(63.329435906548994, 10.079910125781332)","(63.33051163480936, 10.079918720148259)"
26,3.4828648567199707,"(63.329440490211354, 10.079911844654717)","(63.33051421311944, 10.079918147190464)"
27,3.9994330406188965,"(63.32944507387372, 10.079913563528104)","(63.33051621847173, 10.079917860711566)"
28,4.482903957366943,"(63.32944937105719, 10.079915282401489)","(63.33051822382401, 10.079917574232669)"
29,4.999433994293213,"(63.32945366824065, 10.079917001274874)","(63.33051994269739, 10.079917001274874)"
30,5.483196020126343,"(63.329458251903006, 10.079918433669361)","(63.33052166157077, 10.079916428317079)"
31,5.99943208694458,"(63.329462835565366, 10.079919866063848)","(63.33052366692306, 10.079915568880384)"
32,6.482763051986694,"(63.32946713274883, 10.079921584937235)","(63.330525672275336, 10.079914709443692)"
33,6.999706029891968,"(63.32947142993229, 10.07992330381062)","(63.33052767762762, 10.079913850007)"
34,7.482913017272949,"(63.32947601359466, 10.079925022684005)","(63.33052968297991, 10.079912990570309)"
35,7.999446868896484,"(63.329480597257024, 10.07992674155739)","(63.33053140185329, 10.079912131133614)"
36,8.482878923416138,"(63.32948518091938, 10.079928460430775)","(63.33053312072668, 10.079911271696922)"
37,8.99942398071289,"(63.32948976458174, 10.07993017930416)","(63.33053541255786, 10.079910125781332)"
38,9.48415994644165,"(63.3294940617652, 10.079931898177547)","(63.33053770438904, 10.07990897986574)"
39,9.999433994293213,"(63.32949835894867, 10.079933617050933)","(63.33053999622022, 10.079907260992355)"
40,10.483800888061523,"(63.32950294261103, 10.079935335924318)","(63.3305422880514, 10.07990554211897)"
41,10.9995698928833,"(63.329507526273396, 10.079937054797703)","(63.33054457988258, 10.079903823245585)"
42,11.483412027359009,"(63.329511823456855, 10.07993848719219)","(63.33054687171376, 10.0799021043722)"
43,11.999829053878784,"(63.32951612064032, 10.07993991958668)","(63.33054916354494, 10.079900671977711)"
44,12.482899904251099,"(63.32952070430268, 10.079941638460065)","(63.33055145537612, 10.079899239583224)"
45,12.999460935592651,"(63.32952528796504, 10.07994335733345)","(63.330553747207304, 10.079897520709839)"
46,13.482954978942871,"(63.32952958514851, 10.079945076206835)","(63.330556039038484, 10.079895801836454)"
47,14.000021934509277,"(63.329533882331965, 10.07994679508022)","(63.330558330869664, 10.079894369441966)"
48,14.485785961151123,"(63.32953846599433, 10.079948513953607)","(63.330560622700844, 10.079892937047477)"
49,14.99943494796753,"(63.32954304965669, 10.079950232826992)","(63.330562914532024, 10.07989150465299)"
50,15.482900857925415,"(63.32954734684016, 10.07995166522148)","(63.330565206363204, 10.079890072258502)"
51,15.999489068984985,"(63.32955164402362, 10.079953097615967)","(63.330567498194384, 10.079888353385117)"
52,16.485002040863037,"(63.32955622768598, 10.079954816489352)","(63.330569790025564, 10.079886634511732)"
53,16.99943494796753,"(63.32956081134834, 10.079956535362737)","(63.330572081856744, 10.079885202117243)"
54,17.483711004257202,"(63.329565395010704, 10.079958254236121)","(63.330574373687924, 10.079883769722755)"
55,17.9998300075531,"(63.329569978673064, 10.079959973109508)","(63.330576665519104, 10.079882337328268)"
56,18.482887983322144,"(63.32957427585653, 10.079961405503996)","(63.33057895735029, 10.07988090493378)"
57,18.999985933303833,"(63.329578573039996, 10.079962837898483)","(63.33058153566037, 10.079879472539293)"
58,19.482961893081665,"(63.329583156702355, 10.07996455677187)","(63.330584113970446, 10.079878040144804)"
59,19.999908924102783,"(63.32958774036471, 10.079966275645255)","(63.330586405801625, 10.079876607750316)"
60,20.482908964157104,"(63.32959203754817, 10.07996799451864)","(63.3305886976328, 10.079875175355829)"
61,20.9996919631958,"(63.32959633473163, 10.079969713392025)","(63.33059098946398, 10.07987374296134)"
62,21.48289394378662,"(63.32960091839399, 10.079971145786512)","(63.33059328129516, 10.079872310566852)"
63,21.999722957611084,"(63.32960550205635, 10.079972578181)","(63.330595573126345, 10.079870878172365)"
64,22.4828999042511,"(63.32960979923982, 10.079974297054386)","(63.33059786495753, 10.079869445777877)"
65,22.999531030654907,"(63.32961409642329, 10.079976015927773)","(63.33060015678871, 10.079868299862287)"
66,23.482914924621582,"(63.32961868008565, 10.07997744832226)","(63.33060244861989, 10.079867153946697)"
67,23.99991488456726,"(63.32962326374801, 10.079978880716748)","(63.33060474045107, 10.07986572155221)"
68,24.483710050582886,"(63.32962756093147, 10.079980599590133)","(63.33060703228225, 10.079864289157722)"
69,24.999706983566284,"(63.32963185811494, 10.07998231846352)","(63.330609324113425, 10.079862856763235)"
70,25.48269295692444,"(63.329636441777296, 10.079983750858007)","(63.330611615944605, 10.079861424368746)"
71,25.999826908111572,"(63.32964102543965, 10.079985183252495)","(63.330613907775785, 10.079859991974258)"
72,26.482869863510132,"(63.32964532262312, 10.07998690212588)","(63.330616199606965, 10.07985855957977)"
73,27.000015020370483,"(63.32964961980659, 10.079988620999265)","(63.330618491438145, 10.079857127185283)"
74,27.489403009414673,"(63.32965420346895, 10.079990053393754)","(63.330620783269325, 10.079855694790796)"
75,27.99980592727661,"(63.32965878713131, 10.079991485788241)","(63.33062307510051, 10.079854548875204)"
76,28.485238075256348,"(63.329663084314774, 10.079993204661626)","(63.3306253669317, 10.079853402959614)"
77,28.99955701828003,"(63.32966738149823, 10.079994923535011)","(63.33062765876288, 10.079851970565127)"
78,29.4828839302063,"(63.32967196516059, 10.079996355929499)","(63.33062995059405, 10.07985053817064)"
79,29.9997079372406,"(63.32967654882295, 10.079997788323988)","(63.33063224242523, 10.07984939225505)"
80,30.483767986297607,"(63.32968113248532, 10.079999507197373)","(63.33063453425641, 10.079848246339457)"
81,30.9998300075531,"(63.32968571614768, 10.080001226070758)","(63.33063682608759, 10.07984681394497)"
82,31.48350691795349,"(63.329690013331145, 10.080002658465245)","(63.33063911791877, 10.079845381550482)"
83,31.999716997146606,"(63.329694310514604, 10.080004090859733)","(63.33064112327105, 10.079843949155993)"
