,time,asv_1,asv_2
10,0.0,"(63.32949033753954, 10.080100634248215)","(63.33042712353458, 10.079848246339457)"
11,0.1376209259033203,"(63.329494921201906, 10.080103785516087)","(63.33042912888686, 10.07984795986056)"
12,1.0002520084381104,"(63.329499218385365, 10.08010693678396)","(63.33043113423914, 10.079847673381662)"
13,1.1379058361053467,"(63.32950351556883, 10.080110088051832)","(63.33043342607032, 10.079847386902765)"
14,2.0001490116119385,"(63.3295078127523, 10.080113239319704)","(63.3304357179015, 10.079847100423867)"
15,2.1376218795776367,"(63.329512109935756, 10.080116390587579)","(63.33043772325378, 10.07984681394497)"
16,2.999983787536621,"(63.329516407119215, 10.080119541855453)","(63.330439728606066, 10.079846527466072)"
17,3.1372039318084717,"(63.32952070430268, 10.080122693123325)","(63.330442020437246, 10.079846240987175)"
18,4.000659942626953,"(63.32952500148615, 10.080125844391198)","(63.330444312268426, 10.079845954508277)"
19,4.137208938598633,"(63.329529298669605, 10.080128995659072)","(63.33044631762071, 10.07984566802938)"
20,5.000061988830566,"(63.329533595853064, 10.080131860448049)","(63.330448322973, 10.079845381550482)"
21,5.13814377784729,"(63.32953789303653, 10.080134725237023)","(63.33045061480418, 10.079845095071585)"
22,6.000367879867554,"(63.329542190219996, 10.080137876504896)","(63.33045290663535, 10.079844808592687)"
23,6.137310981750488,"(63.329546487403455, 10.08014102777277)","(63.33045519846653, 10.07984452211379)"
24,7.000964879989624,"(63.329550784586914, 10.080144179040643)","(63.33045749029771, 10.079844235634893)"
25,7.137318849563599,"(63.32955508177038, 10.080147330308515)","(63.33045949564999, 10.079844235634893)"
26,8.000060796737671,"(63.329559378953846, 10.08015048157639)","(63.330461501002276, 10.079844235634893)"
27,8.137412786483765,"(63.32956367613732, 10.080153632844262)","(63.33046379283346, 10.079843949155995)"
28,9.001523971557617,"(63.32956797332078, 10.080156784112134)","(63.33046608466465, 10.079843662677098)"
29,9.13716983795166,"(63.329572270504244, 10.080159935380008)","(63.330468090016936, 10.0798433761982)"
30,10.001247882843018,"(63.32957656768771, 10.080162800168985)","(63.330470095369215, 10.079843089719303)"
31,10.137480974197388,"(63.32958086487117, 10.08016566495796)","(63.330472387200395, 10.079843089719303)"
32,11.000045776367188,"(63.329585162054634, 10.080168816225832)","(63.330474679031575, 10.079843089719303)"
33,11.137233972549438,"(63.3295894592381, 10.080171967493706)","(63.33047668438386, 10.079842803240403)"
34,12.001080989837646,"(63.32959375642156, 10.080174832282683)","(63.33047868973615, 10.079842516761506)"
35,12.13741683959961,"(63.329598053605025, 10.080177697071658)","(63.33048098156732, 10.079842516761506)"
36,13.000066995620728,"(63.32960235078849, 10.08018084833953)","(63.3304832733985, 10.079842516761506)"
37,13.138081789016724,"(63.32960664797195, 10.080183999607403)","(63.33048556522968, 10.079842230282608)"
38,14.000003814697266,"(63.32961094515541, 10.080186864396378)","(63.33048785706086, 10.07984194380371)"
39,14.137272834777832,"(63.329615242338875, 10.080189729185355)","(63.330489862413145, 10.07984194380371)"
40,15.000025987625122,"(63.32961953952234, 10.080192880453229)","(63.330491867765424, 10.07984194380371)"
41,15.137142896652222,"(63.3296238367058, 10.080196031721101)","(63.33049387311771, 10.07984194380371)"
42,15.999851942062378,"(63.32962813388926, 10.080198896510076)","(63.330495878469996, 10.07984194380371)"
