timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1710841430.720976, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35030.000000, 1.10532152, 0.17592683, 0.002049, 8, -0.007996, 0.260059, 0.900000, 0.000000, 2.000000, 0.000000
1710841431.722371, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35031.000000, 1.10532156, 0.17592683, 0.002766, 8, -0.007938, 0.271800, 0.900000, 0.000000, 2.000000, 0.000000
1710841432.721420, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35032.000000, 1.10532161, 0.17592683, 0.003515, 8, -0.007883, 0.282784, 0.900000, 0.000000, 2.000000, 0.000000
1710841433.721012, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35033.000000, 1.10532165, 0.17592683, 0.004291, 8, -0.007842, 0.292936, 0.900000, 0.000000, 2.000000, 0.000000
1710841434.721692, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35034.000000, 1.1053217, 0.17592683, 0.005095, 8, -0.007845, 0.302551, 0.900000, 0.000000, 2.000000, 0.000000
1710841435.720986, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35035.000000, 1.10532175, 0.17592683, 0.005923, 8, -0.007765, 0.311512, 0.900000, 0.000000, 2.000000, 0.000000
1710841436.721052, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35036.000000, 1.10532179, 0.17592683, 0.006775, 8, -0.007756, 0.319967, 0.900000, 0.000000, 2.000000, 0.000000
1710841437.724499, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35037.000000, 1.10532185, 0.17592683, 0.007650, 8, -0.007783, 0.327932, 0.900000, 0.000000, 2.000000, 0.000000
1710841438.720809, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35038.000000, 1.1053219, 0.17592683, 0.008545, 8, -0.007820, 0.335455, 0.900000, 0.000000, 2.000000, 0.000000
1710841439.721458, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35039.000000, 1.10532195, 0.17592683, 0.009460, 8, -0.007909, 0.342589, 0.900000, 0.000000, 2.000000, 0.000000
1710841440.721593, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35040.000000, 1.105322, 0.17592683, 0.010394, 8, -0.007895, 0.349344, 0.900000, 0.000000, 2.000000, 0.000000
1710841441.721181, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35041.000000, 1.10532206, 0.17592683, 0.011345, 8, -0.007884, 0.355758, 0.900000, 0.000000, 2.000000, 0.000000
1710841442.720932, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35042.000000, 1.10532212, 0.17592682, 0.012314, 8, -0.007855, 0.361856, 0.900000, 0.000000, 2.000000, 0.000000
1710841443.722656, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35043.000000, 1.10532217, 0.17592682, 0.013299, 8, -0.007714, 0.367654, 0.900000, 0.000000, 2.000000, 0.000000
1710841444.721679, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35044.000000, 1.10532223, 0.17592682, 0.014299, 8, -0.007665, 0.373170, 0.900000, 0.000000, 2.000000, 0.000000
1710841445.721549, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35045.000000, 1.10532229, 0.17592682, 0.015313, 8, -0.007729, 0.378429, 0.900000, 0.000000, 2.000000, 0.000000
1710841446.721045, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35046.000000, 1.10532235, 0.17592682, 0.016342, 8, -0.007697, 0.383439, 0.900000, 0.000000, 2.000000, 0.000000
1710841447.721020, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35047.000000, 1.10532241, 0.17592682, 0.017383, 8, -0.007637, 0.388210, 0.900000, 0.000000, 2.000000, 0.000000
1710841448.720989, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35048.000000, 1.10532247, 0.17592682, 0.018438, 8, -0.007657, 0.392802, 0.900000, 0.000000, 2.000000, 0.000000
1710841449.721136, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35049.000000, 1.10532253, 0.17592682, 0.019504, 8, -0.007759, 0.397143, 0.900000, 0.000000, 2.000000, 0.000000
1710841450.721027, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35050.000000, 1.1053226, 0.17592682, 0.020582, 8, -0.007823, 0.401298, 0.900000, 0.000000, 2.000000, 0.000000
1710841451.721167, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35051.000000, 1.10532266, 0.17592681, 0.021671, 8, -0.007878, 0.405270, 0.900000, 0.000000, 2.000000, 0.000000
1710841452.721713, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35052.000000, 1.10532272, 0.17592681, 0.022771, 8, -0.007920, 0.409099, 0.900000, 0.000000, 2.000000, 0.000000
1710841453.721550, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35053.000000, 1.10532279, 0.17592681, 0.023880, 8, -0.007859, 0.412749, 0.900000, 0.000000, 2.000000, 0.000000
1710841454.721750, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35054.000000, 1.10532285, 0.17592681, 0.025000, 8, -0.007810, 0.416224, 0.900000, 0.000000, 2.000000, 0.000000
1710841455.721240, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35055.000000, 1.10532292, 0.17592681, 0.026128, 8, -0.007782, 0.419580, 0.900000, 0.000000, 2.000000, 0.000000
1710841456.721645, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35056.000000, 1.10532298, 0.17592681, 0.027266, 8, -0.007778, 0.422770, 0.900000, 0.000000, 2.000000, 0.000000
1710841457.721295, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35057.000000, 1.10532305, 0.17592681, 0.028412, 8, -0.007754, 0.425818, 0.900000, 0.000000, 2.000000, 0.000000
1710841458.721360, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35058.000000, 1.10532312, 0.17592681, 0.029566, 8, -0.007765, 0.428764, 0.900000, 0.000000, 2.000000, 0.000000
1710841459.721593, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35059.000000, 1.10532318, 0.17592681, 0.030727, 8, -0.007734, 0.431572, 0.900000, 0.000000, 2.000000, 0.000000
1710841460.721704, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35060.000000, 1.10532325, 0.1759268, 0.031897, 8, -0.007797, 0.434258, 0.900000, 0.000000, 2.000000, 0.000000
1710841461.727445, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35061.000000, 1.10532332, 0.1759268, 0.033073, 8, -0.007830, 0.436870, 0.900000, 0.000000, 2.000000, 0.000000
1710841462.720980, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35062.000000, 1.10532339, 0.1759268, 0.034256, 8, -0.007848, 0.439324, 0.900000, 0.000000, 2.000000, 0.000000
1710841463.720987, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35063.000000, 1.10532346, 0.1759268, 0.035446, 8, -0.007771, 0.441695, 0.900000, 0.000000, 2.000000, 0.000000
1710841464.720974, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35064.000000, 1.10532353, 0.1759268, 0.036643, 8, -0.007731, 0.443976, 0.900000, 0.000000, 2.000000, 0.000000
1710841465.721214, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35065.000000, 1.1053236, 0.1759268, 0.037845, 8, -0.007730, 0.446151, 0.900000, 0.000000, 2.000000, 0.000000
1710841466.720979, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35066.000000, 1.10532367, 0.1759268, 0.039053, 8, -0.007714, 0.448252, 0.900000, 0.000000, 2.000000, 0.000000
1710841467.721024, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35067.000000, 1.10532374, 0.1759268, 0.040267, 8, -0.007743, 0.450268, 0.900000, 0.000000, 2.000000, 0.000000
1710841468.721245, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35068.000000, 1.10532381, 0.1759268, 0.041486, 8, -0.007742, 0.452197, 0.900000, 0.000000, 2.000000, 0.000000
1710841469.720990, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35069.000000, 1.10532388, 0.17592679, 0.042710, 8, -0.007729, 0.454055, 0.900000, 0.000000, 2.000000, 0.000000
1710841470.721666, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35070.000000, 1.10532395, 0.17592679, 0.043939, 8, -0.007724, 0.455815, 0.900000, 0.000000, 2.000000, 0.000000
1710841471.721236, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35071.000000, 1.10532402, 0.17592679, 0.045173, 8, -0.007672, 0.457535, 0.900000, 0.000000, 2.000000, 0.000000
1710841472.721508, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35072.000000, 1.10532409, 0.17592679, 0.046411, 8, -0.007720, 0.459181, 0.900000, 0.000000, 2.000000, 0.000000
1710841473.721726, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35073.000000, 1.10532416, 0.17592679, 0.047654, 8, -0.007690, 0.460767, 0.900000, 0.000000, 2.000000, 0.000000
1710841474.721376, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35074.000000, 1.10532424, 0.17592679, 0.048901, 8, -0.007668, 0.462276, 0.900000, 0.000000, 2.000000, 0.000000
1710841475.721089, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35075.000000, 1.10532431, 0.17592679, 0.050152, 8, -0.007720, 0.463722, 0.900000, 0.000000, 2.000000, 0.000000
1710841476.721029, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35076.000000, 1.10532438, 0.17592679, 0.051407, 8, -0.007772, 0.465120, 0.900000, 0.000000, 2.000000, 0.000000
1710841477.721072, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35077.000000, 1.10532445, 0.17592678, 0.052666, 8, -0.007770, 0.466458, 0.900000, 0.000000, 2.000000, 0.000000
1710841478.721038, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35078.000000, 1.10532453, 0.17592678, 0.053928, 8, -0.007741, 0.467752, 0.900000, 0.000000, 2.000000, 0.000000
1710841479.720947, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35079.000000, 1.1053246, 0.17592678, 0.055194, 8, -0.007717, 0.468989, 0.900000, 0.000000, 2.000000, 0.000000
1710841480.721819, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35080.000000, 1.10532467, 0.17592678, 0.056463, 8, -0.007741, 0.470163, 0.900000, 0.000000, 2.000000, 0.000000
1710841481.721372, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35081.000000, 1.10532475, 0.17592678, 0.057717, 8, 0.000585, 0.431585, 0.900000, 0.000000, 2.000000, 0.000000
1710841482.721387, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35082.000000, 1.10532482, 0.17592678, 0.058883, 8, 0.035452, 0.431832, 0.900000, 0.000000, 2.000000, 0.000000
1710841483.721111, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35083.000000, 1.10532488, 0.17592679, 0.060050, 8, 0.077954, 0.432645, 0.900000, 0.000000, 2.000000, 0.000000
1710841484.721287, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35084.000000, 1.10532495, 0.1759268, 0.061214, 8, 0.122275, 0.433501, 0.900000, 0.000000, 2.000000, 0.000000
1710841485.721254, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35085.000000, 1.10532501, 0.17592682, 0.062265, 8, 0.166316, 0.347038, 0.900000, 0.000000, 2.000000, 0.000000
1710841486.721707, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35086.000000, 1.10532506, 0.17592685, 0.063170, 8, 0.204959, 0.424965, 0.900000, 0.000000, 2.000000, 0.000000
1710841487.721121, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35087.000000, 1.10532513, 0.17592688, 0.064397, 8, 0.229934, 0.481861, 0.900000, 0.000000, 2.000000, 0.000000
1710841488.721570, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35088.000000, 1.10532521, 0.17592692, 0.065675, 8, 0.242628, 0.489468, 0.900000, 0.000000, 2.000000, 0.000000
1710841489.721378, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35089.000000, 1.10532528, 0.17592696, 0.066956, 8, 0.244916, 0.432664, 0.900000, 0.000000, 2.000000, 0.000000
1710841490.721400, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35090.000000, 1.10532535, 0.175927, 0.068109, 8, 0.214562, 0.438660, 0.900000, 0.000000, 2.000000, 0.000000
1710841491.721441, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35091.000000, 1.10532542, 0.17592703, 0.069274, 8, 0.172616, 0.439461, 0.900000, 0.000000, 2.000000, 0.000000
1710841492.721053, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35092.000000, 1.10532548, 0.17592705, 0.070449, 8, 0.127933, 0.440280, 0.900000, 0.000000, 2.000000, 0.000000
1710841493.721618, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35093.000000, 1.10532555, 0.17592707, 0.071634, 8, 0.082569, 0.441095, 0.900000, 0.000000, 2.000000, 0.000000
1710841494.720902, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35094.000000, 1.10532562, 0.17592708, 0.072825, 8, 0.036995, 0.441915, 0.900000, 0.000000, 2.000000, 0.000000
1710841495.721587, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35095.000000, 1.10532569, 0.17592708, 0.074020, 8, -0.008679, 0.439215, 0.900000, 0.000000, 2.000000, 0.000000
1710841496.721183, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35096.000000, 1.10532575, 0.17592707, 0.075081, 8, -0.053115, 0.361319, 0.900000, 0.000000, 2.000000, 0.000000
1710841497.721105, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 35097.000000, 1.10532581, 0.17592706, 0.076068, 8, -0.091789, 0.444053, 0.900000, 0.000000, 2.000000, 0.000000
