timestamp (seconds since 01/01/1970), system, entity , value (rad), off (°)
1710841469.706899, caravela-2, 7, -0.00771696, 0.000000
1710841470.708864, caravela-2, 7, -0.00773089, 0.000000
1710841471.758170, caravela-2, 7, -0.00773473, 0.000000
1710841472.758400, caravela-2, 7, -0.00774296, 0.000000
1710841473.806896, caravela-2, 7, -0.00773663, 0.000000
1710841474.807192, caravela-2, 7, -0.00773663, 0.000000
1710841475.856886, caravela-2, 7, -0.00773663, 0.000000
1710841476.857543, caravela-2, 7, -0.00773663, 0.000000
1710841477.906849, caravela-2, 7, -0.00773663, 0.000000
1710841478.907884, caravela-2, 7, -0.00773663, 0.000000
1710841479.956976, caravela-2, 7, -0.00773663, 0.000000
1710841480.962299, caravela-2, 7, 0.25406946, 15.000000
1710841482.007332, caravela-2, 7, 0.25406946, 0.000000
1710841483.057162, caravela-2, 7, 0.25406946, 0.000000
1710841484.058077, caravela-2, 7, 0.25406946, 0.000000
1710841485.107014, caravela-2, 7, 0.25406946, 0.000000
1710841486.107227, caravela-2, 7, 0.25406946, 0.000000
1710841487.107480, caravela-2, 7, 0.25406946, 0.000000
1710841488.107615, caravela-2, 7, 0.25406946, 0.000000
1710841489.157443, caravela-2, 7, -0.05634892, 0.000000
1710841490.206967, caravela-2, 7, -0.07166878, 0.000000
1710841491.207288, caravela-2, 7, -0.08562899, 0.000000
1710841492.257954, caravela-2, 7, -0.09951129, 0.000000
1710841493.306851, caravela-2, 7, -0.11239547, 0.000000
1710841494.307203, caravela-2, 7, -0.12349054, 0.000000
1710841495.357280, caravela-2, 7, -0.1336547, 0.000000
1710841496.407148, caravela-2, 7, -0.14186612, 0.000000
1710841497.407891, caravela-2, 7, -0.14625672, 0.000000
1710841498.456836, caravela-2, 7, -0.14994178, 0.000000
1710841499.457174, caravela-2, 7, -0.15288166, 0.000000
1710841500.506977, caravela-2, 7, -0.15484638, 0.000000
1710841502.258103, caravela-2, 7, -0.15484638, 0.000000
1710841503.308482, caravela-2, 7, -0.15484638, 0.000000
1710841504.356903, caravela-2, 7, -0.15484638, 0.000000
1710841505.358007, caravela-2, 7, -0.15484638, 0.000000
1710841506.406896, caravela-2, 7, -0.15484638, 0.000000
1710841507.406897, caravela-2, 7, -0.15484638, 0.000000
1710841508.407277, caravela-2, 7, -0.15484638, 0.000000
1710841509.407481, caravela-2, 7, 0.00670216, 0.000000
1710841510.456946, caravela-2, 7, 0.00723678, 0.000000
1710841511.507252, caravela-2, 7, 0.00762442, 0.000000
1710841512.556976, caravela-2, 7, 0.00784562, 0.000000
1710841513.557225, caravela-2, 7, 0.00796957, 0.000000
1710841514.558130, caravela-2, 7, 0.00807567, 0.000000
1710841515.607443, caravela-2, 7, 0.00812252, 0.000000
1710841516.607470, caravela-2, 7, 0.00814222, 0.000000
1710841517.607922, caravela-2, 7, 0.00815245, 0.000000
1710841518.657930, caravela-2, 7, 0.00815735, 0.000000
1710841519.658084, caravela-2, 7, 0.00815735, 0.000000
1710841520.710537, caravela-2, 7, 0.00816369, 0.000000
1710841521.758118, caravela-2, 7, 0.00816369, 0.000000
1710841522.806851, caravela-2, 7, 0.00816369, 0.000000
1710841523.807007, caravela-2, 7, 0.00816369, 0.000000
1710841524.808203, caravela-2, 7, 0.00816369, 0.000000
1710841525.856853, caravela-2, 7, 0.00816369, 0.000000
1710841526.906918, caravela-2, 7, 0.00816369, 0.000000
1710841527.906941, caravela-2, 7, 0.00816369, 0.000000
1710841528.957005, caravela-2, 7, 0.00816369, 0.000000
1710841529.957866, caravela-2, 7, 0.00816369, 0.000000
1710841531.007416, caravela-2, 7, 0.00816369, 0.000000
1710841532.007728, caravela-2, 7, 0.00816369, 0.000000
1710841533.057035, caravela-2, 7, 0.00816369, 0.000000
1710841534.057899, caravela-2, 7, 0.00816369, 0.000000
1710841535.107393, caravela-2, 7, 0.00816369, 0.000000
1710841536.107935, caravela-2, 7, 0.00816369, 0.000000
1710841537.158213, caravela-2, 7, 0.00816369, 0.000000
1710841538.206937, caravela-2, 7, 0.00816369, 0.000000
1710841539.206997, caravela-2, 7, 0.00816369, 0.000000
1710841540.211953, caravela-2, 7, 0.0081669, 0.000000
1710841541.207295, caravela-2, 7, 0.0081669, 0.000000
1710841542.213140, caravela-2, 7, 0.0081669, 0.000000
1710841543.256942, caravela-2, 7, 0.0081669, 0.000000
1710841544.258031, caravela-2, 7, 0.0081669, 0.000000
1710841545.307194, caravela-2, 7, 0.0081669, 0.000000
1710841546.307620, caravela-2, 7, 0.0081669, 0.000000
1710841547.357378, caravela-2, 7, 0.0081669, 0.000000
1710841548.358183, caravela-2, 7, 0.0081669, 0.000000
1710841549.407657, caravela-2, 7, 0.0081669, 0.000000
1710841550.461066, caravela-2, 7, 0.00816808, 0.000000
1710841551.507919, caravela-2, 7, 0.00816808, 0.000000
1710841552.509145, caravela-2, 7, 0.00816808, 0.000000
1710841553.557473, caravela-2, 7, 0.00816808, 0.000000
1710841554.607177, caravela-2, 7, 0.00816808, 0.000000
1710841555.656890, caravela-2, 7, 0.00816808, 0.000000
1710841556.657013, caravela-2, 7, 0.00816808, 0.000000
1710841557.706923, caravela-2, 7, 0.00816808, 0.000000
1710841558.707052, caravela-2, 7, 0.00816808, 0.000000
1710841559.707083, caravela-2, 7, 0.00816808, 0.000000
1710841560.761515, caravela-2, 7, 0.00816507, 0.000000
1710841561.756979, caravela-2, 7, 0.00816507, 0.000000
1710841562.757163, caravela-2, 7, 0.00816507, 0.000000
1710841563.758067, caravela-2, 7, 0.00816507, 0.000000
1710841564.807121, caravela-2, 7, 0.00816507, 0.000000
1710841565.857062, caravela-2, 7, 0.00816507, 0.000000
1710841566.860085, caravela-2, 7, 0.00816648, 0.000000
1710841567.907853, caravela-2, 7, 0.00816898, 0.000000
1710841568.956887, caravela-2, 7, 0.00816632, 0.000000
1710841570.007383, caravela-2, 7, 0.00816696, 0.000000
1710841571.007462, caravela-2, 7, 0.00816709, 0.000000
1710841572.056770, caravela-2, 7, 0.00816426, 0.000000
1710841573.057139, caravela-2, 7, 0.00816549, 0.000000
1710841574.107440, caravela-2, 7, 0.00816397, 0.000000
1710841575.157023, caravela-2, 7, 0.00816426, 0.000000
1710841576.158079, caravela-2, 7, 0.00816645, 0.000000
1710841577.207322, caravela-2, 7, 0.00816487, 0.000000
1710841578.256786, caravela-2, 7, 0.00816661, 0.000000
1710841579.258029, caravela-2, 7, 0.00816707, 0.000000
1710841580.306911, caravela-2, 7, 0.00816539, 0.000000
1710841581.310253, caravela-2, 7, 0.00816631, 0.000000
1710841582.357794, caravela-2, 7, 0.00816859, 0.000000
1710841583.357867, caravela-2, 7, 0.00816413, 0.000000
1710841584.407034, caravela-2, 7, 0.0081652, 0.000000
1710841585.407621, caravela-2, 7, 0.00816521, 0.000000
1710841586.456826, caravela-2, 7, 0.0081666, 0.000000
1710841587.458867, caravela-2, 7, 0.0081687, 0.000000
1710841588.507477, caravela-2, 7, 0.00816714, 0.000000
1710841589.557822, caravela-2, 7, 0.00816655, 0.000000
1710841590.608003, caravela-2, 7, 0.00816607, 0.000000
1710841591.656795, caravela-2, 7, 0.00816739, 0.000000
1710841592.656883, caravela-2, 7, 0.00816516, 0.000000
1710841593.657112, caravela-2, 7, 0.0081679, 0.000000
1710841594.708395, caravela-2, 7, 0.0081689, 0.000000
1710841595.757015, caravela-2, 7, 0.00816646, 0.000000
1710841596.807294, caravela-2, 7, 0.00816559, 0.000000
1710841597.858117, caravela-2, 7, 0.00816437, 0.000000
1710841598.907478, caravela-2, 7, 0.0081621, 0.000000
1710841599.907531, caravela-2, 7, 0.00816341, 0.000000
1710841600.957422, caravela-2, 7, 0.00816236, 0.000000
1710841602.006829, caravela-2, 7, 0.00815967, 0.000000
1710841603.007547, caravela-2, 7, 0.00815995, 0.000000
1710841604.057092, caravela-2, 7, 0.00816038, 0.000000
1710841605.107392, caravela-2, 7, 0.00815894, 0.000000
1710841606.107527, caravela-2, 7, 0.00816203, 0.000000
1710841607.107543, caravela-2, 7, 0.0081623, 0.000000
1710841608.157638, caravela-2, 7, 0.00816354, 0.000000
1710841609.207498, caravela-2, 7, 0.00816354, 0.000000
1710841610.260145, caravela-2, 7, 0.00816139, 0.000000
1710841611.257161, caravela-2, 7, 0.00816139, 0.000000
1710841612.258129, caravela-2, 7, 0.00816139, 0.000000
1710841613.307310, caravela-2, 7, 0.00816139, 0.000000
1710841614.326431, caravela-2, 7, 0.00816139, 0.000000
1710841615.358128, caravela-2, 7, 0.00816139, 0.000000
1710841616.407616, caravela-2, 7, 0.00816139, 0.000000
1710841617.457948, caravela-2, 7, 0.00816139, 0.000000
1710841618.458147, caravela-2, 7, 0.00816139, 0.000000
1710841619.507606, caravela-2, 7, 0.00816139, 0.000000
1710841620.562251, caravela-2, 7, 0.00816242, 0.000000
1710841621.608025, caravela-2, 7, 0.00816242, 0.000000
1710841622.658091, caravela-2, 7, 0.00816242, 0.000000
1710841623.706906, caravela-2, 7, 0.00816242, 0.000000
1710841624.758022, caravela-2, 7, 0.00816242, 0.000000
1710841625.807596, caravela-2, 7, 0.00816242, 0.000000
1710841626.856856, caravela-2, 7, 0.00816242, 0.000000
1710841627.856851, caravela-2, 7, 0.00816242, 0.000000
1710841628.858114, caravela-2, 7, 0.00816242, 0.000000
1710841629.906929, caravela-2, 7, 0.00816242, 0.000000
1710841630.910369, caravela-2, 7, 0.00816172, 0.000000
1710841631.907382, caravela-2, 7, 0.00816172, 0.000000
1710841632.907606, caravela-2, 7, 0.00816172, 0.000000
1710841633.957945, caravela-2, 7, 0.00816172, 0.000000
1710841635.006879, caravela-2, 7, 0.00816172, 0.000000
1710841636.007422, caravela-2, 7, 0.00816172, 0.000000
1710841637.056930, caravela-2, 7, 0.00816172, 0.000000
1710841638.057318, caravela-2, 7, 0.00816172, 0.000000
1710841639.057303, caravela-2, 7, 0.00816172, 0.000000
1710841640.062654, caravela-2, 7, 0.00815966, 0.000000
1710841641.058259, caravela-2, 7, 0.00815966, 0.000000
1710841642.106782, caravela-2, 7, 0.00815966, 0.000000
1710841643.107434, caravela-2, 7, 0.00815966, 0.000000
1710841644.157010, caravela-2, 7, 0.00815966, 0.000000
1710841645.157560, caravela-2, 7, 0.00815966, 0.000000
1710841646.207256, caravela-2, 7, 0.00815966, 0.000000
1710841647.257884, caravela-2, 7, 0.00815966, 0.000000
1710841648.306973, caravela-2, 7, 0.00815966, 0.000000
1710841649.357899, caravela-2, 7, 0.00815966, 0.000000
1710841650.409781, caravela-2, 7, 0.00816478, 0.000000
1710841651.407386, caravela-2, 7, 0.00816478, 0.000000
1710841652.407702, caravela-2, 7, 0.00816478, 0.000000
1710841653.457039, caravela-2, 7, 0.00816478, 0.000000
1710841654.506975, caravela-2, 7, 0.00816478, 0.000000
1710841655.507661, caravela-2, 7, 0.00816478, 0.000000
1710841656.557973, caravela-2, 7, 0.00816478, 0.000000
1710841657.558386, caravela-2, 7, 0.00816478, 0.000000
1710841658.607532, caravela-2, 7, 0.00816478, 0.000000
1710841659.657518, caravela-2, 7, 0.00816478, 0.000000
1710841660.661368, caravela-2, 7, 0.00816191, 0.000000
1710841661.706853, caravela-2, 7, 0.00816191, 0.000000
1710841662.707454, caravela-2, 7, 0.00816191, 0.000000
1710841663.707592, caravela-2, 7, 0.00816191, 0.000000
1710841664.756749, caravela-2, 7, 0.00816191, 0.000000
1710841665.758797, caravela-2, 7, 0.00816191, 0.000000
1710841666.807277, caravela-2, 7, 0.00816191, 0.000000
1710841667.807473, caravela-2, 7, 0.00816191, 0.000000
1710841668.808169, caravela-2, 7, 0.00816796, 0.000000
1710841669.857264, caravela-2, 7, 0.00816853, 0.000000
1710841670.907115, caravela-2, 7, 0.00816622, 0.000000
1710841671.907778, caravela-2, 7, 0.00816786, 0.000000
1710841672.956933, caravela-2, 7, 0.00816633, 0.000000
1710841674.007378, caravela-2, 7, 0.00816647, 0.000000
1710841675.056975, caravela-2, 7, 0.00816876, 0.000000
1710841676.107250, caravela-2, 7, 0.00816958, 0.000000
1710841677.107635, caravela-2, 7, 0.00816431, 0.000000
1710841678.107767, caravela-2, 7, 0.00816464, 0.000000
1710841679.107743, caravela-2, 7, 0.00816125, 0.000000
1710841680.158152, caravela-2, 7, 0.00816236, 0.000000
1710841681.206989, caravela-2, 7, 0.00816401, 0.000000
1710841682.257224, caravela-2, 7, 0.00816968, 0.000000
1710841683.307386, caravela-2, 7, 0.00816704, 0.000000
1710841684.307529, caravela-2, 7, 0.00816714, 0.000000
1710841685.307734, caravela-2, 7, 0.00816714, 0.000000
1710841686.357805, caravela-2, 7, 0.00816714, 0.000000
1710841687.358019, caravela-2, 7, 0.00816714, 0.000000
1710841688.407449, caravela-2, 7, 0.00816714, 0.000000
1710841689.456768, caravela-2, 7, 0.00816714, 0.000000
1710841690.463900, caravela-2, 7, 0.00817033, 0.000000
1710841691.506991, caravela-2, 7, 0.00817033, 0.000000
1710841692.557245, caravela-2, 7, 0.00817033, 0.000000
1710841693.607758, caravela-2, 7, 0.00817033, 0.000000
1710841694.658089, caravela-2, 7, 0.00817033, 0.000000
1710841695.707226, caravela-2, 7, 0.00817033, 0.000000
1710841696.758096, caravela-2, 7, 0.00817033, 0.000000
1710841697.807125, caravela-2, 7, 0.00817033, 0.000000
1710841698.857233, caravela-2, 7, 0.00817033, 0.000000
1710841699.907698, caravela-2, 7, 0.00815841, 0.000000
1710841700.956819, caravela-2, 7, 0.00815657, 0.000000
1710841701.959582, caravela-2, 7, 0.00815679, 0.000000
1710841703.007411, caravela-2, 7, 0.00815694, 0.000000
1710841704.057453, caravela-2, 7, 0.00815733, 0.000000
1710841705.107404, caravela-2, 7, 0.00815773, 0.000000
1710841706.107451, caravela-2, 7, 0.00815882, 0.000000
1710841707.107462, caravela-2, 7, 0.0081612, 0.000000
1710841708.108499, caravela-2, 7, 0.00815998, 0.000000
1710841709.158227, caravela-2, 7, 0.00814923, 0.000000
1710841710.207068, caravela-2, 7, 0.00814977, 0.000000
1710841711.207110, caravela-2, 7, 0.00815277, 0.000000
1710841712.207333, caravela-2, 7, 0.00814894, 0.000000
1710841713.256940, caravela-2, 7, 0.00815552, 0.000000
1710841714.257949, caravela-2, 7, 0.00814983, 0.000000
1710841715.307099, caravela-2, 7, 0.0081565, 0.000000
1710841716.307987, caravela-2, 7, 0.00815926, 0.000000
1710841717.357117, caravela-2, 7, 0.00816762, 0.000000
1710841718.406787, caravela-2, 7, 0.00816403, 0.000000
1710841719.407487, caravela-2, 7, 0.00816403, 0.000000
1710841720.460331, caravela-2, 7, 0.00817094, 0.000000
1710841721.507885, caravela-2, 7, 0.00817094, 0.000000
1710841722.557015, caravela-2, 7, 0.00817094, 0.000000
1710841723.558138, caravela-2, 7, 0.00817094, 0.000000
1710841724.558320, caravela-2, 7, 0.00817094, 0.000000
1710841725.559116, caravela-2, 7, 0.00817094, 0.000000
1710841726.606867, caravela-2, 7, 0.00817094, 0.000000
1710841727.607537, caravela-2, 7, 0.00817094, 0.000000
1710841728.656886, caravela-2, 7, 0.00817094, 0.000000
1710841729.656961, caravela-2, 7, 0.00817916, 0.000000
1710841730.657225, caravela-2, 7, 0.00817359, 0.000000
1710841731.707016, caravela-2, 7, 0.00818258, 0.000000
1710841732.757966, caravela-2, 7, 0.00818258, 0.000000
1710841733.758049, caravela-2, 7, 0.00818258, 0.000000
1710841734.806997, caravela-2, 7, 0.00818258, 0.000000
1710841735.807344, caravela-2, 7, 0.00818258, 0.000000
1710841736.807431, caravela-2, 7, 0.00818258, 0.000000
1710841737.807477, caravela-2, 7, 0.00818258, 0.000000
1710841738.809804, caravela-2, 7, 0.00818258, 0.000000
1710841739.857575, caravela-2, 7, 0.00818258, 0.000000
1710841740.910397, caravela-2, 7, 0.00817756, 0.000000
1710841741.907387, caravela-2, 7, 0.00817756, 0.000000
1710841742.907515, caravela-2, 7, 0.00817756, 0.000000
1710841743.957561, caravela-2, 7, 0.00817756, 0.000000
1710841745.006783, caravela-2, 7, 0.00817756, 0.000000
1710841746.007108, caravela-2, 7, 0.00817756, 0.000000
1710841747.007934, caravela-2, 7, 0.00817756, 0.000000
1710841748.056895, caravela-2, 7, 0.00817756, 0.000000
1710841749.057097, caravela-2, 7, 0.00817756, 0.000000
1710841750.110506, caravela-2, 7, 0.00816351, 0.000000
1710841751.107667, caravela-2, 7, 0.00816351, 0.000000
1710841752.157078, caravela-2, 7, 0.00816351, 0.000000
1710841753.157417, caravela-2, 7, 0.00816351, 0.000000
1710841754.206809, caravela-2, 7, 0.00816351, 0.000000
1710841755.206920, caravela-2, 7, 0.00816351, 0.000000
1710841756.207061, caravela-2, 7, 0.00817404, 0.000000
1710841757.258060, caravela-2, 7, 0.00816999, 0.000000
1710841758.307529, caravela-2, 7, 0.00817066, 0.000000
1710841759.307563, caravela-2, 7, 0.00816755, 0.000000
1710841760.357035, caravela-2, 7, 0.00816878, 0.000000
1710841761.358051, caravela-2, 7, 0.00816168, 0.000000
1710841762.407292, caravela-2, 7, 0.0081597, 0.000000
1710841763.457529, caravela-2, 7, 0.00816826, 0.000000
1710841764.457757, caravela-2, 7, 0.00815912, 0.000000
1710841765.507506, caravela-2, 7, 0.00816453, 0.000000
1710841766.556839, caravela-2, 7, 0.00816445, 0.000000
1710841767.558149, caravela-2, 7, 0.0081585, 0.000000
1710841768.607916, caravela-2, 7, 0.00815487, 0.000000
1710841769.656911, caravela-2, 7, 0.00815449, 0.000000
1710841770.657175, caravela-2, 7, 0.00814426, 0.000000
1710841771.707061, caravela-2, 7, 0.00815994, 0.000000
1710841772.756841, caravela-2, 7, 0.00815649, 0.000000
1710841773.757101, caravela-2, 7, 0.00815327, 0.000000
1710841774.758031, caravela-2, 7, 0.00815658, 0.000000
1710841775.807918, caravela-2, 7, 0.00815067, 0.000000
1710841776.857613, caravela-2, 7, 0.00814093, 0.000000
1710841777.907046, caravela-2, 7, 0.0081239, 0.000000
1710841778.907181, caravela-2, 7, 0.00814571, 0.000000
1710841779.957314, caravela-2, 7, 0.00814409, 0.000000
1710841780.957513, caravela-2, 7, 0.00813528, 0.000000
1710841782.007436, caravela-2, 7, 0.00815145, 0.000000
1710841783.007512, caravela-2, 7, 0.00815866, 0.000000
1710841784.007680, caravela-2, 7, 0.00816746, 0.000000
1710841785.057158, caravela-2, 7, 0.0081617, 0.000000
1710841786.057246, caravela-2, 7, 0.0081771, 0.000000
1710841787.057180, caravela-2, 7, 0.00817619, 0.000000
1710841788.058107, caravela-2, 7, 0.00817845, 0.000000
1710841789.107428, caravela-2, 7, 0.00818342, 0.000000
1710841790.156858, caravela-2, 7, 0.00820577, 0.000000
1710841791.157537, caravela-2, 7, 0.00820348, 0.000000
1710841792.207278, caravela-2, 7, 0.00820017, 0.000000
1710841793.257060, caravela-2, 7, 0.00817937, 0.000000
1710841794.307519, caravela-2, 7, 0.00818986, 0.000000
1710841795.307575, caravela-2, 7, 0.00818353, 0.000000
1710841796.307657, caravela-2, 7, 0.00815467, 0.000000
1710841797.358040, caravela-2, 7, 0.0081392, 0.000000
1710841798.408109, caravela-2, 7, 0.00815633, 0.000000
1710841799.457006, caravela-2, 7, 0.00814004, 0.000000
1710841800.457845, caravela-2, 7, 0.008167, 0.000000
