,time,asv_1,asv_2
41,0.0,"(63.32941356119499, 10.079846527466072)","(63.33151459742973, 10.079864289157722)"
42,0.4663980007171631,"(63.32941814485735, 10.079846527466072)","(63.33151001376737, 10.079864289157722)"
43,0.9994959831237793,"(63.32942272851971, 10.079846527466072)","(63.33150543010501, 10.079864289157722)"
44,1.466073989868164,"(63.32942702570317, 10.079846527466072)","(63.33150084644265, 10.079864289157722)"
45,2.0000429153442383,"(63.329431322886634, 10.079846527466072)","(63.33149626278029, 10.079864289157722)"
46,2.46610689163208,"(63.329435906549, 10.07984681394497)","(63.33149167911794, 10.079864289157722)"
47,2.9999659061431885,"(63.32944049021137, 10.079847100423867)","(63.33148709545557, 10.079864002678825)"
48,3.4661009311676025,"(63.32944507387373, 10.079847100423867)","(63.331482511793205, 10.079863716199926)"
49,4.000509977340698,"(63.32944965753608, 10.079847100423867)","(63.33147792813085, 10.079863716199926)"
50,4.465981960296631,"(63.32945424119844, 10.079847100423867)","(63.33147334446849, 10.079863716199926)"
51,4.999238014221191,"(63.3294588248608, 10.079847100423867)","(63.331469047285026, 10.079863716199926)"
52,5.466355085372925,"(63.32946340852317, 10.079847100423867)","(63.33146475010156, 10.079863716199926)"
53,5.999587059020996,"(63.32946799218553, 10.079847100423867)","(63.3314601664392, 10.079863716199926)"
54,6.4660820960998535,"(63.329472289368994, 10.079847100423867)","(63.33145558277683, 10.079863716199926)"
55,6.999576091766357,"(63.32947658655245, 10.079847100423867)","(63.33145099911447, 10.079863716199926)"
56,7.466022968292236,"(63.32948117021481, 10.079847386902765)","(63.33144641545211, 10.079863716199926)"
57,8.000010013580322,"(63.32948575387717, 10.079847673381662)","(63.33144183178976, 10.079863716199926)"
58,8.467993974685669,"(63.32949033753954, 10.079847673381662)","(63.3314372481274, 10.079863716199926)"
59,9.000452995300293,"(63.329494921201906, 10.079847673381662)","(63.331432664465034, 10.079863716199926)"
60,9.467982053756714,"(63.32949950486426, 10.079847673381662)","(63.33142808080267, 10.079863716199926)"
61,10.000087976455688,"(63.32950408852662, 10.079847673381662)","(63.3314237836192, 10.079863429721028)"
62,10.466373920440674,"(63.329508385710085, 10.079847673381662)","(63.33141948643574, 10.07986314324213)"
63,10.999897956848145,"(63.329512682893544, 10.079847673381662)","(63.33141490277338, 10.07986314324213)"
64,11.466136932373047,"(63.32951726655591, 10.07984795986056)","(63.33141031911102, 10.07986314324213)"
65,11.999466896057129,"(63.32952185021828, 10.079848246339457)","(63.331405735448655, 10.07986314324213)"
66,12.46631908416748,"(63.32952643388063, 10.079848246339457)","(63.331401151786295, 10.07986314324213)"
67,12.99946904182434,"(63.32953101754299, 10.079848246339457)","(63.331396568123935, 10.07986314324213)"
68,13.466202974319458,"(63.32953560120535, 10.079848246339457)","(63.331391984461575, 10.07986314324213)"
69,13.999531984329224,"(63.32954018486771, 10.079848246339457)","(63.331387400799215, 10.07986314324213)"
70,14.46626091003418,"(63.329544482051176, 10.079848246339457)","(63.33138281713686, 10.07986314324213)"
71,14.999675035476685,"(63.329548779234635, 10.079848246339457)","(63.33137851995339, 10.07986314324213)"
72,15.466346979141235,"(63.329553362897, 10.079848532818355)","(63.331374222769924, 10.07986314324213)"
73,16.000082969665527,"(63.32955794655937, 10.079848819297252)","(63.331369639107564, 10.07986314324213)"
