,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1709722921.123558, caravela,7,111,7,3,
1,1709722925.174554, caravela,7,111,12,4,4.0509960651397705
2,1709722929.273427, caravela,7,111,12,4,4.098872900009155
3,1709722936.475099, caravela,7,111,21,9,7.201672077178955
4,1709722939.623261, caravela,7,111,9,3,3.1481618881225586
5,1709722945.723918, caravela,7,111,18,9,6.100656986236572
6,1709722948.823511, caravela,7,111,9,3,3.099592924118042
7,1709722952.923368, caravela,7,111,12,5,4.0998570919036865
8,1709722957.02325, caravela,7,111,12,5,4.099882125854492
9,1709722961.123679, caravela,7,111,12,4,4.100428819656372
10,1709722964.223303, caravela,7,111,9,3,3.0996241569519043
11,1709722971.423419, caravela,7,111,21,7,7.200115919113159
12,1709722981.623527, caravela,7,111,30,11,10.200108051300049
13,1709722987.774623, caravela,7,111,18,9,6.151095867156982
14,1709722990.924156, caravela,7,111,9,3,3.1495330333709717
0,1709722918.403419, caravela-2,7,112,4,3,
1,1709722922.453715, caravela-2,7,112,8,4,4.050296068191528
2,1709722926.553612, caravela-2,7,112,8,5,4.0998969078063965
3,1709722934.703556, caravela-2,7,112,16,8,8.149944067001343
4,1709722937.753598, caravela-2,7,112,6,3,3.050041913986206
5,1709722943.953372, caravela-2,7,112,12,6,6.1997740268707275
6,1709722947.003579, caravela-2,7,112,6,3,3.0502068996429443
7,1709722951.153412, caravela-2,7,112,8,4,4.1498332023620605
8,1709722955.204215, caravela-2,7,112,8,4,4.050802946090698
9,1709722958.303386, caravela-2,7,112,6,3,3.0991709232330322
10,1709722961.355332, caravela-2,7,112,6,3,3.051945924758911
11,1709722968.553262, caravela-2,7,112,14,11,7.197930097579956
12,1709722976.653576, caravela-2,7,112,16,13,8.100313901901245
13,1709722979.753344, caravela-2,7,112,6,3,3.0997681617736816
14,1709722985.903338, caravela-2,7,112,12,6,6.149993896484375
15,1709722989.0032, caravela-2,7,112,6,3,3.0998620986938477
