,time,asv_1,asv_2,asv_3,asv_4,asv_5,asv_6
169,5.646450996398926,"(63.32832685124356, 10.082997986325225)","(63.32926612005571, 10.082738245458097)","(63.3286872416967, 10.08529573806963)","(63.330592135379575, 10.088005732947632)","(63.33302720600888, 10.08277090405242)","(63.3326020713249, 10.080107414248788)"
170,5.871185064315796,"(63.32832818814508, 10.082999609705643)","(63.32926688399944, 10.082738245458097)","(63.328688769584154, 10.085294783139972)","(63.330592135379575, 10.088002390693829)","(63.33302586910736, 10.082769471657933)","(63.33260092540931, 10.080109324108104)"
171,6.000013113021851,"(63.328329525046605, 10.083001233086064)","(63.32926764794316, 10.082738245458097)","(63.328690201978645, 10.085293732717346)","(63.330592135379575, 10.087999048440023)","(63.33302453220583, 10.082768039263446)","(63.33259977949372, 10.080111233967422)"
172,6.002435922622681,"(63.328330861948125, 10.083002856466482)","(63.32926841188689, 10.082738245458097)","(63.32869163437313, 10.085292682294723)","(63.330592135379575, 10.087995706186218)","(63.333023195304314, 10.082766606868958)","(63.33259863357812, 10.08011314382674)"
173,6.271100997924805,"(63.32833219884965, 10.083004479846903)","(63.32926917583062, 10.082738245458097)","(63.32869306676761, 10.0852916318721)","(63.330592135379575, 10.087992363932413)","(63.333021858402795, 10.082765174474469)","(63.33259748766253, 10.080115053686056)"
174,6.400110960006714,"(63.32833353575117, 10.083006103227323)","(63.32926984428138, 10.082738245458097)","(63.328694499162104, 10.085290581449474)","(63.330592135379575, 10.087989021678608)","(63.33302052150127, 10.082763742079981)","(63.33259634174694, 10.080116963545374)"
175,6.646456003189087,"(63.32833487265269, 10.083007726607741)","(63.329270512732144, 10.082738245458097)","(63.328695931556595, 10.085289531026849)","(63.330592135379575, 10.087985679424804)","(63.33301918459975, 10.082762309685494)","(63.33259510033839, 10.080118682418759)"
176,6.87117600440979,"(63.328336209554216, 10.08300934998816)","(63.329271181182904, 10.082738245458097)","(63.32869736395108, 10.085288480604225)","(63.330592135379575, 10.087982337170999)","(63.33301775220526, 10.08276078179804)","(63.33259385892983, 10.080120401292145)"
177,7.00007700920105,"(63.328337546455735, 10.08301097336858)","(63.32927184963366, 10.082738245458097)","(63.328698891838535, 10.085287525674566)","(63.330592135379575, 10.087978994917194)","(63.333016319810774, 10.082759253910586)","(63.33259261752127, 10.08012212016553)"
178,7.002573013305664,"(63.32833878786429, 10.083012596749)","(63.32927251808443, 10.082738245458097)","(63.32870041972598, 10.085286570744907)","(63.330592135379575, 10.087975652663388)","(63.33301488741628, 10.082757726023132)","(63.33259137611272, 10.080123839038915)"
179,7.27079701423645,"(63.328340029272844, 10.083014220129419)","(63.32927318653519, 10.082738245458097)","(63.32870194761344, 10.085285615815248)","(63.330592135379575, 10.087972214916618)","(63.33301345502179, 10.08275619813568)","(63.33259013470416, 10.080125557912302)"
180,7.400224924087524,"(63.328341270681406, 10.083015843509838)","(63.329273950478914, 10.082738245458097)","(63.328703475500895, 10.085284660885591)","(63.330592135379575, 10.087968777169847)","(63.33301202262731, 10.082754670248226)","(63.33258889329561, 10.080127276785687)"
181,7.6465771198272705,"(63.32834251208996, 10.083017466890258)","(63.32927471442264, 10.082738245458097)","(63.32870500338834, 10.085283705955932)","(63.330592135379575, 10.087965339423075)","(63.33301059023282, 10.082753142360772)","(63.33258755639409, 10.080128900166105)"
182,7.871196031570435,"(63.328343753498515, 10.083019090270678)","(63.32927547836637, 10.082738245458097)","(63.3287065312758, 10.085282751026273)","(63.330592135379575, 10.087961901676305)","(63.3330092533313, 10.082751518980352)","(63.33258621949256, 10.080130523546526)"
183,8.000101089477539,"(63.32834499490707, 10.083020713651097)","(63.329276242310094, 10.082738245458097)","(63.32870796367028, 10.085281796096615)","(63.330592135379575, 10.087958463929535)","(63.33300791642977, 10.082749895599934)","(63.33258488259104, 10.080132146926946)"
184,8.002629041671753,"(63.328346427301554, 10.083022432524482)","(63.32927700625382, 10.082738245458097)","(63.328709396064774, 10.085280841166956)","(63.330592135379575, 10.087955026182764)","(63.33300657952825, 10.082748272219513)","(63.33258354568952, 10.080133770307365)"
185,8.270827054977417,"(63.328347859696045, 10.083024151397868)","(63.32927777019754, 10.082738245458097)","(63.328710828459265, 10.085279886237299)","(63.330592135379575, 10.087951683928958)","(63.33300524262673, 10.082746648839093)","(63.332582208788, 10.080135393687783)"
186,8.40009593963623,"(63.328349292090536, 10.083025870271253)","(63.32927853414127, 10.082738245458097)","(63.32871226085375, 10.08527893130764)","(63.330592135379575, 10.087948341675153)","(63.33300390572521, 10.082745025458674)","(63.33258087188648, 10.080137017068203)"
187,8.64647102355957,"(63.32835072448502, 10.083027589144638)","(63.329279298085, 10.082738245458097)","(63.32871369324823, 10.08527797637798)","(63.330592135379575, 10.08794499942135)","(63.33300256882369, 10.082743402078254)","(63.33257953498496, 10.080138544955657)"
188,8.871119976043701,"(63.328352156879504, 10.083029308018025)","(63.32928006202872, 10.082738245458097)","(63.328715125642724, 10.085277021448322)","(63.330592135379575, 10.087941657167544)","(63.33300123192217, 10.082741778697834)","(63.33257819808343, 10.080140072843111)"
189,9.000263929367065,"(63.328353589273995, 10.08303102689141)","(63.32928082597245, 10.082738245458097)","(63.32871665353018, 10.085276066518663)","(63.330592135379575, 10.087938314913739)","(63.33299989502064, 10.082740155317415)","(63.332576861181906, 10.080141600730565)"
190,9.00241994857788,"(63.32835483068255, 10.083032554778864)","(63.32928158991618, 10.082738245458097)","(63.328718181417635, 10.085275111589004)","(63.330592135379575, 10.087934972659934)","(63.332998558119115, 10.082738531936995)","(63.33257552428039, 10.080143128618019)"
191,9.271001100540161,"(63.32835607209111, 10.083034082666318)","(63.3292823538599, 10.082738245458097)","(63.32871970930509, 10.085274156659345)","(63.330592135379575, 10.087931630406128)","(63.332997221217596, 10.082736908556575)","(63.33257418737887, 10.080144656505473)"
192,9.400083065032959,"(63.328357313499666, 10.083035610553772)","(63.32928311780363, 10.082738245458097)","(63.32872123719254, 10.085273201729688)","(63.330592135379575, 10.087928288152323)","(63.33299588431608, 10.082735285176156)","(63.33257285047734, 10.080146184392927)"
193,9.646456003189087,"(63.32835855490822, 10.083037138441224)","(63.32928388174736, 10.082738245458097)","(63.328722765079995, 10.085272246800029)","(63.330592135379575, 10.087924945898518)","(63.33299454741455, 10.082733661795736)","(63.332571513575814, 10.080147616787414)"
194,9.87113904953003,"(63.32835979631678, 10.083038666328678)","(63.32928464569108, 10.082738245458097)","(63.32872429296745, 10.08527129187037)","(63.330592135379575, 10.087921603644714)","(63.33299321051303, 10.08273194292235)","(63.332570176674295, 10.080149049181902)"
195,10.0001060962677,"(63.32836103772534, 10.083040194216132)","(63.32928540963481, 10.082738245458097)","(63.32872572536194, 10.085270336940711)","(63.330592135379575, 10.087918261390909)","(63.33299187361151, 10.082730224048966)","(63.332568839772776, 10.08015048157639)"
196,10.002696990966797,"(63.328362374626856, 10.083041817596552)","(63.32928617357854, 10.082738245458097)","(63.328727157756425, 10.085269382011052)","(63.330592135379575, 10.087914919137104)","(63.332990536709985, 10.08272850517558)","(63.33256750287125, 10.080151913970878)"
197,10.271160125732422,"(63.32836371152838, 10.08304344097697)","(63.32928693752226, 10.082738245458097)","(63.32872859015092, 10.085268427081395)","(63.330592135379575, 10.087911481390332)","(63.332989199808466, 10.082726786302194)","(63.33256616596972, 10.080153346365366)"
198,10.400219917297363,"(63.3283650484299, 10.083045064357389)","(63.32928760597302, 10.082738245458097)","(63.32873002254541, 10.085267472151736)","(63.330592135379575, 10.087908043643562)","(63.33298786290695, 10.08272506742881)","(63.332564829068204, 10.080154778759853)"
199,10.646454095840454,"(63.32836638533142, 10.08304668773781)","(63.32928827442378, 10.082738245458097)","(63.32873145493989, 10.085266517222077)","(63.330592135379575, 10.087904605896792)","(63.33298652600543, 10.082723348555424)","(63.332563492166685, 10.080156115661374)"
200,10.871218919754028,"(63.32836772223295, 10.08304831111823)","(63.32928894287454, 10.082738245458097)","(63.32873288733438, 10.085265562292419)","(63.330592135379575, 10.08790116815002)","(63.33298528459687, 10.08272162968204)","(63.33256215526516, 10.080157452562897)"
201,11.000059127807617,"(63.32836905913447, 10.083049934498648)","(63.32928961132531, 10.082738245458097)","(63.328734319728866, 10.08526460736276)","(63.330592135379575, 10.087897730403249)","(63.33298404318831, 10.082719910808652)","(63.33256081836364, 10.080158789464418)"
202,11.002439022064209,"(63.32837039603599, 10.083051557879068)","(63.32929027977607, 10.082738245458097)","(63.32873575212336, 10.0852636524331)","(63.330592135379575, 10.087894292656479)","(63.33298280177976, 10.082718191935268)","(63.33255948146212, 10.08016012636594)"
203,11.270853996276855,"(63.32837173293751, 10.083053181259487)","(63.32929094822683, 10.082738245458097)","(63.32873718451785, 10.085262697503442)","(63.330592135379575, 10.087890950402674)","(63.3329815603712, 10.082716473061883)","(63.33255814456059, 10.080161463267462)"
204,11.400142908096313,"(63.32837306983903, 10.083054804639907)","(63.32929171217055, 10.082738245458097)","(63.32873861691233, 10.085261742573785)","(63.330592135379575, 10.08788760814887)","(63.33298031896264, 10.082714754188496)","(63.332556807659074, 10.080162800168983)"
205,11.646451950073242,"(63.32837440674056, 10.083056428020328)","(63.32929247611428, 10.082738245458097)","(63.328740049306816, 10.085260787644126)","(63.330592135379575, 10.087884265895065)","(63.332979077554086, 10.08271303531511)","(63.33255537526459, 10.08016404157754)"
206,11.871153116226196,"(63.328375743642084, 10.083058051400746)","(63.32929324005801, 10.082738245458097)","(63.32874148170131, 10.085259832714467)","(63.330592135379575, 10.08788092364126)","(63.3329776451596, 10.082711316441726)","(63.3325539428701, 10.080165282986096)"
207,12.000000953674316,"(63.3283770805436, 10.083059674781166)","(63.32929400400173, 10.082738245458097)","(63.32874300958876, 10.085258877784808)","(63.330592135379575, 10.087877581387456)","(63.33297621276511, 10.082709597568341)","(63.33255251047561, 10.080166524394652)"
208,12.002511978149414,"(63.32837841744512, 10.083061298161585)","(63.32929476794546, 10.082738245458097)","(63.32874453747621, 10.08525792285515)","(63.330592135379575, 10.087874239133651)","(63.33297478037062, 10.082707878694954)","(63.332551078081124, 10.080167765803209)"
209,12.271032094955444,"(63.32837975434665, 10.083062921542005)","(63.32929553188919, 10.082738245458097)","(63.32874606536366, 10.085256967925492)","(63.330592135379575, 10.087870896879846)","(63.332973347976136, 10.08270615982157)","(63.33254964568664, 10.080169007211765)"
210,12.40007495880127,"(63.32838109124817, 10.083064544922426)","(63.32929629583292, 10.082738245458097)","(63.328747593251116, 10.085256012995833)","(63.330592135379575, 10.08786755462604)","(63.33297191558165, 10.082704440948184)","(63.33254821329215, 10.080170248620322)"
211,12.646853923797607,"(63.32838242814969, 10.083066168302844)","(63.32929705977664, 10.082738245458097)","(63.32874912113857, 10.085255058066176)","(63.330592135379575, 10.087864212372235)","(63.33297048318716, 10.0827027220748)","(63.33254678089766, 10.080171585521843)"
212,12.871143102645874,"(63.328383765051214, 10.083067791683263)","(63.329297823720374, 10.082738245458097)","(63.32875064902602, 10.085254103136517)","(63.330592135379575, 10.087860870118432)","(63.332969241778606, 10.082701098694379)","(63.332545348503174, 10.080172922423365)"
213,12.999995946884155,"(63.32838510195273, 10.083069415063683)","(63.329298587664105, 10.082738245458097)","(63.328752081420504, 10.085253148206858)","(63.330592135379575, 10.087857527864626)","(63.332968000370045, 10.08269947531396)","(63.33254391610869, 10.080174259324888)"
214,13.00241208076477,"(63.32838643885425, 10.083071038444103)","(63.32929935160783, 10.082738245458097)","(63.328753513814995, 10.085252193277201)","(63.330592135379575, 10.087854185610821)","(63.33296675896149, 10.082697851933542)","(63.3325424837142, 10.08017559622641)"
215,13.270864963531494,"(63.32838777575577, 10.083072661824522)","(63.32930011555156, 10.082738245458097)","(63.328754946209486, 10.085251238347542)","(63.330592135379575, 10.087850843357016)","(63.332965517552935, 10.082696228553122)","(63.33254105131971, 10.08017693312793)"
216,13.400119066238403,"(63.32838911265729, 10.083074285204942)","(63.32930078400232, 10.082738245458097)","(63.32875637860397, 10.085250283417883)","(63.330592135379575, 10.08784750110321)","(63.332964276144374, 10.082694605172701)","(63.332539618925225, 10.080178270029453)"
217,13.64680290222168,"(63.32839044955882, 10.083075908585363)","(63.32930145245308, 10.082738245458097)","(63.328757810998454, 10.085249328488226)","(63.330592135379575, 10.087844158849407)","(63.33296303473582, 10.082692981792283)","(63.33253818653074, 10.08017951143801)"
218,13.871117115020752,"(63.32839178646034, 10.083077531965781)","(63.32930212090385, 10.082738245458097)","(63.328759243392945, 10.085248373558567)","(63.330592135379575, 10.087840816595602)","(63.3329616978343, 10.082691262918898)","(63.33253675413625, 10.080180752846566)"
219,13.999994993209839,"(63.328393123361856, 10.083079155346201)","(63.32930278935461, 10.082738245458097)","(63.3287607712804, 10.085247514121875)","(63.330592135379575, 10.087837474341796)","(63.33296036093278, 10.082689544045511)","(63.33253532174176, 10.08018199425512)"
220,14.002409934997559,"(63.32839436477041, 10.083080683233655)","(63.329303457805366, 10.082738245458097)","(63.328762299167856, 10.085246654685182)","(63.330592135379575, 10.087834132087991)","(63.332959024031254, 10.082687825172126)","(63.332533889347275, 10.080183235663677)"
221,14.271045923233032,"(63.32839560617897, 10.08308221112111)","(63.329304126256126, 10.082738245458097)","(63.32876382705531, 10.08524579524849)","(63.33059203988661, 10.087830694341221)","(63.332957687129735, 10.082686106298741)","(63.33253245695279, 10.080184477072233)"
222,14.400270938873291,"(63.32839684758753, 10.083083739008561)","(63.32930489019985, 10.082738245458097)","(63.32876535494277, 10.085244935811795)","(63.330591944393646, 10.08782725659445)","(63.332956350228216, 10.082684387425354)","(63.3325310245583, 10.08018571848079)"
223,14.646456956863403,"(63.32839808899608, 10.083085266896015)","(63.32930565414358, 10.082738245458097)","(63.32876688283022, 10.085244076375103)","(63.33059184890068, 10.087823818847678)","(63.332955013326696, 10.08268266855197)","(63.33252968765677, 10.080186959889346)"
224,14.871140003204346,"(63.32839933040464, 10.083086794783469)","(63.329306418087306, 10.082738245458097)","(63.32876841071768, 10.08524321693841)","(63.33059175340772, 10.087820381100908)","(63.33295367642518, 10.082680949678585)","(63.332528350755254, 10.080188201297902)"
225,15.000001907348633,"(63.3284005718132, 10.083088322670923)","(63.32930718203103, 10.082738245458097)","(63.32876984311217, 10.085242357501718)","(63.33059165791475, 10.087816943354138)","(63.33295233952365, 10.0826792308052)","(63.332527013853735, 10.080189442706459)"
226,15.002411127090454,"(63.328401908714724, 10.083089946051341)","(63.32930794597476, 10.082738245458097)","(63.328771275506654, 10.085241498065026)","(63.33059156242179, 10.087813505607366)","(63.33295100262213, 10.082677511931813)","(63.33252567695221, 10.080190684115014)"
227,15.270814895629883,"(63.328403245616244, 10.083091569431762)","(63.329308709918486, 10.082738245458097)","(63.32877270790114, 10.085240638628331)","(63.33059156242179, 10.087810163353561)","(63.33294966572061, 10.082675793058428)","(63.33252434005068, 10.08019192552357)"
228,15.400576114654541,"(63.32840458251776, 10.083093192812182)","(63.32930947386221, 10.082738245458097)","(63.32877414029563, 10.085239779191639)","(63.33059156242179, 10.087806821099756)","(63.332948328819086, 10.082674074185043)","(63.33252300314916, 10.080193166932126)"
229,15.646456003189087,"(63.32840591941929, 10.0830948161926)","(63.32931023780594, 10.082738245458097)","(63.32877557269012, 10.085238919754946)","(63.33059156242179, 10.087803478845952)","(63.33294699191757, 10.082672355311658)","(63.33252157075468, 10.080194312847716)"
230,15.871185064315796,"(63.328407256320816, 10.08309643957302)","(63.329311001749666, 10.082738245458097)","(63.3287770050846, 10.085238060318254)","(63.33059156242179, 10.087800136592147)","(63.33294584600198, 10.082670827424204)","(63.33252013836019, 10.080195458763306)"
231,16.000009059906006,"(63.328408593222335, 10.08309806295344)","(63.32931176569339, 10.082738245458097)","(63.32877853297206, 10.085237296374526)","(63.33059156242179, 10.087796794338342)","(63.33294470008638, 10.08266929953675)","(63.3325187059657, 10.080196604678896)"
232,16.002420902252197,"(63.328409930123854, 10.08309968633386)","(63.32931252963712, 10.082738245458097)","(63.32878006085951, 10.0852365324308)","(63.33059156242179, 10.087793452084536)","(63.33294355417079, 10.082667771649298)","(63.33251727357121, 10.080197750594488)"
233,16.270774126052856,"(63.32841126702538, 10.083101309714278)","(63.329313293580846, 10.082738245458097)","(63.32878158874696, 10.085235768487074)","(63.33059156242179, 10.087790109830731)","(63.3329424082552, 10.082666243761844)","(63.33251584117673, 10.080198896510078)"
234,16.400214910507202,"(63.3284126039269, 10.083102933094697)","(63.32931405752457, 10.082738245458097)","(63.32878311663442, 10.085235004543346)","(63.33059156242179, 10.087786767576926)","(63.3329412623396, 10.08266471587439)","(63.33251440878224, 10.080200042425668)"
235,16.64648199081421,"(63.32841394082842, 10.083104556475117)","(63.329314821468294, 10.082738245458097)","(63.32878464452187, 10.085234240599618)","(63.33059156242179, 10.08778342532312)","(63.33294011642401, 10.082663187986936)","(63.33251297638775, 10.080201283834224)"
236,16.87113904953003,"(63.328415277729945, 10.083106179855537)","(63.32931558541202, 10.082738245458097)","(63.32878617240932, 10.085233476655892)","(63.33059156242179, 10.087780083069317)","(63.33293877952249, 10.082661373620585)","(63.33251154399326, 10.08020252524278)"
237,17.0000638961792,"(63.328416614631465, 10.083107803235956)","(63.32931634935575, 10.082738245458097)","(63.32878760480381, 10.08523280820513)","(63.33059156242179, 10.087776740815512)","(63.332937442620974, 10.082659559254234)","(63.33251011159878, 10.080203766651337)"
238,17.002424001693726,"(63.328417951532984, 10.083109426616376)","(63.329317113299474, 10.082738245458097)","(63.3287890371983, 10.08523213975437)","(63.33059156242179, 10.087773398561707)","(63.332936105719455, 10.082657744887882)","(63.33250867920429, 10.080205008059892)"
239,17.2708101272583,"(63.3284192884345, 10.083111049996795)","(63.3293178772432, 10.082738245458097)","(63.32879046959279, 10.085231471303608)","(63.33059156242179, 10.087770056307901)","(63.332934768817935, 10.08265593052153)","(63.3325072468098, 10.080206249468448)"
240,17.400123119354248,"(63.32842062533602, 10.083112673377215)","(63.32931854569396, 10.082738245458097)","(63.32879190198727, 10.085230802852848)","(63.33059156242179, 10.087766714054098)","(63.332933431916416, 10.08265411615518)","(63.33250581441531, 10.080207490877005)"
241,17.646498918533325,"(63.32842196223755, 10.083114296757635)","(63.329319214144725, 10.082738245458097)","(63.32879333438176, 10.085230134402087)","(63.33059156242179, 10.087763371800293)","(63.3329320950149, 10.082652301788828)","(63.33250438202083, 10.080208732285561)"
242,17.87115502357483,"(63.32842329913907, 10.083115920138054)","(63.329319882595485, 10.082738245458097)","(63.32879476677625, 10.085229465951326)","(63.33059156242179, 10.087760029546487)","(63.33293085360634, 10.082650391929512)","(63.33250294962634, 10.080209973694117)"
243,17.999998092651367,"(63.32842463604059, 10.083117543518474)","(63.329320551046244, 10.082738245458097)","(63.328796294663704, 10.0852287020076)","(63.33059156242179, 10.087756687292684)","(63.33292961219778, 10.082648482070194)","(63.33250151723185, 10.080211215102674)"
244,18.00241494178772,"(63.328425972942114, 10.083119071405928)","(63.32932121949701, 10.082738245458097)","(63.32879782255116, 10.085227938063872)","(63.33059156242179, 10.087753345038879)","(63.33292837078922, 10.082646572210876)","(63.33250008483736, 10.08021245651123)"
