,time,asv_1,asv_2,asv_3
63,0.0,"(63.329411842321605, 10.079848246339457)","(63.33152529264191, 10.079836405211692)","(63.33055489312289, 10.082213798089622)"
64,0.3781309127807617,"(63.32941489809651, 10.079849010283185)","(63.331522236867, 10.079834877324238)","(63.33055546608068, 10.082207113582012)"
65,0.6189479827880859,"(63.32941795387142, 10.079849774226911)","(63.3315191810921, 10.079833349436784)","(63.330556230024406, 10.082200429074401)"
66,0.9995620250701904,"(63.329421009646325, 10.07985053817064)","(63.33151631630312, 10.0798316305634)","(63.33055699396814, 10.082193744566792)"
67,1.3785290718078613,"(63.3294238744353, 10.079851493100298)","(63.33151345151415, 10.079829911690014)","(63.33055775791186, 10.082187060059182)"
68,1.6189968585968018,"(63.329426739224274, 10.079852448029955)","(63.33151058672517, 10.07982819281663)","(63.330558521855586, 10.082180375551571)"
69,1.9997179508209229,"(63.32942960401325, 10.079853402959614)","(63.33150772193619, 10.079826473943244)","(63.33055928579932, 10.082173691043963)"
70,2.378648042678833,"(63.32943246880223, 10.079854739861135)","(63.331504857147216, 10.079824755069858)","(63.33056004974304, 10.082167006536352)"
71,2.619041919708252,"(63.329435333591206, 10.079856076762658)","(63.331501992358234, 10.079823036196473)","(63.33056081368677, 10.082160513014674)"
72,2.999645948410034,"(63.32943819838019, 10.079857413664179)","(63.33149893658333, 10.079821317323088)","(63.330561577630505, 10.082154019492995)"
73,3.3782570362091064,"(63.32944106316916, 10.079858941551633)","(63.331495880808426, 10.079819598449701)","(63.330562341574236, 10.082147525971317)"
74,3.6206438541412354,"(63.32944392795814, 10.079860469439087)","(63.33149282503352, 10.079817879576316)","(63.33056310551796, 10.082140841463708)"
75,3.9995439052581787,"(63.32944679274711, 10.07986199732654)","(63.33148996024455, 10.079816160702931)","(63.330563869461685, 10.082134156956098)"
76,4.378215074539185,"(63.32944965753609, 10.079863716199926)","(63.33148709545557, 10.079814441829546)","(63.33056463340541, 10.082127472448489)"
77,4.6189539432525635,"(63.32945252232506, 10.079865435073312)","(63.3314842306666, 10.079812722956161)","(63.33056539734913, 10.082120978926811)"
78,5.00023889541626,"(63.32945538711404, 10.079867153946697)","(63.33148136587762, 10.079811004082776)","(63.330566161292865, 10.082114485405132)"
79,5.378161907196045,"(63.329458060917084, 10.079869254791946)","(63.33147850108864, 10.07980928520939)","(63.33056692523659, 10.082107991883454)"
80,5.619236946105957,"(63.32946073472013, 10.079871355637195)","(63.331475636299665, 10.079807566336004)","(63.33056768918031, 10.082101307375844)"
81,6.000159978866577,"(63.329463408523175, 10.079873456482444)","(63.33147258052475, 10.07980584746262)","(63.330568453124044, 10.082094622868235)"
82,6.378237009048462,"(63.32946627331215, 10.079875748313624)","(63.33146952474985, 10.079804128589233)","(63.33056921706777, 10.082087938360624)"
83,6.618969917297363,"(63.329469138101125, 10.079878040144806)","(63.33146646897494, 10.079802409715848)","(63.33057017199743, 10.082081444838947)"
84,6.9995808601379395,"(63.3294720028901, 10.079880331975986)","(63.33146360418596, 10.079800690842463)","(63.33057112692708, 10.082074951317267)"
85,7.378201007843018,"(63.329474867679075, 10.079882814793097)","(63.33146073939699, 10.079798971969076)","(63.330572081856744, 10.08206845779559)"
86,7.619138956069946,"(63.32947773246805, 10.07988529761021)","(63.33145787460801, 10.079797253095691)","(63.33057284580047, 10.082061773287979)"
87,7.999538898468018,"(63.329480597257024, 10.07988778042732)","(63.33145500981904, 10.079795534222306)","(63.3305736097442, 10.08205508878037)"
88,8.378242015838623,"(63.329483462046, 10.079890263244433)","(63.33145214503006, 10.079793815348921)","(63.330574373687924, 10.08204840427276)"
89,8.618872880935669,"(63.329486326834974, 10.079892746061546)","(63.33144928024109, 10.079792096475536)","(63.33057513763165, 10.082041910751082)"
90,8.99952507019043,"(63.32948919162395, 10.079895228878659)","(63.331446224466184, 10.079790377602151)","(63.33057590157538, 10.082035417229404)"
91,9.378254890441895,"(63.329491865426995, 10.079897520709839)","(63.33144316869127, 10.079788658728765)","(63.330576665519104, 10.082028923707727)"
92,9.619354009628296,"(63.32949453923003, 10.07989981254102)","(63.33144011291637, 10.07978693985538)","(63.330577429462835, 10.082022239200116)"
93,10.025806903839111,"(63.32949721303308, 10.0799021043722)","(63.33143724812739, 10.079785220981995)","(63.33057819340656, 10.082015554692505)"
94,10.378129959106445,"(63.329500077822054, 10.079904587189313)","(63.33143438333842, 10.079783502108608)","(63.33057895735029, 10.082008870184895)"
