,time,asv_1,asv_2
18,0.0,"(63.329402674996885, 10.079872883524647)","(63.33050160804794, 10.079892077610786)"
19,0.406527042388916,"(63.329407258659245, 10.079875461834725)","(63.330503326921324, 10.079892364089684)"
20,1.0000090599060059,"(63.329411842321605, 10.079878040144804)","(63.3305053322736, 10.079892364089684)"
21,1.406507968902588,"(63.32941613950507, 10.079880618454883)","(63.33050733762589, 10.079892364089684)"
22,1.9999949932098389,"(63.32942043668853, 10.07988319676496)","(63.33050962945707, 10.079892364089684)"
23,2.4087491035461426,"(63.32942502035089, 10.079885775075038)","(63.33051192128825, 10.079892364089684)"
24,3.0003530979156494,"(63.32942960401325, 10.079888353385117)","(63.330513926640535, 10.079892364089684)"
25,3.406704902648926,"(63.32943390119672, 10.079890931695195)","(63.330515931992814, 10.079892364089684)"
26,4.000092029571533,"(63.32943819838019, 10.079893510005272)","(63.3305176508662, 10.079892364089684)"
27,4.4064459800720215,"(63.32944278204255, 10.079896088315351)","(63.33051936973959, 10.079892364089684)"
28,5.000403881072998,"(63.3294473657049, 10.079898666625429)","(63.33052108861298, 10.079892364089684)"
29,5.406447887420654,"(63.32945166288836, 10.079901244935506)","(63.33052280748637, 10.079892364089684)"
30,6.0001959800720215,"(63.329455960071826, 10.079903823245585)","(63.33052481283865, 10.079891791131889)"
31,6.406408071517944,"(63.32946025725529, 10.079906401555663)","(63.33052681819093, 10.079891218174092)"
32,7.000339984893799,"(63.32946455443876, 10.07990897986574)","(63.33052911002211, 10.079890931695195)"
33,7.4063920974731445,"(63.32946913810112, 10.079911271696922)","(63.33053140185329, 10.079890645216297)"
34,8.000004053115845,"(63.329473721763485, 10.079913563528104)","(63.33053369368447, 10.079890072258502)"
35,8.406487941741943,"(63.32947801894694, 10.079915855359284)","(63.33053598551565, 10.079889499300707)"
36,9.000005960464478,"(63.32948231613041, 10.079918147190464)","(63.33053799086794, 10.079888926342912)"
37,9.406450033187866,"(63.32948689979277, 10.079920152542748)","(63.33053999622022, 10.079888353385117)"
38,9.999990940093994,"(63.32949148345513, 10.07992215789503)","(63.3305425745303, 10.079887780427322)"
39,10.406675100326538,"(63.329495780638595, 10.079923876768415)","(63.33054515284037, 10.079887207469527)"
40,11.00004506111145,"(63.329500077822054, 10.0799255956418)","(63.33054687171376, 10.079886634511732)"
41,11.406419038772583,"(63.32950466148442, 10.079927600994083)","(63.33054859058714, 10.079886061553937)"
42,12.000478982925415,"(63.32950924514678, 10.079929606346367)","(63.33055059593943, 10.07988577507504)"
43,12.40644097328186,"(63.32951382880914, 10.079931325219752)","(63.330552601291714, 10.079885488596142)"
44,13.000149965286255,"(63.3295184124715, 10.079933044093137)","(63.330554606644, 10.079885488596142)"
45,13.40702509880066,"(63.32952270965497, 10.079934762966522)","(63.33055661199628, 10.079885488596142)"
46,14.000088930130005,"(63.329527006838426, 10.079936481839907)","(63.330558330869664, 10.079885488596142)"
47,14.406572103500366,"(63.329531590500785, 10.079938200713293)","(63.33056004974304, 10.079885488596142)"
48,15.00003695487976,"(63.329536174163145, 10.07993991958668)","(63.33056205509533, 10.07988577507504)"
