,time,lat_1,lon_1,cog_1,sog_1,lat_2,lon_2,cog_2,sog_2
25,0.0,63.32941528006838,10.079846527466072,0.006274,1.007097,63.33166070166749,10.07985970549536,-3.1387335,1.022939
26,0.3859260082244873,63.329419863730735,10.079846527466072,0.0062625,1.0069759999999999,63.33165611800513,10.07985970549536,-3.138727,1.022551
27,0.9999580383300781,63.329424447393095,10.079846527466072,0.006251,1.006855,63.33165153434277,10.07985970549536,-3.138751,1.0221715
28,1.3853681087493896,63.329429031055454,10.079846527466072,0.006245,1.0067425,63.331646950680415,10.07985970549536,-3.138775,1.021792
29,1.9999439716339111,63.329433614717814,10.079846527466072,0.006239,1.00663,63.33164236701805,10.07985970549536,-3.1387644999999997,1.021426
30,2.3853230476379395,63.32943791190128,10.07984681394497,0.0062535,1.0065175,63.33163778335568,10.07985970549536,-3.138754,1.02106
31,3.000020980834961,63.32944220908474,10.079847100423867,0.006268,1.006405,63.33163319969333,10.07985970549536,-3.1387355,1.0207060000000001
32,3.3853671550750732,63.329446792747106,10.079847100423867,0.0062785,1.0062965,63.33162861603097,10.07985970549536,-3.138717,1.020352
33,3.999980926513672,63.32945137640947,10.079847100423867,0.006289,1.006188,63.33162403236861,10.07985970549536,-3.138694,1.02001
34,4.385313034057617,63.329455960071826,10.079847100423867,0.0062970000000000005,1.006084,63.33161944870625,10.07985970549536,-3.138671,1.019668
35,4.999956130981445,63.329460543734186,10.079847100423867,0.006305,1.00598,63.33161486504389,10.07985970549536,-3.138656,1.0193375
36,5.386167049407959,63.32946512739655,10.079847100423867,0.0063065,1.0058799999999999,63.33161028138152,10.07985970549536,-3.138641,1.019007
37,5.999989986419678,63.32946971105892,10.079847100423867,0.006308,1.00578,63.33160569771916,10.07985970549536,-3.13866,1.0186905
38,6.38542103767395,63.329474008242386,10.079847386902765,0.0062845,1.0056835,63.3316011140568,10.07985970549536,-3.138679,1.018374
39,6.999959945678711,63.329478305425845,10.079847673381662,0.006261,1.005587,63.331596530394435,10.079859419016463,-3.1386950000000002,1.0180604999999998
40,7.385818958282471,63.3294828890882,10.079847673381662,0.0062245,1.005492,63.331591946732075,10.079859132537566,-3.138711,1.017747
41,7.999993085861206,63.32948747275056,10.079847673381662,0.006188,1.005397,63.331587363069715,10.079859132537566,-3.1387359999999997,1.0174504999999998
42,8.385410070419312,63.32949205641292,10.079847673381662,0.0061755,1.0053070000000002,63.331582779407356,10.079859132537566,-3.138761,1.017154
43,9.000087976455688,63.32949664007528,10.079847673381662,0.006163,1.005217,63.331578195744996,10.079859132537566,-3.1387465,1.0168675
44,9.385427951812744,63.329501223737644,10.079847673381662,0.0061625,1.0051295,63.331573612082636,10.079859132537566,-3.138732,1.016581
45,10.000016927719116,63.32950580740001,10.079847673381662,0.006162,1.005042,63.331569028420276,10.079859132537566,-3.138735,1.0163035
46,10.385771989822388,63.32951010458348,10.079847673381662,0.006174499999999999,1.0049565,63.33156444475791,10.079859132537566,-3.138738,1.016026
47,10.999948978424072,63.329514401766936,10.079847673381662,0.006187,1.004871,63.33155986109555,10.079859132537566,-3.1387400000000003,1.015755
48,11.38599705696106,63.32951898542929,10.07984795986056,0.0061955,1.0047895,63.33155527743319,10.079859132537566,-3.138742,1.015484
49,12.002576112747192,63.32952356909165,10.079848246339457,0.006204,1.004708,63.331550693770836,10.079859132537566,-3.1387210000000003,1.015223
50,12.386157035827637,63.329528152754015,10.079848246339457,0.00623,1.004632,63.33154611010848,10.079859132537566,-3.1387,1.014962
51,12.999949932098389,63.32953273641638,10.079848246339457,0.006256,1.004556,63.33154152644611,10.079859132537566,-3.1387,1.0147119999999998
52,13.386255979537964,63.32953732007874,10.079848246339457,0.006291,1.004477,63.33153694278374,10.079859132537566,-3.1387,1.014462
53,13.999973058700562,63.329541903741095,10.079848246339457,0.006326,1.004398,63.33153264560028,10.079859132537566,-3.1386754999999997,1.0142194999999998
54,14.385345935821533,63.32954620092456,10.079848246339457,0.006337499999999999,1.0043245,63.33152834841682,10.079859132537566,-3.138651,1.013977
55,14.999973058700562,63.32955049810803,10.079848246339457,0.006349,1.004251,63.33152376475446,10.079859132537566,-3.1386225,1.0137425
56,15.385462999343872,63.329555081770394,10.079848532818355,0.006349,1.0041790000000002,63.3315191810921,10.079859132537566,-3.138594,1.013508
57,16.00018000602722,63.329559665432754,10.079848819297252,0.006349,1.004107,63.33151459742973,10.079859132537566,-3.1386054999999997,1.01328
58,16.385390043258667,63.329564249095114,10.079848819297252,0.006336,1.0040385,63.33151001376737,10.079859132537566,-3.138617,1.013052
59,17.000828981399536,63.329568832757474,10.079848819297252,0.006323,1.00397,63.331505716583905,10.079858846058668,-3.138623,1.0128555000000001
60,17.46484899520874,63.32957312994094,10.079848819297252,0.0063254999999999995,1.003897,63.331501419400446,10.07985855957977,-3.138629,1.012659
61,17.999880075454712,63.3295774271244,10.079848819297252,0.006328,1.003824,63.331499987005955,10.07985855957977,-3.138637,1.012641
62,18.457782983779907,63.32958201078675,10.079848819297252,0.006326,1.0037565000000002,63.33149855461147,10.07985855957977,-3.138645,1.012623
63,18.999963998794556,63.32958659444911,10.079848819297252,0.006324,1.003689,63.33149053320234,10.07985855957977,-3.138658,1.0122865
64,19.38567805290222,63.32959031867478,10.079848819297252,0.006340999999999999,1.003643,63.331482511793205,10.07985855957977,-3.138671,1.01195
65,20.076406002044678,63.32959404290045,10.079848819297252,0.006358,1.003597,63.33147792813085,10.07985855957977,-3.1386305,1.0117245
