,time,asv_1,asv_2,asv_3,asv_4,asv_5,asv_6
263,10.396334886550903,"(63.32837392927573, 10.08299235224024)","(63.32925065019524, 10.082738245458097)","(63.328953285099566, 10.085509451327214)","(63.33058697875941, 10.087660716861999)","(63.33280203359539, 10.08265020094358)","(63.332370596375654, 10.080273381023446)"
264,10.646754026412964,"(63.32837536167021, 10.082993402662863)","(63.329251414138966, 10.082738245458097)","(63.32895481298702, 10.085509260341281)","(63.33058697875941, 10.087657374608193)","(63.3328006012009, 10.082649532492818)","(63.332369259474135, 10.080274622432002)"
265,10.679435968399048,"(63.328376794064695, 10.082994453085487)","(63.3292521780827, 10.082738245458097)","(63.32895634087448, 10.08550906935535)","(63.33058697875941, 10.087654032354388)","(63.33279916880642, 10.082648864042056)","(63.332367922572615, 10.080275863840557)"
266,10.999392032623291,"(63.328378226459186, 10.082995503508112)","(63.32925294202642, 10.082738245458097)","(63.32895786876193, 10.085508878369419)","(63.33058697875941, 10.087650690100585)","(63.33279764091896, 10.082648291084261)","(63.332366585671096, 10.080277105249113)"
267,11.092566013336182,"(63.32837965885368, 10.082996649423702)","(63.329253705970146, 10.082738245458097)","(63.32895939664939, 10.085508687383486)","(63.33058697875941, 10.08764734784678)","(63.33279611303151, 10.082647718126466)","(63.33236524876957, 10.08027834665767)"
268,11.256934881210327,"(63.32838109124816, 10.082997795339292)","(63.32925446991388, 10.082738245458097)","(63.328960924536844, 10.085508496397555)","(63.33058697875941, 10.087644005592974)","(63.33279458514406, 10.082647145168671)","(63.33236391186805, 10.080279588066224)"
269,11.396435976028442,"(63.328382523642645, 10.082998941254882)","(63.32925523385761, 10.082738245458097)","(63.32896235693133, 10.085508305411624)","(63.33058697875941, 10.087640663339169)","(63.3327930572566, 10.082646572210876)","(63.33236257496653, 10.08028082947478)"
270,11.646728992462158,"(63.328383956037136, 10.083000087170472)","(63.32925599780133, 10.082738245458097)","(63.32896378932582, 10.085508114425691)","(63.33058697875941, 10.087637321085364)","(63.33279152936915, 10.082645999253081)","(63.33236114257204, 10.080282070883337)"
271,11.67941403388977,"(63.32838538843163, 10.083001233086062)","(63.32925666625209, 10.082738245458097)","(63.32896522172031, 10.08550792343976)","(63.33058697875941, 10.08763397883156)","(63.3327900014817, 10.082645426295286)","(63.332359710177556, 10.080283312291893)"
272,11.999433994293213,"(63.32838682082611, 10.083002379001652)","(63.32925733470285, 10.082738245458097)","(63.328966654114794, 10.085507732453829)","(63.33058697875941, 10.087630636577755)","(63.33278847359424, 10.082644853337491)","(63.332358277783065, 10.08028455370045)"
273,12.092550992965698,"(63.328388253220595, 10.083003429424277)","(63.32925800315361, 10.082738245458097)","(63.32896808650928, 10.085507541467896)","(63.33058697875941, 10.08762729432395)","(63.332786945706786, 10.082644280379697)","(63.332356845388574, 10.080285795109006)"
274,12.256808996200562,"(63.328389685615086, 10.0830044798469)","(63.32925867160437, 10.082738245458097)","(63.32896951890377, 10.085507350481965)","(63.33058697875941, 10.087623952070144)","(63.33278541781934, 10.082643707421902)","(63.33235541299409, 10.080287036517563)"
275,12.396345853805542,"(63.32839111800958, 10.083005530269524)","(63.32925934005513, 10.082738245458097)","(63.328971046791224, 10.085507159496034)","(63.33058697875941, 10.087620609816339)","(63.33278388993188, 10.082643134464107)","(63.3323539805996, 10.080288277926119)"
276,12.64675784111023,"(63.32839255040406, 10.08300658069215)","(63.32926000850589, 10.082738245458097)","(63.32897257467867, 10.085506968510101)","(63.33058697875941, 10.087617267562534)","(63.332782362044426, 10.082642561506312)","(63.33235254820511, 10.080289519334675)"
277,12.679415941238403,"(63.328393982798545, 10.083007631114775)","(63.329260772449615, 10.082738245458097)","(63.32897410256613, 10.08550677752417)","(63.33058697875941, 10.087613925308728)","(63.33278083415697, 10.082641988548517)","(63.332351115810624, 10.08029076074323)"
278,12.999493837356567,"(63.328395415193036, 10.083008681537398)","(63.329261536393346, 10.082738245458097)","(63.328975630453584, 10.085506586538239)","(63.33058697875941, 10.087610583054923)","(63.33277940176248, 10.082641415590722)","(63.33234968341613, 10.080292002151786)"
279,13.092567920684814,"(63.32839684758753, 10.083009827452988)","(63.32926230033708, 10.082738245458097)","(63.32897715834103, 10.085506395552306)","(63.33058697875941, 10.087607240801118)","(63.332777969367996, 10.082640842632927)","(63.33234825102164, 10.080293243560343)"
280,13.2567458152771,"(63.32839827998202, 10.08301097336858)","(63.3292630642808, 10.082738245458097)","(63.32897868622849, 10.085506204566375)","(63.33058697875941, 10.087603898547313)","(63.33277653697351, 10.082640269675132)","(63.33234681862716, 10.080294484968897)"
281,13.396517992019653,"(63.32839971237651, 10.08301211928417)","(63.329263828224526, 10.082738245458097)","(63.328980214115944, 10.085506013580444)","(63.33058697875941, 10.08760055629351)","(63.33277510457902, 10.082639696717335)","(63.33234538623267, 10.080295726377454)"
282,13.646782875061035,"(63.32840114477099, 10.08301326519976)","(63.32926459216826, 10.082738245458097)","(63.32898174200339, 10.085505822594511)","(63.33058697875941, 10.087597214039704)","(63.33277367218453, 10.08263912375954)","(63.33234404933115, 10.08029696778601)"
283,13.679446935653687,"(63.328402577165484, 10.083014411115352)","(63.32926535611198, 10.082738245458097)","(63.32898326989084, 10.08550563160858)","(63.33058697875941, 10.087593871785899)","(63.332772239790046, 10.082638550801745)","(63.33234271242963, 10.080298209194567)"
284,14.002197980880737,"(63.328404009559975, 10.083015557030942)","(63.32926612005571, 10.082738245458097)","(63.3289847977783, 10.085505440622649)","(63.33058697875941, 10.087590529532095)","(63.33277071190259, 10.08263797784395)","(63.33234137552811, 10.080299450603123)"
285,14.092577934265137,"(63.32840544195446, 10.083016607453565)","(63.32926688399944, 10.082738245458097)","(63.32898632566575, 10.085505249636716)","(63.33058697875941, 10.08758718727829)","(63.33276918401514, 10.082637404886155)","(63.33234003862659, 10.08030069201168)"
286,14.256690979003906,"(63.32840687434895, 10.08301765787619)","(63.32926764794316, 10.082738245458097)","(63.3289878535532, 10.085505058650785)","(63.33058697875941, 10.087583845024485)","(63.332767656127686, 10.08263683192836)","(63.33233870172507, 10.080301933420236)"
287,14.396636962890625,"(63.32840830674344, 10.083018708298816)","(63.32926841188689, 10.082738245458097)","(63.32898938144066, 10.085504772171888)","(63.33058697875941, 10.08758050277068)","(63.33276612824023, 10.082636258970565)","(63.33233736482355, 10.080303174828792)"
288,14.646817922592163,"(63.328409739137925, 10.08301975872144)","(63.32926917583062, 10.082738245458097)","(63.32899090932811, 10.08550448569299)","(63.33058697875941, 10.087577160516876)","(63.33276460035278, 10.08263568601277)","(63.33233593242906, 10.080304416237349)"
289,14.679508924484253,"(63.32841117153241, 10.083020809144063)","(63.32926984428138, 10.082738245458097)","(63.32899243721557, 10.085504199214093)","(63.33058697875941, 10.08757381826307)","(63.332763072465326, 10.082635113054975)","(63.33233450003457, 10.080305657645905)"
290,14.99947190284729,"(63.3284126039269, 10.083021859566689)","(63.329270512732144, 10.082738245458097)","(63.328993965103024, 10.085503912735193)","(63.33058697875941, 10.087570476009265)","(63.33276164007084, 10.082634635590146)","(63.33233306764008, 10.08030689905446)"
291,15.092620849609375,"(63.32841403632139, 10.083022909989312)","(63.329271181182904, 10.082738245458097)","(63.32899549299048, 10.085503626256296)","(63.33058697875941, 10.08756713375546)","(63.33276020767635, 10.082634158125316)","(63.332331635245595, 10.080308140463016)"
292,15.256961822509766,"(63.328415468715875, 10.083023960411937)","(63.32927184963366, 10.082738245458097)","(63.328997020877935, 10.085503339777398)","(63.33058697875941, 10.087563791501655)","(63.33275877528186, 10.082633680660486)","(63.332330202851104, 10.080309381871572)"
293,15.396323919296265,"(63.32841690111036, 10.083025010834561)","(63.32927251808443, 10.082738245458097)","(63.32899845327242, 10.085503148791467)","(63.33058697875941, 10.08756044924785)","(63.332757342887376, 10.082633203195657)","(63.33232877045661, 10.080310623280129)"
294,15.646761894226074,"(63.32841833350485, 10.083026061257184)","(63.32927318653519, 10.082738245458097)","(63.32899988566691, 10.085502957805536)","(63.33058697875941, 10.087557106994044)","(63.33275591049289, 10.082632725730829)","(63.33232733806213, 10.080311864688685)"
295,15.679580926895142,"(63.32841976589934, 10.08302711167981)","(63.329273950478914, 10.082738245458097)","(63.3290013180614, 10.085502766819605)","(63.33058697875941, 10.08755376474024)","(63.3327544780984, 10.082632248265998)","(63.33232590566764, 10.080313106097242)"
296,15.999388933181763,"(63.328421198293825, 10.083028162102433)","(63.32927471442264, 10.082738245458097)","(63.329002750455885, 10.085502575833672)","(63.33058697875941, 10.087550422486435)","(63.332752950210946, 10.082631675308203)","(63.33232447327315, 10.080314347505798)"
297,16.09263586997986,"(63.32842263068831, 10.083029308018023)","(63.32927547836637, 10.082738245458097)","(63.32900418285037, 10.085502384847741)","(63.33058697875941, 10.08754708023263)","(63.33275142232349, 10.082631102350408)","(63.33232304087866, 10.080315588914353)"
298,16.256696939468384,"(63.3284240630828, 10.083030453933613)","(63.329276242310094, 10.082738245458097)","(63.32900561524486, 10.08550219386181)","(63.33058697875941, 10.087543737978825)","(63.332749894436034, 10.082630529392613)","(63.33232160848418, 10.080316830322909)"
299,16.396423816680908,"(63.32842549547729, 10.083031599849203)","(63.32927700625382, 10.082738245458097)","(63.329007143132316, 10.085502002875877)","(63.33058697875941, 10.087540395725021)","(63.332748366548586, 10.082629956434818)","(63.33232017608969, 10.080318071731465)"
300,16.646729946136475,"(63.328426927871774, 10.083032745764795)","(63.32927777019754, 10.082738245458097)","(63.329008671019764, 10.085501811889946)","(63.33058697875941, 10.087537053471216)","(63.33274683866113, 10.082629383477023)","(63.33231883918816, 10.080319313140022)"
301,16.679540872573853,"(63.32842836026626, 10.083033891680385)","(63.32927853414127, 10.082738245458097)","(63.32901019890721, 10.085501620904015)","(63.33058697875941, 10.08753371121741)","(63.332745310773674, 10.082628810519228)","(63.33231750228664, 10.080320554548578)"
302,17.002251863479614,"(63.32842979266075, 10.083035037595975)","(63.329279298085, 10.082738245458097)","(63.32901172679467, 10.085501429918082)","(63.33058697875941, 10.087530368963607)","(63.33274387837918, 10.082628237561433)","(63.33231616538512, 10.080321795957133)"
303,17.092553853988647,"(63.32843122505524, 10.083035992525634)","(63.32928006202872, 10.082738245458097)","(63.329013254682124, 10.08550123893215)","(63.33058697875941, 10.087527026709802)","(63.3327424459847, 10.082627664603638)","(63.3323148284836, 10.08032303736569)"
304,17.256748914718628,"(63.328432657449724, 10.083036947455293)","(63.32928082597245, 10.082738245458097)","(63.32901478256957, 10.085501047946218)","(63.33058697875941, 10.087523684455997)","(63.33274101359021, 10.082627091645843)","(63.33231349158207, 10.080324278774246)"
305,17.39637804031372,"(63.328434089844215, 10.083037902384952)","(63.32928158991618, 10.082738245458097)","(63.32901631045703, 10.08550076146732)","(63.33058697875941, 10.087520342202192)","(63.33273958119572, 10.082626518688047)","(63.33231215468055, 10.080325520182802)"
306,17.64674997329712,"(63.328435522238706, 10.083038857314609)","(63.3292823538599, 10.082738245458097)","(63.329017838344484, 10.085500474988423)","(63.33058697875941, 10.087516999948386)","(63.33273814880123, 10.082625945730252)","(63.33231072228607, 10.080326761591358)"
307,17.679540872573853,"(63.32843695463319, 10.083039812244268)","(63.32928302231066, 10.082738245458097)","(63.32901936623194, 10.085500188509526)","(63.33058697875941, 10.087513657694581)","(63.33273671640674, 10.082625372772457)","(63.332309289891576, 10.080328002999915)"
308,17.999506950378418,"(63.32843838702768, 10.083040767173927)","(63.32928369076142, 10.082738245458097)","(63.329020894119395, 10.085499902030628)","(63.33058697875941, 10.087510315440776)","(63.332735188519294, 10.082624799814662)","(63.332307857497085, 10.080329244408471)"
309,18.092912912368774,"(63.32843981942217, 10.083041913089517)","(63.32928435921218, 10.082738245458097)","(63.32902242200685, 10.085499615551731)","(63.33058697875941, 10.08750697318697)","(63.33273366063184, 10.082624226856867)","(63.3323064251026, 10.080330485817026)"
