,time,lat_1,lon_1,cog_1,sog_1,lat_2,lon_2,cog_2,sog_2,lat_3,lon_3,cog_3,sog_3,lat_4,lon_4,cog_4,sog_4,lat_5,lon_5,cog_5,sog_5,lat_6,lon_6,cog_6,sog_6
200,0.0,63.32828368842299,10.08292273786813,0.339331,1.015009,63.32920481357163,10.082738245458097,-0.00040199999999999996,0.484198,63.328858174105584,10.085521483440912,-0.050169,1.0137996666666667,63.330587551717215,10.0878724247673,-1.5762851666666666,1.0120873333333333,63.3328957121949,10.082687156721365,-2.9659211666666665,1.0154898333333333,63.332459691312806,10.080196318199999,2.7713655,1.01429
201,0.09262800216674805,63.32828521631045,10.08292388378372,0.339121,1.0149228333333333,63.32920557751536,10.082738245458097,-0.0004305,0.4842995,63.32885970199303,10.08552129245498,-0.0503125,1.0137223333333332,63.330587551717215,10.087869082513494,-1.576274,1.012017,63.33289427980041,10.082686488270605,-2.966035333333333,1.0154026666666667,63.332458258918315,10.080197559608555,2.7711723333333333,1.0142096666666667
202,0.25670504570007324,63.3282867441979,10.08292502969931,0.338911,1.0148366666666666,63.32920634145909,10.082738245458097,-0.000459,0.48440099999999997,63.32886122988049,10.085521101469048,-0.050456,1.013645,63.330587551717215,10.087865740259689,-1.5762616666666667,1.0119505,63.33289284740593,10.082685819819844,-2.9661495,1.0153154999999998,63.332456826523824,10.080198801017112,2.7709791666666668,1.0141293333333334
203,0.39632701873779297,63.32828827208535,10.082926175614901,0.33870100000000003,1.0147504999999999,63.329207105402816,10.082738245458097,-0.0004875,0.4845025,63.328862757767936,10.085520910483117,-0.050555333333333334,1.0135678333333333,63.330587551717215,10.087862398005884,-1.5762493333333334,1.011884,63.33289141501144,10.082685151369082,-2.966263666666667,1.0152283333333332,63.33245539412934,10.080200042425668,2.770786,1.014049
204,0.6468019485473633,63.32828979997281,10.08292732153049,0.338491,1.0146643333333334,63.32920786934655,10.082738245458097,-0.000516,0.484604,63.32886428565539,10.085520719497184,-0.05065466666666667,1.0134906666666665,63.330587551717215,10.08785905575208,-1.5762369999999999,1.0118174999999998,63.33288998261695,10.082684482918323,-2.9663778333333335,1.0151411666666665,63.332453961734856,10.080201283834224,2.770674666666667,1.01397
205,0.6794388294219971,63.328291327860256,10.08292846744608,0.338281,1.0145781666666667,63.32920853779731,10.082738245458097,-0.0005333333333333334,0.48470199999999997,63.32886581354285,10.085520528511253,-0.050754,1.0134135,63.330587551717215,10.087855713498275,-1.5762246666666666,1.0117509999999998,63.332888550222464,10.082683814467561,-2.966492,1.015054,63.332452529340365,10.08020252524278,2.7705633333333335,1.0138909999999999
206,1.0041279792785645,63.32829285574771,10.08292961336167,0.338071,1.014492,63.329209206248066,10.082738245458097,-0.0005506666666666666,0.4848,63.328867341430296,10.085520337525322,-0.050853333333333334,1.0133363333333334,63.330587551717215,10.08785237124447,-1.5762123333333333,1.0116844999999999,63.33288702233501,10.082683241509766,-2.9665603333333337,1.0149696666666665,63.332451096945874,10.080203766651337,2.770452,1.013812
207,1.0925769805908203,63.32829419264923,10.082930663784296,0.33789783333333334,1.0144143333333333,63.32920987469882,10.082738245458097,-0.0005679999999999999,0.484898,63.328868869317745,10.08552014653939,-0.05095266666666667,1.0132591666666666,63.330587551717215,10.087849028990664,-1.5762,1.011618,63.33288549444755,10.082682668551971,-2.966628666666667,1.0148853333333332,63.33244966455139,10.080205008059892,2.770340666666667,1.013733
208,1.2566938400268555,63.32829552955076,10.08293171420692,0.3377246666666667,1.0143366666666667,63.32921054314958,10.082738245458097,-0.0005853333333333333,0.484996,63.3288703972052,10.085519955553458,-0.051052,1.013182,63.330587551717215,10.087845686736859,-1.5762001666666667,1.0115543333333332,63.3328839665601,10.082682095594176,-2.966697,1.0148009999999998,63.332448232156906,10.080206249468448,2.7702293333333334,1.0136539999999998
209,1.3964588642120361,63.32829686645228,10.082932764629543,0.3375515,1.014259,63.32921121160034,10.082738245458097,-0.0006026666666666667,0.485094,63.32887182959969,10.085519764567525,-0.05112166666666667,1.0131125,63.330587551717215,10.087842344483054,-1.5762003333333334,1.0114906666666665,63.33288243867264,10.08268152263638,-2.9667653333333335,1.0147166666666667,63.332446799762415,10.080207490877005,2.770118,1.013575
