timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1709815411.340620, caravela-2, 35, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45811.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815471.293333, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45871.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815472.294784, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45872.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815473.293072, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45873.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815474.293038, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45874.000000, 1.1053214, 0.17592684, -0.000000, 8, 0.000000, 0.000000, 0.900000, 0.000000, 2.000000, 0.000000
1709815475.293195, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45875.000000, 1.10532139, 0.17592684, -0.000207, 8, -0.000000, 0.332991, 0.900000, 0.000000, 2.000000, 0.000000
1709815476.293074, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45876.000000, 1.10532135, 0.17592684, -0.000973, 8, -0.000003, 0.222846, 0.900000, 0.000000, 2.000000, 0.000000
1709815477.292991, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45877.000000, 1.10532135, 0.17592684, -0.000972, 8, 0.000056, 0.191967, 0.900000, 0.000000, 2.000000, 0.000000
1709815478.293033, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45878.000000, 1.10532138, 0.17592684, -0.000456, 8, 0.000059, 0.200342, 0.900000, 0.000000, 2.000000, 0.000000
1709815479.293060, caravela-2, 41, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 0, 0, 0, 45879.000000, 1.10532141, 0.17592684, 0.000107, 8, 0.000108, 0.217399, 0.900000, 0.000000, 2.000000, 0.000000
