,time,asv_1,asv_2,asv_3
68,0.0,"(63.32941528006838, 10.079846527466072)","(63.330586405801625, 10.077656300801218)","(63.329872309402965, 10.080818645858479)"
69,0.23245501518249512,"(63.329418335843286, 10.079846527466072)","(63.330586405801625, 10.077662985308828)","(63.329874983206004, 10.080815017125776)"
70,0.9037299156188965,"(63.32942139161819, 10.079846527466072)","(63.330586214815696, 10.077669669816439)","(63.32987765700905, 10.080811388393073)"
71,1.0001158714294434,"(63.329424447393095, 10.079846527466072)","(63.33058602382976, 10.077676354324048)","(63.32988013982616, 10.08080775966037)"
72,1.2318930625915527,"(63.329427503168, 10.079846527466072)","(63.33058583284383, 10.077683038831658)","(63.329882622643275, 10.080804130927667)"
73,1.9037249088287354,"(63.32943055894291, 10.079846527466072)","(63.33058583284383, 10.0776899143252)","(63.329885105460384, 10.080800502194965)"
74,1.9997849464416504,"(63.329433614717814, 10.079846527466072)","(63.33058583284383, 10.077696789818742)","(63.3298875882775, 10.080797064448195)"
75,2.2318758964538574,"(63.32943647950679, 10.079846718452004)","(63.33058583284383, 10.077703665312283)","(63.32989007109461, 10.080793626701423)"
76,2.9036660194396973,"(63.329439344295764, 10.079846909437936)","(63.33058583284383, 10.077710349819894)","(63.329892553911726, 10.080790188954653)"
77,2.9995529651641846,"(63.32944220908474, 10.079847100423867)","(63.33058583284383, 10.077717034327502)","(63.329895227714765, 10.08078656022195)"
78,3.2318029403686523,"(63.32944526485965, 10.079847100423867)","(63.33058583284383, 10.077723718835113)","(63.32989790151781, 10.080782931489248)"
79,3.903528928756714,"(63.32944832063456, 10.079847100423867)","(63.33058583284383, 10.077730403342724)","(63.32990057532085, 10.080779302756545)"
80,3.9996590614318848,"(63.32945137640947, 10.079847100423867)","(63.33058583284383, 10.077737087850332)","(63.329903058137965, 10.080775674023842)"
81,4.232326984405518,"(63.32945443218438, 10.079847100423867)","(63.33058583284383, 10.077743772357943)","(63.329905540955075, 10.080772045291141)"
82,4.9036149978637695,"(63.32945748795928, 10.079847100423867)","(63.33058583284383, 10.077750456865552)","(63.32990802377219, 10.080768416558438)"
83,4.999650001525879,"(63.329460543734186, 10.079847100423867)","(63.33058583284383, 10.077757141373162)","(63.32991050658931, 10.080764978811667)"
84,5.2316999435424805,"(63.3294635995091, 10.079847100423867)","(63.33058583284383, 10.077763825880771)","(63.32991298940642, 10.080761541064897)"
85,5.903733015060425,"(63.32946665528401, 10.079847100423867)","(63.3305856418579, 10.077770510388381)","(63.32991547222353, 10.080758103318125)"
86,6.000112056732178,"(63.32946971105892, 10.079847100423867)","(63.330585450871965, 10.07777719489599)","(63.32991795504064, 10.080754474585422)"
87,6.232400894165039,"(63.329472575847895, 10.079847291409799)","(63.330585259886035, 10.0777838794036)","(63.32992043785775, 10.080750845852721)"
88,6.903501033782959,"(63.32947544063687, 10.079847482395731)","(63.330585259886035, 10.077790754897142)","(63.32992292067486, 10.080747217120019)"
89,6.999650955200195,"(63.329478305425845, 10.079847673381662)","(63.330585259886035, 10.077797630390684)","(63.329925594477906, 10.080743588387316)"
90,7.2323219776153564,"(63.32948136120075, 10.079847673381662)","(63.330585259886035, 10.077804505884226)","(63.329928268280945, 10.080739959654613)"
91,7.903542995452881,"(63.32948441697565, 10.079847673381662)","(63.330585259886035, 10.077811190391836)","(63.32993094208399, 10.08073633092191)"
92,7.9997239112854,"(63.32948747275056, 10.079847673381662)","(63.330585259886035, 10.077817874899445)","(63.32993342490111, 10.080732702189207)"
93,8.231961011886597,"(63.32949052852546, 10.079847673381662)","(63.330585259886035, 10.077824559407055)","(63.32993590771822, 10.080729073456506)"
94,8.903611898422241,"(63.32949358430037, 10.079847673381662)","(63.330585259886035, 10.077831243914666)","(63.32993839053534, 10.080725444723804)"
95,8.999661922454834,"(63.32949664007528, 10.079847673381662)","(63.330585259886035, 10.077837928422275)","(63.32994087335245, 10.080722006977032)"
96,9.232353925704956,"(63.32949969585019, 10.079847673381662)","(63.330585259886035, 10.077844612929885)","(63.32994335616956, 10.080718569230262)"
