,time,asv_1,asv_2
26,0.0,"(63.32941528006838, 10.079843662677098)","(63.33055088241832, 10.08214609357683)"
27,0.4003779888153076,"(63.32941957725184, 10.079843662677098)","(63.33055088241832, 10.082136066815416)"
28,1.0004630088806152,"(63.32942387443531, 10.079843662677098)","(63.33055088241832, 10.082125753575102)"
29,1.4001920223236084,"(63.32942845809767, 10.0798433761982)","(63.33055088241832, 10.08211544033479)"
30,2.0010628700256348,"(63.329433041760026, 10.079843089719303)","(63.33055088241832, 10.082105413573377)"
31,2.3992488384246826,"(63.329437625422386, 10.079843089719303)","(63.33055088241832, 10.082095386811961)"
32,3.000229835510254,"(63.32944220908474, 10.079843089719303)","(63.33055088241832, 10.082085360050545)"
33,3.3995590209960938,"(63.329446792747106, 10.079843089719303)","(63.33055088241832, 10.082075333289131)"
34,4.000276803970337,"(63.32945137640947, 10.079843089719303)","(63.33055088241832, 10.08206502004882)"
35,4.3992018699646,"(63.32945567359293, 10.079843089719303)","(63.33055088241832, 10.082054706808508)"
36,5.001124858856201,"(63.3294599707764, 10.079843089719303)","(63.33055088241832, 10.082044680047092)"
37,5.3990209102630615,"(63.32946455443876, 10.079843089719303)","(63.33055088241832, 10.082034653285676)"
38,6.00011682510376,"(63.32946913810111, 10.079843089719303)","(63.33055088241832, 10.082024626524262)"
39,6.399596929550171,"(63.32947372176348, 10.079843089719303)","(63.33055088241832, 10.082014599762847)"
40,7.000118970870972,"(63.329478305425845, 10.079843089719303)","(63.33055088241832, 10.082004573001432)"
41,7.4001829624176025,"(63.3294828890882, 10.079843089719303)","(63.33055088241832, 10.081994546240018)"
42,8.00039291381836,"(63.32948747275056, 10.079843089719303)","(63.330551168897216, 10.081984232999705)"
43,8.400231838226318,"(63.32949176993402, 10.079843089719303)","(63.33055145537612, 10.081973919759394)"
44,9.000022888183594,"(63.32949606711749, 10.079843089719303)","(63.33055145537612, 10.08196389299798)"
45,9.398979902267456,"(63.32950065077985, 10.079843089719303)","(63.33055145537612, 10.081953866236564)"
46,10.000311851501465,"(63.329505234442216, 10.079843089719303)","(63.33055145537612, 10.081943839475148)"
47,10.39896297454834,"(63.329509818104576, 10.079843089719303)","(63.33055145537612, 10.081933812713734)"
48,10.999982833862305,"(63.329514401766936, 10.079843089719303)","(63.33055145537612, 10.08192378595232)"
49,11.39879298210144,"(63.32951898542929, 10.079843089719303)","(63.33055145537612, 10.081913759190904)"
50,11.999989986419678,"(63.32952356909165, 10.079843089719303)","(63.33055145537612, 10.081903732429488)"
51,12.399068832397461,"(63.329527866275114, 10.079843089719303)","(63.33055145537612, 10.081893705668074)"
52,13.001104831695557,"(63.32953216345857, 10.079843089719303)","(63.33055145537612, 10.081883392427763)"
53,13.398957967758179,"(63.32953674712094, 10.079843089719303)","(63.33055145537612, 10.08187307918745)"
54,14.000103950500488,"(63.32954133078331, 10.079843089719303)","(63.33055145537612, 10.081863052426035)"
55,14.39896297454834,"(63.32954591444567, 10.079843089719303)","(63.33055145537612, 10.081853025664621)"
56,15.000072956085205,"(63.32955049810803, 10.079843089719303)","(63.33055145537612, 10.081842998903205)"
57,15.400035858154297,"(63.329555081770394, 10.079843089719303)","(63.33055145537612, 10.081832972141791)"
58,16.00002694129944,"(63.329559665432754, 10.079843089719303)","(63.33055145537612, 10.081822945380377)"
59,16.39895987510681,"(63.32956396261622, 10.079843089719303)","(63.33055145537612, 10.081812918618962)"
60,17.00005292892456,"(63.32956825979968, 10.079843089719303)","(63.33055145537612, 10.081802891857546)"
61,17.399438858032227,"(63.32957284346204, 10.079843089719303)","(63.33055145537612, 10.081792865096132)"
62,18.00000500679016,"(63.3295774271244, 10.079843089719303)","(63.33055145537612, 10.081782838334718)"
63,18.39946699142456,"(63.32958201078675, 10.079843089719303)","(63.33055145537612, 10.081772811573302)"
64,19.00008487701416,"(63.32958659444911, 10.079843089719303)","(63.33055145537612, 10.081762784811888)"
65,19.40023684501648,"(63.32959089163258, 10.079843089719303)","(63.33055145537612, 10.081752758050474)"
66,20.000120878219604,"(63.32959518881605, 10.079843089719303)","(63.33055174185502, 10.081742731289058)"
67,20.401460886001587,"(63.32959977247841, 10.079843089719303)","(63.33055202833392, 10.081732704527644)"
68,21.00018882751465,"(63.32960435614077, 10.079843089719303)","(63.33055202833392, 10.081722677766228)"
69,21.39919686317444,"(63.32960893980313, 10.079843089719303)","(63.33055202833392, 10.081712651004812)"
70,21.99999690055847,"(63.32961352346549, 10.079843089719303)","(63.33055202833392, 10.0817023377645)"
71,22.399067878723145,"(63.32961810712786, 10.079843089719303)","(63.33055202833392, 10.08169202452419)"
72,23.000804901123047,"(63.32962269079022, 10.079843089719303)","(63.33055202833392, 10.081681997762775)"
73,23.399325847625732,"(63.32962698797368, 10.079843089719303)","(63.33055202833392, 10.08167197100136)"
74,24.0003559589386,"(63.32963128515714, 10.079843089719303)","(63.33055202833392, 10.081661944239944)"
75,24.39937686920166,"(63.3296358688195, 10.079843089719303)","(63.33055202833392, 10.08165191747853)"
76,24.99997591972351,"(63.32964045248186, 10.079843089719303)","(63.33055202833392, 10.081641890717115)"
77,25.39924693107605,"(63.32964503614423, 10.079843089719303)","(63.33055202833392, 10.081631863955701)"
78,26.000006914138794,"(63.32964961980659, 10.079843089719303)","(63.33055202833392, 10.081621837194286)"
79,26.400187015533447,"(63.329653916990054, 10.079843089719303)","(63.33055202833392, 10.08161181043287)"
