,time, system, entity , mmsi, msg_in, msg_out,iter_time
0,1710883055.002101, caravela,7,111,29,12,
1,1710883058.101933, caravela,7,111,15,3,3.099832057952881
2,1710883061.15191, caravela,7,111,15,3,3.0499770641326904
3,1710883065.302009, caravela,7,111,16,4,4.150099039077759
4,1710883073.602085, caravela,7,111,30,13,8.300076007843018
5,1710883079.852032, caravela,7,111,33,7,6.24994683265686
6,1710883084.001967, caravela,7,111,20,5,4.149935007095337
7,1710883088.053611, caravela,7,111,20,4,4.0516440868377686
8,1710883093.201947, caravela,7,111,25,7,5.148335933685303
9,1710883096.302086, caravela,7,111,15,3,3.1001391410827637
10,1710883103.502274, caravela,7,111,49,10,7.200187921524048
11,1710883107.652191, caravela,7,111,28,4,4.149916887283325
12,1710883111.752068, caravela,7,111,17,5,4.099877119064331
13,1710883115.851905, caravela,7,111,24,4,4.099837064743042
14,1710883119.902114, caravela,7,111,28,4,4.050208806991577
15,1710883131.301904, caravela,7,111,77,13,11.399790048599243
16,1710883137.502273, caravela,7,111,42,6,6.200369119644165
17,1710883140.552007, caravela,7,111,21,3,3.049733877182007
18,1710883143.651958, caravela,7,111,20,3,3.0999510288238525
19,1710883149.901942, caravela,7,111,33,8,6.2499840259552
20,1710883157.101881, caravela,7,111,49,10,7.199939012527466
21,1710883162.301869, caravela,7,111,35,6,5.199987888336182
22,1710883168.401944, caravela,7,111,42,8,6.100075006484985
23,1710883172.502024, caravela,7,111,28,4,4.1000800132751465
24,1710883179.652005, caravela,7,111,49,11,7.1499810218811035
25,1710883182.702065, caravela,7,111,12,3,3.0500600337982178
26,1710883192.002049, caravela,7,111,56,9,9.299983978271484
27,1710883196.052021, caravela,7,111,30,5,4.049972057342529
28,1710883200.152085, caravela,7,111,26,5,4.100064039230347
29,1710883206.251973, caravela,7,111,42,9,6.099887847900391
30,1710883212.35199, caravela,7,111,42,8,6.100017070770264
31,1710883215.452046, caravela,7,111,21,3,3.1000559329986572
32,1710883219.601863, caravela,7,111,17,5,4.149816989898682
33,1710883224.751888, caravela,7,111,31,7,5.150025129318237
34,1710883227.85205, caravela,7,111,21,3,3.1001620292663574
35,1710883240.102231, caravela,7,111,79,12,12.250180959701538
36,1710883246.302047, caravela,7,111,47,8,6.199815988540649
37,1710883249.352268, caravela,7,111,21,3,3.0502209663391113
38,1710883255.501934, caravela,7,111,42,9,6.14966607093811
39,1710883259.552015, caravela,7,111,23,5,4.050081014633179
40,1710883262.602046, caravela,7,111,21,3,3.0500309467315674
41,1710883267.702074, caravela,7,111,35,7,5.100028038024902
42,1710883274.854114, caravela,7,111,49,11,7.152040004730225
43,1710883283.152018, caravela,7,111,43,8,8.297904014587402
44,1710883291.40207, caravela,7,111,56,8,8.250051975250244
45,1710883294.502084, caravela,7,111,26,3,3.1000139713287354
46,1710883298.602053, caravela,7,111,23,4,4.099968910217285
47,1710883303.702184, caravela,7,111,36,5,5.100131034851074
48,1710883306.752033, caravela,7,111,27,3,3.049849033355713
49,1710883309.851961, caravela,7,111,26,3,3.0999279022216797
50,1710883315.001903, caravela,7,111,42,5,5.14994215965271
51,1710883320.202021, caravela,7,111,55,7,5.200117826461792
52,1710883326.401811, caravela,7,111,49,8,6.199790000915527
53,1710883329.452421, caravela,7,111,31,3,3.050610065460205
54,1710883333.552107, caravela,7,111,33,4,4.099686145782471
55,1710883336.701838, caravela,7,111,26,3,3.149730920791626
56,1710883339.801804, caravela,7,111,26,3,3.099966049194336
57,1710883343.851956, caravela,7,111,28,4,4.050151824951172
58,1710883349.002429, caravela,7,111,45,5,5.150473117828369
59,1710883354.15203, caravela,7,111,37,5,5.149600982666016
60,1710883358.252092, caravela,7,111,30,4,4.100061893463135
61,1710883361.351816, caravela,7,111,22,3,3.099724054336548
62,1710883366.452093, caravela,7,111,38,6,5.100276947021484
63,1710883372.65203, caravela,7,111,45,6,6.199937105178833
64,1710883381.85201, caravela,7,111,68,13,9.199980020523071
65,1710883385.002009, caravela,7,111,24,3,3.149998903274536
66,1710883388.051988, caravela,7,111,24,3,3.0499789714813232
67,1710883394.301944, caravela,7,111,36,6,6.249956130981445
68,1710883398.402486, caravela,7,111,22,4,4.100542068481445
69,1710883401.50211, caravela,7,111,15,3,3.099623918533325
70,1710883405.602076, caravela,7,111,15,4,4.099966049194336
71,1710883409.752394, caravela,7,111,20,4,4.150317907333374
72,1710883413.901924, caravela,7,111,25,4,4.149529933929443
73,1710883418.002223, caravela,7,111,15,3,4.100299119949341
74,1710883421.152025, caravela,7,111,20,3,3.1498019695281982
0,1710883053.342761, caravela-3,7,113,26,11,
1,1710883056.442451, caravela-3,7,113,12,3,3.0996899604797363
2,1710883063.292312, caravela-3,7,113,23,7,6.849860906600952
3,1710883071.442752, caravela-3,7,113,20,9,8.150439977645874
4,1710883076.592401, caravela-3,7,113,17,5,5.149649143218994
5,1710883081.742345, caravela-3,7,113,20,5,5.149944067001343
6,1710883086.842325, caravela-3,7,113,24,7,5.099979877471924
7,1710883091.943182, caravela-3,7,113,20,5,5.1008570194244385
8,1710883102.242359, caravela-3,7,113,50,13,10.299176931381226
9,1710883106.342415, caravela-3,7,113,24,5,4.100056171417236
10,1710883110.442458, caravela-3,7,113,24,5,4.100042819976807
11,1710883116.592376, caravela-3,7,113,36,7,6.149918079376221
12,1710883121.742485, caravela-3,7,113,30,7,5.150109052658081
13,1710883124.892468, caravela-3,7,113,22,3,3.1499829292297363
14,1710883131.142394, caravela-3,7,113,36,9,6.2499260902404785
15,1710883134.242294, caravela-3,7,113,18,3,3.099900007247925
16,1710883140.342403, caravela-3,7,113,36,8,6.100108861923218
17,1710883145.392757, caravela-3,7,113,26,5,5.05035400390625
18,1710883155.542409, caravela-3,7,113,60,13,10.149652004241943
19,1710883161.792355, caravela-3,7,113,36,9,6.249946117401123
20,1710883167.992287, caravela-3,7,113,36,9,6.199931859970093
21,1710883172.142351, caravela-3,7,113,24,4,4.150063991546631
22,1710883179.292348, caravela-3,7,113,42,11,7.149996995925903
23,1710883186.493304, caravela-3,7,113,42,10,7.200956106185913
24,1710883189.592372, caravela-3,7,113,18,3,3.0990679264068604
25,1710883193.742359, caravela-3,7,113,24,4,4.149986982345581
26,1710883198.892367, caravela-3,7,113,34,6,5.150007963180542
27,1710883205.092393, caravela-3,7,113,32,9,6.200026035308838
28,1710883211.292379, caravela-3,7,113,40,9,6.199985980987549
29,1710883215.392864, caravela-3,7,113,24,4,4.10048508644104
30,1710883218.492691, caravela-3,7,113,18,3,3.0998270511627197
31,1710883223.642357, caravela-3,7,113,30,7,5.14966607093811
32,1710883229.79229, caravela-3,7,113,32,6,6.149932861328125
33,1710883233.843162, caravela-3,7,113,24,5,4.050872087478638
34,1710883244.142457, caravela-3,7,113,64,12,10.29929494857788
35,1710883248.292318, caravela-3,7,113,24,5,4.149861097335815
36,1710883254.492319, caravela-3,7,113,36,8,6.200001001358032
37,1710883262.692469, caravela-3,7,113,48,13,8.200149774551392
38,1710883267.892288, caravela-3,7,113,30,5,5.199819087982178
39,1710883270.99229, caravela-3,7,113,18,3,3.1000020503997803
40,1710883277.042427, caravela-3,7,113,27,9,6.050137042999268
41,1710883281.192354, caravela-3,7,113,14,4,4.1499269008636475
42,1710883284.242424, caravela-3,7,113,16,3,3.05007004737854
43,1710883287.347895, caravela-3,7,113,18,3,3.105470895767212
44,1710883293.592293, caravela-3,7,113,36,9,6.24439811706543
