,time,asv_1,asv_2,asv_3
49,0.0,"(63.32941356119499, 10.079851684086227)","(63.331604360817636, 10.079857986621974)","(63.330573800730136, 10.082304516407184)"
50,0.1574699878692627,"(63.329416425983965, 10.079852830001819)","(63.33160130504273, 10.079857986621974)","(63.330574946645726, 10.082298213871438)"
51,0.4477229118347168,"(63.32941929077295, 10.079853975917409)","(63.33159824926782, 10.079857986621974)","(63.330576283547245, 10.082292102321622)"
52,1.0004417896270752,"(63.32942215556192, 10.079855121833)","(63.331595384478845, 10.079857986621974)","(63.33057762044877, 10.082285990771808)"
53,1.1574578285217285,"(63.3294250203509, 10.079856649720455)","(63.33159251968987, 10.079857986621974)","(63.33057895735029, 10.082279879221993)"
54,1.4476349353790283,"(63.32942788513987, 10.079858177607907)","(63.331589654900895, 10.079857986621974)","(63.330580485237746, 10.082273767672179)"
55,2.0000669956207275,"(63.32943074992885, 10.07985970549536)","(63.33158679011192, 10.079857795636043)","(63.330582013125195, 10.082267656122363)"
56,2.1573808193206787,"(63.32943361471782, 10.079861424368746)","(63.331583925322946, 10.07985760465011)","(63.33058354101265, 10.08226154457255)"
57,2.447755813598633,"(63.329436479506796, 10.079863143242132)","(63.33158106053397, 10.079857413664179)","(63.33058487791417, 10.082255624008667)"
58,2.999929904937744,"(63.32943934429577, 10.079864862115517)","(63.331578195744996, 10.079857031692315)","(63.330586214815696, 10.082249703444782)"
59,3.1573219299316406,"(63.329442209084746, 10.079866771974835)","(63.331575330956014, 10.079856649720453)","(63.330587551717215, 10.0822437828809)"
60,3.447613000869751,"(63.32944507387372, 10.079868681834151)","(63.33157246616704, 10.079856267748589)","(63.33058907960467, 10.082237671331084)"
61,4.000406980514526,"(63.329447938662696, 10.079870591693469)","(63.331569410392135, 10.079855503804863)","(63.33059060749212, 10.08223155978127)"
62,4.157433986663818,"(63.32945080345167, 10.079872501552787)","(63.33156635461723, 10.079854739861135)","(63.330592135379575, 10.082225448231455)"
63,4.447626829147339,"(63.329453668240646, 10.079874411412103)","(63.331563298842326, 10.079853975917409)","(63.33059366326703, 10.082219527667572)"
64,5.000478982925415,"(63.32945653302962, 10.07987632127142)","(63.33156043405335, 10.07985302098775)","(63.33059519115448, 10.08221360710369)"
65,5.157773971557617,"(63.329459397818596, 10.07987842211667)","(63.331557569264376, 10.079852066058091)","(63.330596719041935, 10.082207686539807)"
66,5.447526931762695,"(63.32946226260757, 10.079880522961917)","(63.3315547044754, 10.079851111128432)","(63.330598055943454, 10.082202147947788)"
67,6.000074863433838,"(63.329465127396546, 10.079882623807165)","(63.33155164870049, 10.079849965212842)","(63.33059939284498, 10.082196609355767)"
68,6.158135890960693,"(63.32946799218553, 10.079884533666483)","(63.33154859292558, 10.079848819297252)","(63.3306007297465, 10.082191070763749)"
69,6.447669982910156,"(63.3294708569745, 10.0798864435258)","(63.33154553715067, 10.079847673381662)","(63.330602257633956, 10.082185341185797)"
70,7.000041961669922,"(63.329473721763485, 10.079888353385117)","(63.33154267236169, 10.079846145494209)","(63.330603785521404, 10.082179611607845)"
71,7.15746283531189,"(63.32947677753839, 10.079890263244433)","(63.33153980757272, 10.079844617606756)","(63.33060531340886, 10.082173882029894)"
72,7.4476258754730225,"(63.3294798333133, 10.079892173103751)","(63.33153694278374, 10.079843089719303)","(63.33060645932445, 10.08216777048008)"
73,8.000103950500488,"(63.329482889088204, 10.079894082963067)","(63.33153388700884, 10.079841561831849)","(63.33060760524005, 10.082161658930264)"
74,8.15860891342163,"(63.32948575387718, 10.079895801836452)","(63.33153083123393, 10.079840033944395)","(63.33060875115564, 10.08215554738045)"
