,time,cog_1,sog_1,cog_2,sog_2,cog_3,sog_3,x_1,y_1,x_2,y_2,x_3,y_3
82,0.0,0.332679,1.013183,1.8325213333333332,0.9889583333333334,-0.5656486666666667,1.001712,-133.78142265191173,-7.385477456704485,-19.057115751181378,-125.99276887479277,-74.23718691247352,27.825464170985132
83,0.6103940010070801,0.33261233333333334,1.0130003333333333,1.818474,0.989106,-0.5656503333333334,1.001693,-133.46209353692186,-7.270659168768447,-19.142270181939885,-125.67701858294875,-73.96043501215384,27.643668548545886
84,0.8825860023498535,0.3325456666666667,1.0128176666666666,1.8044266666666666,0.989248,-0.565652,1.001674,-133.14276442051386,-7.155840880832411,-19.22742461269839,-125.35170010060938,-73.68368311183417,27.46187292602697
85,1.0000920295715332,0.332479,1.012635,1.7903793333333333,0.98939,-0.5656443333333334,1.001655,-132.823435305524,-7.041022592976045,-19.312579044875,-125.02638161811066,-73.38564260347034,27.28964549408308
86,1.6105499267578125,0.33213533333333334,1.0125233333333332,1.776332,0.989532,-0.5656366666666667,1.001636,-132.50410619053412,-6.935772495694705,-19.39773347563351,-124.70106313569161,-73.08760209510652,27.117418062218857
87,1.8820829391479492,0.3317916666666667,1.0124116666666667,1.7622856666666666,0.9896683333333333,-0.565629,1.001617,-132.18477707412615,-6.830522398413365,-19.440310690303708,-124.37574465327258,-72.78956158816081,26.945190630354638
88,2.000208854675293,0.331448,1.0123,1.7482393333333335,0.9898046666666667,-0.565635,1.0015986666666667,-131.86544795913628,-6.725272301132025,-19.482887906392016,-124.05042617085353,-72.51280968784113,26.76339500775605
89,2.610213041305542,0.331046,1.0121633333333333,1.734193,0.989941,-0.5656410000000001,1.0015803333333333,-131.5461188427283,-6.610454013275659,-19.525465121062215,-123.72510768843448,-72.23605778752146,26.581599385316803
90,2.8826398849487305,0.330644,1.0120266666666666,1.7195863333333334,0.990077,-0.565647,1.001562,-131.22678972773843,-6.495635725419293,-19.589330943776567,-123.39022101528106,-71.9593058886199,26.399803762797884
91,2.9998040199279785,0.330242,1.01189,1.7049796666666666,0.990213,-0.5656616666666667,1.0015443333333334,-130.90746061133046,-6.380817437483255,-19.653196767909026,-123.055334342287,-71.68255398830023,26.218008140199295
92,3.6137850284576416,0.32989399999999997,1.011765,1.690373,0.990349,-0.5656763333333333,1.0015266666666667,-130.58813149634057,-6.275567340201915,-19.717062590623378,-122.72044766913358,-71.40580208798056,26.03621251776005
93,3.8818979263305664,0.329546,1.0116399999999999,1.676891,0.9904660000000001,-0.565691,1.001509,-130.2688023799326,-6.170317243000246,-19.738351197249425,-122.40469737736923,-71.12905018766088,25.854416895241133
94,4.000208854675293,0.329198,1.011515,1.663409,0.990583,-0.5656996666666667,1.0014926666666666,-129.94947326494272,-6.065067145718906,-19.759639805293578,-122.08894708560489,-70.85229828734121,25.68218946329724
95,4.610553026199341,0.3285183333333333,1.0113616666666667,1.649927,0.9907,-0.5657083333333334,1.0014763333333334,-129.63014414995286,-5.9502488577031984,-19.780928413337733,-121.77319679384053,-70.57554638843965,25.509962031433023
96,4.882683038711548,0.32783866666666667,1.0112083333333333,1.6363716666666666,0.9970953333333333,-0.565717,1.00146,-129.31081503354488,-5.8354305698468325,-19.802217021381885,-121.43831012068712,-70.29879448811998,25.3377345995688
97,4.999783039093018,0.327159,1.011055,1.6228163333333334,1.0034906666666668,-0.5657286666666667,1.0014436666666666,-128.99148591855501,-5.720612281910795,-19.823505628007933,-121.10342344769305,-70.00075397975615,25.155938976970212
98,5.610215902328491,0.32638999999999996,1.01094,1.609261,1.009886,-0.5657403333333334,1.0014273333333334,-128.67215680214704,-5.615362184629455,-19.844794236052085,-120.76853677453963,-69.70271347281043,24.974143354530966
99,5.882028818130493,0.325621,1.010825,1.598813,1.007576,-0.565752,1.001411,-128.35282768715717,-5.510112087348115,-19.844794236052085,-120.42408191081118,-69.4046729644466,24.79234773201205
100,5.9997289180755615,0.324852,1.01071,1.588365,1.005266,-0.56575,1.001395,-128.0334985721673,-5.404861990066775,-19.844794236052085,-120.07962704708275,-69.12792106412694,24.61055210941346
101,6.610169887542725,0.3242343333333333,1.0105983333333333,1.577917,1.002956,-0.565748,1.001379,-127.71416945575932,-5.299611892865106,-19.844794236052085,-119.73517218335431,-68.85116916380727,24.428756486974216
102,6.88261604309082,0.32361666666666666,1.0104866666666668,1.5814456666666667,1.0032153333333333,-0.565746,1.001363,-127.39484034076945,-5.194361795663437,-19.866082844096237,-119.42899008224465,-68.5744172634876,24.246960864455296
103,6.999693870544434,0.322999,1.010375,1.5849743333333333,1.0034746666666665,-0.5657563333333333,1.0013476666666667,-127.07551122577958,-5.089111698382097,-19.887371452140393,-119.12280798113501,-68.29766536316792,24.065165241856707
104,7.6105568408966064,0.32253933333333334,1.0102616666666666,1.588503,1.003734,-0.5657666666666666,1.0013323333333333,-126.7561821093716,-4.983861601180428,-19.908660060184545,-118.81662588002536,-68.02091346426636,23.883369619337792
105,7.882237911224365,0.32207966666666665,1.0101483333333334,1.5971666666666666,1.007731,-0.565777,1.001317,-126.43685299438172,-4.878611503899088,-19.908660060184545,-118.48173920687194,-67.74416156394669,23.701573996739203
106,7.999811887741089,0.32162,1.010035,1.6058303333333335,1.011728,-0.5657856666666666,1.001302,-126.11752387939185,-4.773361406617748,-19.908660060184545,-118.1468525337982,-67.46740966362702,23.529346564954654
107,8.610183000564575,0.32131133333333334,1.009924,1.614494,1.015725,-0.5657943333333333,1.001287,-125.79819476440198,-4.668111309336409,-19.908660060184545,-117.81196586072446,-67.19065776330734,23.357119133010762
