,time,asv_1,asv_2,asv_3
82,0.0,"(63.3293998102079, 10.080027582129334)","(63.3304290333939, 10.077660120519853)","(63.3299339978589, 10.080730410358026)"
83,0.6103940010070801,"(63.32940267499688, 10.080029873960514)","(63.330428269450174, 10.0776664230556)","(63.32993648067601, 10.080726781625325)"
84,0.8825860023498535,"(63.32940553978585, 10.080032165791696)","(63.33042750550644, 10.077672916577278)","(63.32993896349313, 10.080723152892622)"
85,1.0000920295715332,"(63.32940840457483, 10.080034457622876)","(63.33042674156271, 10.077679410098957)","(63.32994163729617, 10.08071971514585)"
86,1.6105499267578125,"(63.3294112693638, 10.080036558468125)","(63.33042597761898, 10.077685903620635)","(63.32994431109922, 10.08071627739908)"
87,1.8820829391479492,"(63.32941413415278, 10.080038659313374)","(63.33042559564712, 10.077692397142313)","(63.329946984902264, 10.080712839652309)"
88,2.000208854675293,"(63.32941699894175, 10.080040760158623)","(63.330425213675255, 10.07769889066399)","(63.32994946771937, 10.080709210919606)"
89,2.610213041305542,"(63.329419863730735, 10.080043051989803)","(63.3304248317034, 10.077705384185668)","(63.32995195053648, 10.080705582186905)"
90,2.8826398849487305,"(63.32942272851971, 10.080045343820982)","(63.3304242587456, 10.077712068693279)","(63.32995443335359, 10.080701953454202)"
91,2.9998040199279785,"(63.32942559330869, 10.080047635652162)","(63.33042368578781, 10.077718753200887)","(63.32995691617071, 10.0806983247215)"
92,3.6137850284576416,"(63.32942845809767, 10.080049736497411)","(63.33042311283001, 10.077725437708498)","(63.32995939898782, 10.080694695988798)"
93,3.8818979263305664,"(63.32943132288664, 10.08005183734266)","(63.33042292184408, 10.077731740244245)","(63.329961881804934, 10.080691067256096)"
94,4.000208854675293,"(63.329434187675616, 10.080053938187909)","(63.330422730858146, 10.077738042779991)","(63.32996436462204, 10.080687629509324)"
95,4.610553026199341,"(63.32943705246459, 10.08005623001909)","(63.33042253987222, 10.077744345315738)","(63.32996684743915, 10.080684191762554)"
96,4.882683038711548,"(63.32943991725357, 10.08005852185027)","(63.33042234888629, 10.077751029823348)","(63.32996933025626, 10.080680754015782)"
97,4.999783039093018,"(63.32944278204255, 10.080060813681452)","(63.33042215790036, 10.077757714330957)","(63.32997200405931, 10.08067712528308)"
98,5.610215902328491,"(63.32944564683152, 10.080062914526701)","(63.33042196691443, 10.077764398838568)","(63.32997467786235, 10.080673496550379)"
99,5.882028818130493,"(63.3294485116205, 10.08006501537195)","(63.33042196691443, 10.07777127433211)","(63.3299773516654, 10.080669867817676)"
100,5.9997289180755615,"(63.32945137640947, 10.080067116217199)","(63.33042196691443, 10.07777814982565)","(63.329979834482515, 10.080666239084973)"
101,6.610169887542725,"(63.32945424119845, 10.080069217062448)","(63.33042196691443, 10.07778502531919)","(63.329982317299624, 10.080662610352272)"
102,6.88261604309082,"(63.32945710598742, 10.080071317907695)","(63.33042177592849, 10.077791136869006)","(63.32998480011674, 10.08065898161957)"
103,6.999693870544434,"(63.3294599707764, 10.080073418752944)","(63.330421584942556, 10.07779724841882)","(63.32998728293385, 10.080655352886867)"
104,7.6105568408966064,"(63.32946283556537, 10.080075519598193)","(63.33042139395662, 10.077803359968636)","(63.32998976575096, 10.080651724154164)"
105,7.882237911224365,"(63.32946570035435, 10.080077620443442)","(63.33042139395662, 10.077810044476246)","(63.32999224856807, 10.080648095421461)"
106,7.999811887741089,"(63.32946856514332, 10.08007972128869)","(63.33042139395662, 10.077816728983855)","(63.329994731385185, 10.080644657674691)"
107,8.610183000564575,"(63.3294714299323, 10.08008182213394)","(63.33042139395662, 10.077823413491465)","(63.329997214202294, 10.08064121992792)"
108,8.8821439743042,"(63.32947429472127, 10.080083922979188)","(63.33042120297069, 10.077830288985007)","(63.32999969701941, 10.08063778218115)"
109,8.999815940856934,"(63.32947715951025, 10.080086023824437)","(63.33042101198476, 10.077837164478549)","(63.33000217983652, 10.080634153448447)"
110,9.610535860061646,"(63.32948002429922, 10.080088124669686)","(63.33042082099883, 10.07784403997209)","(63.33000466265363, 10.080630524715744)"
111,9.882256984710693,"(63.3294828890882, 10.080090225514935)","(63.3304206300129, 10.0778507244797)","(63.33000714547074, 10.080626895983041)"
112,9.999820947647095,"(63.32948575387717, 10.080092326360184)","(63.330420439026966, 10.07785740898731)","(63.33000981927378, 10.080623267250338)"
113,10.610292911529541,"(63.32948861866615, 10.080094427205433)","(63.33042024804104, 10.07786409349492)","(63.33001249307683, 10.080619638517636)"
114,10.882534980773926,"(63.32949148345512, 10.080096528050682)","(63.3304200570551, 10.077870778002529)","(63.330015166879875, 10.080616009784933)"
115,10.999888896942139,"(63.3294943482441, 10.08009862889593)","(63.33041986606917, 10.07787746251014)","(63.33001764969699, 10.080612572038163)"
116,11.610198974609375,"(63.32949721303307, 10.08010072974118)","(63.330419675083235, 10.077884147017748)","(63.3300201325141, 10.080609134291391)"
117,11.882215976715088,"(63.32950007782205, 10.080102830586426)","(63.330419484097305, 10.07789102251129)","(63.33002261533122, 10.080605696544621)"
118,11.999827861785889,"(63.32950294261102, 10.080104931431675)","(63.33041929311137, 10.077897898004833)","(63.330025098148326, 10.080602067811919)"
119,12.610220909118652,"(63.329505807400004, 10.080107032276924)","(63.33041910212544, 10.077904773498375)","(63.330027580965435, 10.080598439079216)"
120,12.881919860839844,"(63.32950867218898, 10.080109133122173)","(63.33041891113951, 10.077911458005985)","(63.330030063782544, 10.080594810346513)"
121,12.99986481666565,"(63.32951153697796, 10.080111233967422)","(63.33041872015358, 10.077918142513594)","(63.33003254659966, 10.08059118161381)"
122,13.610152959823608,"(63.329514401766936, 10.08011333481267)","(63.33041852916765, 10.077924827021205)","(63.33003502941677, 10.08058755288111)"
123,13.881932020187378,"(63.32951726655591, 10.08011543565792)","(63.33041852916765, 10.077931702514746)","(63.330037512233886, 10.080583924148407)"
124,13.999716997146606,"(63.329520131344886, 10.080117536503169)","(63.33041852916765, 10.077938578008286)","(63.33004018603693, 10.080580486401635)"
125,14.61069393157959,"(63.32952299613386, 10.080119637348417)","(63.33041852916765, 10.077945453501828)","(63.33004285983998, 10.080577048654865)"
126,14.881898880004883,"(63.329525860922836, 10.080121738193666)","(63.33041833818172, 10.077952138009438)","(63.33004553364302, 10.080573610908093)"
127,14.999913930892944,"(63.32952872571181, 10.080123839038915)","(63.330418147195786, 10.077958822517047)","(63.33004801646013, 10.08056998217539)"
128,15.610167980194092,"(63.329531590500785, 10.080125939884164)","(63.33041795620986, 10.077965507024658)","(63.33005049927724, 10.08056635344269)"
129,15.88201904296875,"(63.32953445528977, 10.080128040729415)","(63.33041776522392, 10.077972191532268)","(63.33005298209435, 10.080562724709987)"
130,15.999821901321411,"(63.32953732007874, 10.080130141574664)","(63.33041757423799, 10.077978876039877)","(63.33005546491147, 10.080559095977284)"
131,16.610561847686768,"(63.32954018486772, 10.08013205143398)","(63.330417383252055, 10.077985560547488)","(63.33005794772858, 10.080555467244581)"
132,16.88208794593811,"(63.32954304965669, 10.080133961293297)","(63.330417192266125, 10.077992245055096)","(63.33006043054569, 10.080551838511878)"
133,16.999841928482056,"(63.32954591444567, 10.080135871152613)","(63.330417001280196, 10.077998929562707)","(63.3300629133628, 10.080548209779176)"
134,17.610177993774414,"(63.32954877923464, 10.080137971997862)","(63.33041681029427, 10.078005614070316)","(63.33006539617992, 10.080544581046475)"
135,17.881903886795044,"(63.32955164402362, 10.080140072843111)","(63.33041661930834, 10.078012489563857)","(63.33006787899703, 10.080540952313772)"
136,17.999858856201172,"(63.32955450881259, 10.08014217368836)","(63.3304164283224, 10.0780193650574)","(63.33007055280007, 10.080537514567)"
137,18.610622882843018,"(63.32955737360157, 10.080144274533609)","(63.33041623733647, 10.078026240550942)","(63.33007322660311, 10.08053407682023)"
138,18.881940841674805,"(63.32956023839054, 10.080146375378858)","(63.330415855364606, 10.078032925058553)","(63.33007590040616, 10.080530639073459)"
139,18.99980902671814,"(63.32956310317952, 10.080148476224107)","(63.33041547339274, 10.078039609566162)","(63.330078383223274, 10.080527010340756)"
140,19.61055302619934,"(63.32956596796849, 10.080150386083425)","(63.330415091420875, 10.078046294073772)","(63.33008086604038, 10.080523381608055)"
141,19.881953954696655,"(63.32956883275747, 10.08015229594274)","(63.330414900434945, 10.07805297858138)","(63.3300833488575, 10.080519752875352)"
142,19.999790906906128,"(63.32957169754644, 10.080154205802058)","(63.330414709449016, 10.078059663088991)","(63.33008583167461, 10.08051612414265)"
143,20.610267877578735,"(63.32957456233542, 10.080156306647307)","(63.33041451846309, 10.0780663475966)","(63.33008831449172, 10.080512495409947)"
144,20.88190793991089,"(63.32957742712439, 10.080158407492556)","(63.33041413649122, 10.07807303210421)","(63.33009079730883, 10.080508866677244)"
145,20.999897003173828,"(63.329580291913366, 10.080160508337805)","(63.330413754519356, 10.07807971661182)","(63.33009328012594, 10.080505428930474)"
146,21.610574960708618,"(63.32958315670235, 10.080162418197123)","(63.33041337254749, 10.07808640111943)","(63.33009576294306, 10.080501991183702)"
147,21.88263201713562,"(63.32958602149132, 10.080164328056439)","(63.33041299057563, 10.07809308562704)","(63.330098245760176, 10.080498553436932)"
148,22.000164031982422,"(63.329588886280305, 10.080166237915757)","(63.330412608603766, 10.07809977013465)","(63.330100728577285, 10.08049492470423)"
149,22.610570907592773,"(63.32959175106928, 10.080168338761005)","(63.33041222663191, 10.07810645464226)","(63.330103211394395, 10.080491295971527)"
150,22.882503986358643,"(63.329594615858255, 10.080170439606254)","(63.33041203564598, 10.07811313914987)","(63.330105694211504, 10.080487667238824)"
151,22.9998939037323,"(63.32959748064723, 10.080172540451503)","(63.33041184466004, 10.07811982365748)","(63.33010836801455, 10.080484038506121)"
152,23.610183000564575,"(63.329600536422134, 10.08017445031082)","(63.33041165367411, 10.07812650816509)","(63.33011104181759, 10.080480409773418)"
153,23.88239097595215,"(63.329603592197046, 10.080176360170137)","(63.330411271702246, 10.078133383658631)","(63.330113715620634, 10.080476781040716)"
154,23.999879837036133,"(63.32960664797195, 10.080178270029453)","(63.33041088973038, 10.078140259152173)","(63.33011619843775, 10.080473343293946)"
155,24.61053991317749,"(63.329609512760925, 10.08018017988877)","(63.330410507758515, 10.078147134645715)","(63.33011868125486, 10.080469905547174)"
