,time,asv_1,asv_2,asv_3
56,0.0,"(63.32935683837328, 10.080106650305062)","(63.330586405801625, 10.077825514336714)","(63.329752943195636, 10.081217424483889)"
57,0.09354591369628906,"(63.32935893921853, 10.08010741424879)","(63.330586405801625, 10.077832198844325)","(63.32975561699868, 10.08121532363864)"
58,0.4176299571990967,"(63.32936104006377, 10.080108178192516)","(63.330586405801625, 10.077838883351934)","(63.32975848178766, 10.08121303180746)"
59,1.0004839897155762,"(63.329363140909024, 10.080108942136244)","(63.330586405801625, 10.077845567859544)","(63.32976134657663, 10.081210739976278)"
60,1.0935328006744385,"(63.32936505076834, 10.08010970607997)","(63.330586405801625, 10.077852252367153)","(63.32976421136561, 10.081208448145098)"
61,1.4178040027618408,"(63.32936696062765, 10.080110470023696)","(63.330586405801625, 10.077858936874764)","(63.32976707615458, 10.08120634729985)"
62,1.9999430179595947,"(63.32936887048697, 10.080111233967422)","(63.330586214815696, 10.077865621382372)","(63.32976994094356, 10.0812042464546)"
63,2.0937118530273438,"(63.32937058936035, 10.08011199791115)","(63.33058602382976, 10.077872305889983)","(63.32977280573253, 10.081202145609351)"
64,2.418012857437134,"(63.329372308233744, 10.080112761854876)","(63.33058583284383, 10.077878990397592)","(63.32977547953558, 10.081199853778172)"
65,2.999992847442627,"(63.32937402710713, 10.080113525798604)","(63.33058583284383, 10.077885674905202)","(63.32977815333862, 10.08119756194699)"
66,3.093949794769287,"(63.329375745980514, 10.08011428974233)","(63.33058583284383, 10.077892359412813)","(63.32978082714167, 10.08119527011581)"
67,3.4173078536987305,"(63.32937746485389, 10.080115053686058)","(63.33058583284383, 10.077899043920423)","(63.32978369193064, 10.08119297828463)"
68,3.9999589920043945,"(63.329379183727276, 10.080115817629784)","(63.33058583284383, 10.077905919413965)","(63.32978655671962, 10.081190686453448)"
69,4.0935378074646,"(63.32938071161473, 10.080116963545374)","(63.33058583284383, 10.077912794907506)","(63.32978942150859, 10.081188394622268)"
70,4.4172749519348145,"(63.329382239502195, 10.080118109460965)","(63.33058583284383, 10.077919670401048)","(63.32979228629757, 10.08118629377702)"
71,4.999921798706055,"(63.32938376738965, 10.080119255376555)","(63.33058583284383, 10.077926354908659)","(63.32979515108654, 10.081184192931772)"
72,5.093688011169434,"(63.329385486263035, 10.080120401292145)","(63.33058583284383, 10.077933039416267)","(63.32979801587552, 10.081182092086523)"
73,5.41733193397522,"(63.32938720513641, 10.080121547207735)","(63.33058583284383, 10.077939723923878)","(63.3298008806645, 10.081179800255342)"
74,5.999935865402222,"(63.3293889240098, 10.080122693123325)","(63.33058583284383, 10.077946408431487)","(63.329803745453475, 10.081177508424162)"
75,6.094030857086182,"(63.32939064288318, 10.08012441199671)","(63.33058583284383, 10.077953092939097)","(63.32980661024246, 10.08117521659298)"
76,6.418835878372192,"(63.32939236175656, 10.080126130870097)","(63.33058583284383, 10.077959777446706)","(63.32980947503143, 10.0811729247618)"
77,6.9999918937683105,"(63.329394080629946, 10.080127849743482)","(63.3305856418579, 10.077966461954317)","(63.32981233982041, 10.081170632930618)"
78,7.093961000442505,"(63.3293961814752, 10.0801297596028)","(63.330585450871965, 10.077973146461925)","(63.32981520460938, 10.081168341099438)"
79,7.419158935546875,"(63.329398282320454, 10.080131669462116)","(63.330585259886035, 10.077979830969536)","(63.32981806939836, 10.081166049268258)"
80,8.000182867050171,"(63.329400383165705, 10.080133579321434)","(63.330585259886035, 10.077986515477146)","(63.32982093418733, 10.081163757437078)"
81,8.093545913696289,"(63.32940229302502, 10.080135871152613)","(63.330585259886035, 10.077993199984755)","(63.32982379897631, 10.081161465605899)"
82,8.417285919189453,"(63.329404202884334, 10.080138162983795)","(63.330585259886035, 10.077999884492366)","(63.32982666376528, 10.08115936476065)"
83,8.999923944473267,"(63.32940611274365, 10.080140454814975)","(63.330585259886035, 10.078006568999976)","(63.32982952855426, 10.0811572639154)"
84,9.093900918960571,"(63.3294082135889, 10.080142555660224)","(63.330585259886035, 10.078013253507585)","(63.32983239334323, 10.081155163070152)"
85,9.41728687286377,"(63.32941031443415, 10.080144656505471)","(63.330585259886035, 10.078019938015196)","(63.32983506714628, 10.081152871238972)"
86,9.999924898147583,"(63.3294124152794, 10.08014675735072)","(63.330585259886035, 10.078026622522806)","(63.32983774094932, 10.08115057940779)"
87,10.09360384941101,"(63.32941451612465, 10.0801490491819)","(63.330585259886035, 10.078033307030415)","(63.32984041475237, 10.08114828757661)"
88,10.418789863586426,"(63.329416616969894, 10.080151341013082)","(63.330585259886035, 10.078039991538025)","(63.32984327954134, 10.081145995745429)"
89,10.999931812286377,"(63.329418717815145, 10.080153632844262)","(63.330585259886035, 10.078046676045634)","(63.32984614433032, 10.081143703914249)"
90,11.093973875045776,"(63.32942062767446, 10.080155924675443)","(63.330585259886035, 10.078053360553245)","(63.32984900911929, 10.081141412083067)"
