,time,asv_1,asv_2
22,0.0,"(63.32940611274365, 10.07976917816373)","(63.3305187967818, 10.079861137889848)"
23,0.48300600051879883,"(63.329410696406015, 10.07977146999491)","(63.33052108861298, 10.07986085141095)"
24,1.014348030090332,"(63.32941528006838, 10.079773761826091)","(63.33052338044416, 10.079860278453156)"
25,1.4818971157073975,"(63.32941957725184, 10.079775767178374)","(63.330525672275336, 10.07985970549536)"
26,2.000230073928833,"(63.32942387443531, 10.079777772530656)","(63.330527964106516, 10.079859132537566)"
27,2.4809341430664062,"(63.32942845809767, 10.079780350840736)","(63.330530255937695, 10.07985855957977)"
28,3.000075101852417,"(63.329433041760026, 10.079782929150813)","(63.330532547768875, 10.079858273100871)"
29,3.4845681190490723,"(63.329437625422386, 10.07978550746089)","(63.330534839600055, 10.079857986621974)"
30,4.000033140182495,"(63.32944220908474, 10.079788085770968)","(63.33053713143124, 10.079857413664179)"
31,4.480805158615112,"(63.32944650626821, 10.079790664081045)","(63.33053942326243, 10.079856840706384)"
32,5.000152111053467,"(63.32945080345168, 10.079793242391125)","(63.3305417150936, 10.079856267748589)"
33,5.4811999797821045,"(63.32945538711404, 10.079795534222306)","(63.33054400692478, 10.079855694790796)"
34,6.000085115432739,"(63.3294599707764, 10.079797826053486)","(63.33054601227707, 10.079855121832999)"
35,6.480952024459839,"(63.329464267959864, 10.079800117884666)","(63.330548017629354, 10.079854548875204)"
36,7.000194072723389,"(63.32946856514332, 10.079802409715848)","(63.330550309460534, 10.079853975917409)"
37,7.48108696937561,"(63.32947314880568, 10.07980470154703)","(63.330552601291714, 10.079853402959614)"
38,8.000368118286133,"(63.32947773246804, 10.07980699337821)","(63.330554893122894, 10.079853116480717)"
39,8.480674028396606,"(63.32948231613041, 10.079808998730492)","(63.33055718495407, 10.079852830001819)"
40,8.999932050704956,"(63.32948689979277, 10.079811004082774)","(63.33055947678525, 10.079852257044024)"
41,9.48127293586731,"(63.329491196976235, 10.079813009435057)","(63.33056176861643, 10.079851684086227)"
42,10.003360033035278,"(63.329495494159694, 10.07981501478734)","(63.33056406044761, 10.079851111128434)"
43,10.481044054031372,"(63.329500077822054, 10.079816733660724)","(63.33056635227879, 10.07985053817064)"
