,time,asv_1,asv_2,asv_3,asv_4,asv_5,asv_6
113,1.6934080123901367,"(63.328246255180375, 10.083170064649694)","(63.32915649413091, 10.082738245458097)","(63.32856816196828, 10.085709604583645)","(63.33058812467501, 10.088051283092346)","(63.333026633051084, 10.082799551942177)","(63.33262498963669, 10.080068548611687)"
114,1.8718180656433105,"(63.32824749658893, 10.083172165494943)","(63.32915725807464, 10.082738245458097)","(63.32856959436276, 10.085708649653988)","(63.33058812467501, 10.08804794083854)","(63.33302520065659, 10.082798692505484)","(63.3326238437211, 10.080070553963969)"
115,1.9997870922088623,"(63.328248737997484, 10.083174266340192)","(63.32915802201836, 10.082738245458097)","(63.328571026757245, 10.085707694724329)","(63.33058812467501, 10.088044598584736)","(63.33302376826211, 10.08279783306879)","(63.332622793298476, 10.080072463823287)"
116,2.0982561111450195,"(63.328249883913074, 10.083176367185441)","(63.32915878596209, 10.082738245458097)","(63.32857245915174, 10.08570673979467)","(63.33058812467501, 10.088041256330932)","(63.333022335867625, 10.082796973632098)","(63.33262174287585, 10.080074373682603)"
117,2.269287109375,"(63.32825102982867, 10.08317846803069)","(63.32915954990582, 10.082738245458097)","(63.32857389154623, 10.085705689372045)","(63.33058812467501, 10.088037914077127)","(63.333020903473134, 10.082796114195405)","(63.33262069245323, 10.08007628354192)"
118,2.4979770183563232,"(63.32825217574426, 10.083180568875939)","(63.32916031384954, 10.082738245458097)","(63.32857532394071, 10.085704638949421)","(63.33058812467501, 10.088034571823322)","(63.33301937558568, 10.082795159265746)","(63.33261964203061, 10.080078193401238)"
119,2.6933560371398926,"(63.32825332165985, 10.083182669721188)","(63.3291609823003, 10.082738245458097)","(63.328576756335195, 10.085703588526798)","(63.33058812467501, 10.088031229569516)","(63.33301784769823, 10.082794204336087)","(63.33261859160798, 10.080080103260554)"
120,2.8716981410980225,"(63.32825446757545, 10.083184770566437)","(63.32916165075107, 10.082738245458097)","(63.328578188729686, 10.085702538104172)","(63.33058812467501, 10.088027791822746)","(63.333016319810774, 10.082793249406429)","(63.33261754118536, 10.080082013119872)"
121,2.9997620582580566,"(63.32825561349104, 10.083186871411685)","(63.32916231920183, 10.082738245458097)","(63.32857962112418, 10.085701487681547)","(63.33058812467501, 10.088024354075975)","(63.33301479192332, 10.082792294476771)","(63.33261639526977, 10.080084018472155)"
122,3.098210096359253,"(63.32825685489959, 10.083188876763968)","(63.32916298765259, 10.082738245458097)","(63.32858105351866, 10.085700437258923)","(63.33058812467501, 10.088020916329203)","(63.33301326403587, 10.082791339547112)","(63.33261524935418, 10.080086023824437)"
123,3.2690930366516113,"(63.32825809630815, 10.08319088211625)","(63.329163656103354, 10.082738245458097)","(63.328582485913145, 10.085699482329264)","(63.33058812467501, 10.088017478582433)","(63.333011736148414, 10.082790384617454)","(63.33261410343859, 10.080088029176721)"
124,3.4978530406951904,"(63.3282593377167, 10.083192887468535)","(63.329164324554114, 10.082738245458097)","(63.328583918307636, 10.085698527399606)","(63.33058812467501, 10.088014040835663)","(63.33301030375392, 10.082789525180761)","(63.332612957523, 10.080090034529004)"
125,3.693355083465576,"(63.328260579125256, 10.083194892820817)","(63.32916508849784, 10.082738245458097)","(63.32858535070213, 10.085697572469947)","(63.33058812467501, 10.088010603088891)","(63.33300887135944, 10.082788665744069)","(63.33261181160741, 10.080092039881286)"
126,3.8717761039733887,"(63.32826182053381, 10.0831968981731)","(63.32916585244157, 10.082738245458097)","(63.32858678309661, 10.08569661754029)","(63.33058812467501, 10.088007260835086)","(63.333007438964955, 10.082787806307376)","(63.33261066569182, 10.080094045233569)"
127,4.000005006790161,"(63.328263061942366, 10.083198903525382)","(63.329166616385294, 10.082738245458097)","(63.328588215491095, 10.08569566261063)","(63.33058812467501, 10.08800391858128)","(63.333006006570464, 10.082786946870682)","(63.33260951977623, 10.080095955092887)"
128,4.0982279777526855,"(63.328264207857956, 10.08320100437063)","(63.32916738032902, 10.082738245458097)","(63.328589647885586, 10.085694707680972)","(63.33058812467501, 10.088000576327477)","(63.33300457417597, 10.08278608743399)","(63.33260837386064, 10.080097864952203)"
129,4.269272089004517,"(63.328265353773546, 10.08320310521588)","(63.32916814427275, 10.082738245458097)","(63.32859108028008, 10.08569384824428)","(63.33058812467501, 10.087997234073672)","(63.33300314178149, 10.082785227997297)","(63.33260722794505, 10.080099774811519)"
130,4.498034954071045,"(63.328266499689136, 10.083205206061129)","(63.329168908216474, 10.082738245458097)","(63.32859251267456, 10.085692988807587)","(63.33058812467501, 10.087993891819867)","(63.33300180487997, 10.082784368560604)","(63.332606082029464, 10.080101684670836)"
131,4.693371057510376,"(63.328267645604726, 10.083207306906377)","(63.32916957666723, 10.082738245458097)","(63.32859394506905, 10.085692129370894)","(63.33058812467501, 10.087990549566062)","(63.333000467978444, 10.082783509123912)","(63.332604936113874, 10.080103594530154)"
132,4.873507022857666,"(63.328268791520316, 10.083209407751626)","(63.32917024511799, 10.082738245458097)","(63.32859537746354, 10.085691269934202)","(63.33058812467501, 10.087987207312256)","(63.332999131076924, 10.08278264968722)","(63.332603790198284, 10.08010550438947)"
133,4.999814987182617,"(63.328269937435905, 10.083211508596875)","(63.32917091356876, 10.082738245458097)","(63.32859680985803, 10.08569041049751)","(63.33058812467501, 10.087983865058453)","(63.332997794175405, 10.082781790250527)","(63.33260254878973, 10.080107414248788)"
134,5.0982301235198975,"(63.32827117884446, 10.083213609442124)","(63.32917158201952, 10.082738245458097)","(63.32859824225252, 10.085689551060817)","(63.33058812467501, 10.087980522804648)","(63.33299645727388, 10.082780930813835)","(63.33260130738117, 10.080109324108104)"
135,5.270859003067017,"(63.32827242025302, 10.083215710287373)","(63.32917225047028, 10.082738245458097)","(63.32859967464701, 10.085688691624124)","(63.33058812467501, 10.087977180550842)","(63.33299512037236, 10.082780071377142)","(63.33260006597261, 10.080111233967422)"
136,5.497864007949829,"(63.32827366166158, 10.083217811132622)","(63.32917291892104, 10.082738245458097)","(63.32860110704149, 10.085687832187432)","(63.33058812467501, 10.087973838297039)","(63.33299368797787, 10.082779020954519)","(63.33259882456406, 10.08011314382674)"
137,5.693351984024048,"(63.32827490307013, 10.08321991197787)","(63.32917368286476, 10.082738245458097)","(63.32860253943598, 10.08568697275074)","(63.33058812467501, 10.087970496043233)","(63.332992255583385, 10.082777970531893)","(63.3325975831555, 10.080115053686056)"
138,5.8716959953308105,"(63.32827614447869, 10.08322201282312)","(63.329174446808494, 10.082738245458097)","(63.32860397183047, 10.085686113314045)","(63.33058812467501, 10.087967058296464)","(63.332990823188894, 10.08277692010927)","(63.33259634174694, 10.080116963545374)"
139,5.999739170074463,"(63.32827738588725, 10.083224113668368)","(63.32917521075222, 10.082738245458097)","(63.32860540422496, 10.085685253877353)","(63.33058812467501, 10.087963620549692)","(63.3329893907944, 10.082775869686646)","(63.33259510033839, 10.080118682418759)"
140,6.098227024078369,"(63.32827853180284, 10.083226214513617)","(63.32917597469594, 10.082738245458097)","(63.32860683661944, 10.08568439444066)","(63.33058812467501, 10.08796018280292)","(63.33298795839992, 10.08277481926402)","(63.33259385892983, 10.080120401292145)"
141,6.269032001495361,"(63.32827967771843, 10.083228315358866)","(63.329176738639674, 10.082738245458097)","(63.328608269013934, 10.085683535003968)","(63.33058812467501, 10.08795674505615)","(63.33298652600543, 10.082773768841397)","(63.33259261752127, 10.08012212016553)"
142,6.497868061065674,"(63.32828082363402, 10.083230416204115)","(63.3291775025834, 10.082738245458097)","(63.328609701408425, 10.085682675567275)","(63.33058812467501, 10.08795330730938)","(63.33298518910391, 10.082772718418772)","(63.33259137611272, 10.080123839038915)"
143,6.693369150161743,"(63.3282819695496, 10.083232517049364)","(63.32917817103416, 10.082738245458097)","(63.32861113380291, 10.085681816130581)","(63.33058812467501, 10.087949869562609)","(63.33298385220238, 10.082771667996148)","(63.33259013470416, 10.080125557912302)"
144,6.871690988540649,"(63.32828311546519, 10.083234617894613)","(63.32917883948492, 10.082738245458097)","(63.3286125661974, 10.085680956693889)","(63.330588029182046, 10.087946527308803)","(63.33298251530086, 10.082770617573523)","(63.33258889329561, 10.080127276785687)"
145,6.999719142913818,"(63.32828426138078, 10.083236718739862)","(63.32917950793568, 10.082738245458097)","(63.32861399859189, 10.085680097257196)","(63.33058793368908, 10.087943185054998)","(63.33298117839934, 10.082769567150898)","(63.33258755639409, 10.08012880467314)"
146,7.098231077194214,"(63.328285502789335, 10.083238724092144)","(63.329180176386444, 10.082738245458097)","(63.32861543098638, 10.085679237820504)","(63.33058783819611, 10.087939842801193)","(63.33297984149782, 10.082768516728274)","(63.33258621949256, 10.080130332560595)"
147,7.2690839767456055,"(63.3282867441979, 10.083240729444428)","(63.329180844837204, 10.082738245458097)","(63.32861686338087, 10.085678473876778)","(63.330587742703145, 10.087936500547388)","(63.3329785045963, 10.082767466305649)","(63.33258488259104, 10.080131860448049)"
148,7.497857093811035,"(63.32828798560645, 10.08324273479671)","(63.32918151328796, 10.082738245458097)","(63.32861829577536, 10.08567770993305)","(63.33058764721018, 10.087933158293582)","(63.332977072201814, 10.082766129404128)","(63.33258354568952, 10.0801333883355)"
149,7.693319082260132,"(63.328289227015006, 10.083244740148993)","(63.32918227723169, 10.082738245458097)","(63.32861972816984, 10.085676945989324)","(63.330587551717215, 10.087929816039777)","(63.33297563980732, 10.082764792502605)","(63.332582208788, 10.080134916222955)"
150,7.871692180633545,"(63.32829046842357, 10.083246745501278)","(63.32918304117542, 10.082738245458097)","(63.32862116056433, 10.085676182045598)","(63.330587551717215, 10.087926473785972)","(63.33297420741283, 10.082763455601082)","(63.33258087188648, 10.080136444110408)"
151,7.999690055847168,"(63.32829170983212, 10.08324875085356)","(63.32918380511914, 10.082738245458097)","(63.32862259295882, 10.08567541810187)","(63.330587551717215, 10.087923131532168)","(63.33297277501835, 10.082762118699561)","(63.33257963047792, 10.080137971997862)"
152,8.09827709197998,"(63.32829285574771, 10.083250851698809)","(63.32918456906287, 10.082738245458097)","(63.32862402535331, 10.085674654158144)","(63.330587551717215, 10.087919789278363)","(63.332971342623864, 10.08276078179804)","(63.33257838906936, 10.080139499885316)"
153,8.269227981567383,"(63.3282940016633, 10.083252952544058)","(63.3291853330066, 10.082738245458097)","(63.328625553240755, 10.085673890214416)","(63.330587551717215, 10.087916447024558)","(63.33296991022937, 10.082759444896517)","(63.33257714766081, 10.08014102777277)"
154,8.497904062271118,"(63.32829514757889, 10.083255053389305)","(63.32918609695032, 10.082738245458097)","(63.32862708112821, 10.08567312627069)","(63.330587551717215, 10.087913104770754)","(63.33296857332785, 10.082758107994994)","(63.33257590625225, 10.080142555660224)"
155,8.693626165390015,"(63.32829629349448, 10.083257154234554)","(63.32918676540108, 10.082738245458097)","(63.32862860901567, 10.085672362326964)","(63.330587551717215, 10.087909762516949)","(63.33296723642633, 10.082756771093473)","(63.33257466484369, 10.080144083547678)"
156,8.8716881275177,"(63.32829743941007, 10.083259255079803)","(63.32918743385184, 10.082738245458097)","(63.328630136903115, 10.085671598383236)","(63.330587551717215, 10.087906420263144)","(63.33296589952481, 10.082755434191952)","(63.332573423435136, 10.080145611435132)"
157,9.00002908706665,"(63.32829858532566, 10.083261355925051)","(63.32918810230261, 10.082738245458097)","(63.328631664790564, 10.085670834439508)","(63.330587551717215, 10.087903078009338)","(63.33296456262328, 10.08275409729043)","(63.332571991040645, 10.08014704382962)"
158,9.098441123962402,"(63.32829982673422, 10.0832634567703)","(63.32918877075337, 10.082738245458097)","(63.32863319267802, 10.085670070495782)","(63.330587551717215, 10.087899735755535)","(63.332963225721755, 10.082752760388907)","(63.33257055864616, 10.080148476224107)"
159,9.269306182861328,"(63.32830106814278, 10.08326555761555)","(63.32918943920413, 10.082738245458097)","(63.32863462507251, 10.085669306552056)","(63.330587551717215, 10.08789639350173)","(63.332961888820236, 10.082751423487386)","(63.33256912625167, 10.080149908618594)"
160,9.497853994369507,"(63.32830230955133, 10.083267658460798)","(63.32919010765489, 10.082738245458097)","(63.328636057466994, 10.085668542608328)","(63.330587551717215, 10.087893051247924)","(63.33296055191872, 10.082749895599932)","(63.33256769385718, 10.080151341013083)"
161,9.69343614578247,"(63.32830355095989, 10.083269759306047)","(63.32919087159861, 10.082738245458097)","(63.32863748986148, 10.085667778664602)","(63.330587551717215, 10.087889708994119)","(63.33295921501719, 10.082748367712478)","(63.332566261462695, 10.08015277340757)"
162,9.871771097183228,"(63.32830479236845, 10.083271860151296)","(63.329191635542344, 10.082738245458097)","(63.32863892225597, 10.085667014720876)","(63.330587551717215, 10.08788627124735)","(63.33295787811567, 10.082746839825024)","(63.332564829068204, 10.080154205802058)"
163,9.999719142913818,"(63.328306033777004, 10.083273960996545)","(63.32919239948607, 10.082738245458097)","(63.32864035465046, 10.085666250777148)","(63.330587551717215, 10.087882833500577)","(63.33295654121415, 10.082745311937572)","(63.33256358765965, 10.080155447210615)"
164,10.098375082015991,"(63.328307179692594, 10.083275966348827)","(63.32919316342979, 10.082738245458097)","(63.328641787044944, 10.085665486833422)","(63.330587551717215, 10.087879395753806)","(63.332955204312626, 10.082743784050118)","(63.332562346251095, 10.080156688619171)"
165,10.269164085388184,"(63.328308325608184, 10.083277971701111)","(63.329193927373524, 10.082738245458097)","(63.3286433149324, 10.08566481838266)","(63.330587551717215, 10.087875958007036)","(63.332953867411106, 10.082742256162664)","(63.33256110484254, 10.080157930027728)"
166,10.497908115386963,"(63.328309471523774, 10.083279977053394)","(63.32919469131725, 10.082738245458097)","(63.32864484281985, 10.0856641499319)","(63.330587551717215, 10.087872520260266)","(63.33295253050959, 10.082740632782244)","(63.332559863433985, 10.080159171436282)"
167,10.693418979644775,"(63.328310617439364, 10.083281982405676)","(63.32919535976801, 10.082738245458097)","(63.328646370707304, 10.085663481481138)","(63.330587551717215, 10.087869082513494)","(63.33295119360806, 10.082739009401825)","(63.33255862202543, 10.080160412844839)"
168,10.871811151504517,"(63.328311763354954, 10.08328398775796)","(63.32919602821877, 10.082738245458097)","(63.32864789859476, 10.085662813030378)","(63.330587551717215, 10.087865740259689)","(63.332949856706534, 10.082737386021405)","(63.332557380616876, 10.080161654253395)"
169,10.99977707862854,"(63.328312909270544, 10.083285993110243)","(63.32919669666953, 10.082738245458097)","(63.32864942648221, 10.085662144579617)","(63.330587551717215, 10.087862398005884)","(63.332948519805015, 10.082735762640985)","(63.33255604371536, 10.080162991154918)"
170,11.098241090774536,"(63.3283141506791, 10.083288093955492)","(63.329197365120294, 10.082738245458097)","(63.328650954369664, 10.085661476128855)","(63.330587551717215, 10.08785905575208)","(63.332947182903496, 10.082734139260566)","(63.33255470681383, 10.080164328056439)"
171,11.269034147262573,"(63.32831539208766, 10.08329019480074)","(63.32919803357105, 10.082738245458097)","(63.328652386764155, 10.085660712185128)","(63.330587551717215, 10.087855713498275)","(63.33294584600197, 10.082732515880146)","(63.33255336991231, 10.08016566495796)"
172,11.497915029525757,"(63.328316633496215, 10.08329229564599)","(63.32919870202181, 10.082738245458097)","(63.328653819158646, 10.085659948241402)","(63.330587551717215, 10.08785237124447)","(63.33294450910044, 10.082730892499725)","(63.33255203301079, 10.080167001859483)"
173,11.693438053131104,"(63.32831787490477, 10.083294396491237)","(63.32919946596554, 10.082738245458097)","(63.32865525155313, 10.085659184297675)","(63.330587551717215, 10.087849028990664)","(63.332943172198924, 10.082729269119307)","(63.332550696109266, 10.080168338761005)"
174,11.871694087982178,"(63.32831911631333, 10.083296497336486)","(63.32920022990927, 10.082738245458097)","(63.32865668394762, 10.085658420353948)","(63.330587551717215, 10.087845686736859)","(63.332941835297405, 10.082727645738888)","(63.332549359207746, 10.080169675662527)"
175,11.99975299835205,"(63.328320357721886, 10.083298598181734)","(63.32920099385299, 10.082738245458097)","(63.32865811634211, 10.08565765641022)","(63.330587551717215, 10.087842344483054)","(63.33294049839588, 10.082726022358468)","(63.33254802230623, 10.08017120354998)"
176,12.098312139511108,"(63.328321503637476, 10.083300603534017)","(63.32920175779672, 10.082738245458097)","(63.3286595487366, 10.085656892466494)","(63.330587551717215, 10.087839002229249)","(63.33293916149435, 10.082724398978048)","(63.3325466854047, 10.080172731437434)"
177,12.269041061401367,"(63.328322649553066, 10.083302608886301)","(63.32920252174045, 10.082738245458097)","(63.328660981131094, 10.085656128522768)","(63.330587551717215, 10.087835659975445)","(63.33293782459283, 10.08272277559763)","(63.332545348503174, 10.080174259324888)"
178,12.497873067855835,"(63.328323795468656, 10.083304614238584)","(63.32920328568417, 10.082738245458097)","(63.32866241352558, 10.08565536457904)","(63.330587551717215, 10.08783231772164)","(63.33293648769131, 10.082721056724244)","(63.332544011601655, 10.08017578721234)"
179,12.69337010383606,"(63.328324941384246, 10.083306619590866)","(63.329204049627904, 10.082738245458097)","(63.32866384592006, 10.085654600635312)","(63.330587551717215, 10.087828975467835)","(63.332935150789794, 10.082719337850857)","(63.332542674700136, 10.080177315099794)"
180,12.871700048446655,"(63.328326087299835, 10.08330862494315)","(63.32920481357163, 10.082738245458097)","(63.32866527831455, 10.085653836691586)","(63.330587551717215, 10.08782563321403)","(63.332933813888275, 10.082717618977473)","(63.33254133779861, 10.080178842987248)"
181,12.99977707862854,"(63.328327233215425, 10.083310630295433)","(63.32920557751536, 10.082738245458097)","(63.328666710709044, 10.08565307274786)","(63.330587551717215, 10.087822290960224)","(63.332932476986755, 10.082715900104088)","(63.332540096390055, 10.080180275381736)"
182,13.098194122314453,"(63.32832847462398, 10.083312731140682)","(63.32920634145909, 10.082738245458097)","(63.32866814310353, 10.085652308804132)","(63.330587551717215, 10.08781894870642)","(63.332931140085236, 10.0827141812307)","(63.33253885498149, 10.080181707776225)"
183,13.269384145736694,"(63.328329716032535, 10.08331483198593)","(63.329207105402816, 10.082738245458097)","(63.32866967099098, 10.08565164035337)","(63.330587551717215, 10.087815606452615)","(63.33292980318372, 10.082712462357316)","(63.33253761357294, 10.080183140170712)"
184,13.497864961624146,"(63.32833095744109, 10.08331693283118)","(63.32920786934655, 10.082738245458097)","(63.32867119887843, 10.085650971902611)","(63.330587551717215, 10.08781226419881)","(63.3329284662822, 10.082710838976897)","(63.332536372164384, 10.0801845725652)"
185,13.693433046340942,"(63.328332198849644, 10.083319033676428)","(63.32920853779731, 10.082738245458097)","(63.32867272676589, 10.08565030345185)","(63.330587551717215, 10.087808921945005)","(63.33292712938067, 10.082709215596477)","(63.33253513075582, 10.080186004959689)"
186,13.871762990951538,"(63.3283334402582, 10.083321134521677)","(63.329209206248066, 10.082738245458097)","(63.32867425465334, 10.085649635001088)","(63.330587551717215, 10.087805484198235)","(63.332925792479145, 10.082707592216057)","(63.33253388934727, 10.080187437354176)"
187,13.999711990356445,"(63.32833468166675, 10.083323235366926)","(63.32920987469882, 10.082738245458097)","(63.32867578254079, 10.085648966550329)","(63.330587551717215, 10.087802046451463)","(63.332924455577626, 10.082705968835638)","(63.33253255244575, 10.08018896524163)"
188,14.098260164260864,"(63.32833592307531, 10.083325240719208)","(63.32921054314958, 10.082738245458097)","(63.32867731042825, 10.085648298099567)","(63.330587551717215, 10.087798608704691)","(63.332923118676106, 10.08270434545522)","(63.33253121554423, 10.080190493129084)"
189,14.269031047821045,"(63.32833716448387, 10.083327246071491)","(63.32921121160034, 10.082738245458097)","(63.32867874282273, 10.08564753415584)","(63.330587551717215, 10.087795170957921)","(63.33292178177458, 10.0827027220748)","(63.3325298786427, 10.080192021016536)"
190,14.497863054275513,"(63.328338405892424, 10.083329251423773)","(63.3292118800511, 10.082738245458097)","(63.32868017521722, 10.085646770212113)","(63.330587551717215, 10.087791733211152)","(63.332920444873054, 10.082701003201414)","(63.33252854174118, 10.08019354890399)"
191,14.693418979644775,"(63.32833964730098, 10.083331256776058)","(63.32921264399483, 10.082738245458097)","(63.32868160761171, 10.085646006268387)","(63.330587551717215, 10.08778829546438)","(63.332919107971534, 10.08269928432803)","(63.332527204839664, 10.080195076791444)"
192,14.871710062026978,"(63.32834088870954, 10.08333326212834)","(63.32921340793855, 10.082738245458097)","(63.3286830400062, 10.08564524232466)","(63.330587551717215, 10.087784953210575)","(63.332917771070015, 10.082697565454644)","(63.332525867938145, 10.080196604678898)"
193,14.999722957611084,"(63.328342130118095, 10.083335267480622)","(63.329214171882285, 10.082738245458097)","(63.32868447240068, 10.085644478380932)","(63.330587551717215, 10.087781610956771)","(63.33291643416849, 10.082695846581258)","(63.332524531036626, 10.080198037073385)"
194,15.09822702407837,"(63.328343276033685, 10.083337272832905)","(63.329214935826016, 10.082738245458097)","(63.32868590479517, 10.085643714437206)","(63.330587551717215, 10.087778268702966)","(63.33291509726696, 10.082694127707873)","(63.3325231941351, 10.080199469467873)"
195,15.26928997039795,"(63.328344421949275, 10.08333927818519)","(63.32921569976974, 10.082738245458097)","(63.32868733718966, 10.085643045986444)","(63.330587551717215, 10.08777492644916)","(63.33291376036544, 10.082692408834488)","(63.33252185723358, 10.08020090186236)"
196,15.497931957244873,"(63.328345567864865, 10.083341283537472)","(63.32921646371347, 10.082738245458097)","(63.32868876958415, 10.085642377535684)","(63.330587551717215, 10.087771584195357)","(63.33291251895689, 10.082690689961103)","(63.33252052033206, 10.080202334256848)"
197,15.693377017974854,"(63.328346713780455, 10.083343288889754)","(63.32921713216423, 10.082738245458097)","(63.32869020197863, 10.085641709084923)","(63.330587551717215, 10.087768241941552)","(63.33291127754833, 10.082688971087716)","(63.332519183430534, 10.080203766651335)"
198,15.871625185012817,"(63.328347859696045, 10.083345294242038)","(63.32921780061499, 10.082738245458097)","(63.32869163437312, 10.085641040634162)","(63.330587551717215, 10.087764899687746)","(63.33291003613977, 10.082687252214331)","(63.332517846529015, 10.080205199045823)"
199,15.999726057052612,"(63.328349005611635, 10.08334729959432)","(63.32921846906575, 10.082738245458097)","(63.32869306676761, 10.085640372183402)","(63.330587551717215, 10.087761557433941)","(63.33290879473122, 10.082685533340946)","(63.33251641413453, 10.080206535947346)"
200,16.09825611114502,"(63.32835024702019, 10.083349304946603)","(63.32921913751652, 10.082738245458097)","(63.3286944991621, 10.08563970373264)","(63.330587551717215, 10.087758215180138)","(63.332907553322656, 10.08268381446756)","(63.33251498174004, 10.080207872848867)"
201,16.269261121749878,"(63.32835148842875, 10.083351310298887)","(63.32921980596728, 10.082738245458097)","(63.32869602704955, 10.085638939788915)","(63.330587551717215, 10.087754872926332)","(63.3329063119141, 10.082682095594174)","(63.33251354934555, 10.08020920975039)"
202,16.4979350566864,"(63.328352729837306, 10.08335331565117)","(63.32922047441804, 10.082738245458097)","(63.32869755493701, 10.085638175845187)","(63.330587551717215, 10.087751530672527)","(63.33290497501258, 10.082680472213756)","(63.332512116951065, 10.080210546651912)"
203,16.69335103034973,"(63.32835397124586, 10.083355321003452)","(63.32922123836176, 10.082738245458097)","(63.32869908282446, 10.085637411901459)","(63.330587551717215, 10.087748188418722)","(63.332903638111055, 10.082678848833336)","(63.33251068455658, 10.080211883553433)"
204,16.87170910835266,"(63.32835521265442, 10.083357326355737)","(63.32922200230549, 10.082738245458097)","(63.32870061071191, 10.085636647957733)","(63.330587551717215, 10.087744846164917)","(63.332902301209536, 10.082677225452915)","(63.33250925216209, 10.080213220454956)"
205,17.000164031982422,"(63.32835645406298, 10.083359331708019)","(63.32922276624922, 10.082738245458097)","(63.32870213859937, 10.085635884014007)","(63.330587551717215, 10.087741503911111)","(63.33290096430802, 10.082675602072497)","(63.332507915260564, 10.080214557356477)"
206,17.098278045654297,"(63.32835759997857, 10.083361432553268)","(63.32922353019294, 10.082738245458097)","(63.328703666486824, 10.085635120070279)","(63.330587551717215, 10.087738161657306)","(63.33289962740649, 10.082673978692078)","(63.332506578359045, 10.080215894258)"
207,17.26920795440674,"(63.32835874589416, 10.083363533398517)","(63.32922429413667, 10.082738245458097)","(63.328705098881315, 10.085634356126551)","(63.330587551717215, 10.087734819403503)","(63.33289829050497, 10.082672355311658)","(63.332505241457525, 10.080217231159523)"
208,17.4979510307312,"(63.32835989180975, 10.083365634243766)","(63.3292250580804, 10.082738245458097)","(63.3287065312758, 10.085633592182825)","(63.330587551717215, 10.087731477149697)","(63.33289695360345, 10.082670636438273)","(63.332503904556, 10.080218568061044)"
209,17.69343400001526,"(63.32836103772534, 10.083367735089015)","(63.32922582202412, 10.082738245458097)","(63.32870796367029, 10.085632828239099)","(63.330587551717215, 10.087728134895892)","(63.33289561670193, 10.082668917564888)","(63.33250256765447, 10.080219904962565)"
210,17.871701955795288,"(63.32836218364093, 10.083369835934263)","(63.32922658596785, 10.082738245458097)","(63.32870939606478, 10.085632064295371)","(63.33058745622425, 10.087724792642087)","(63.33289427980041, 10.082667198691503)","(63.33250123075295, 10.080221241864088)"
211,17.99980616569519,"(63.32836332955652, 10.083371936779512)","(63.32922734991158, 10.082738245458097)","(63.328710828459265, 10.085631300351643)","(63.33058736073128, 10.087721450388281)","(63.33289294289889, 10.082665479818116)","(63.332499893851434, 10.080222387779678)"
212,18.098232984542847,"(63.32836457096507, 10.083373942131795)","(63.3292281138553, 10.082738245458097)","(63.328712260853756, 10.085630536407917)","(63.330587265238314, 10.087718108134478)","(63.33289160599737, 10.082663760944731)","(63.33249855694991, 10.080223533695268)"
