,time,asv_1,asv_2
18,0.0,"(63.32941356119499, 10.079843662677098)","(63.330548017629354, 10.082307667675057)"
19,0.4818739891052246,"(63.32941814485735, 10.079843662677098)","(63.330548017629354, 10.082297640913643)"
20,1.0004329681396484,"(63.32942272851971, 10.079843662677098)","(63.330548017629354, 10.082287327673331)"
21,1.481773853302002,"(63.32942702570317, 10.0798433761982)","(63.330548017629354, 10.082277014433018)"
22,2.0001778602600098,"(63.329431322886634, 10.079843089719303)","(63.330548017629354, 10.082266987671602)"
23,2.4820120334625244,"(63.329436193027895, 10.079843089719303)","(63.330548017629354, 10.082256960910188)"
24,3.006356954574585,"(63.329441063169156, 10.079843089719303)","(63.330548017629354, 10.082246934148774)"
25,3.4819228649139404,"(63.32944536035262, 10.079843089719303)","(63.330548017629354, 10.082236907387358)"
26,4.000123977661133,"(63.32944965753608, 10.079843089719303)","(63.330548017629354, 10.082226594147045)"
27,4.482141971588135,"(63.32945424119844, 10.079843089719303)","(63.330548017629354, 10.082216280906733)"
28,4.999994993209839,"(63.3294588248608, 10.079843089719303)","(63.33054830410825, 10.08220625414532)"
29,5.482028961181641,"(63.32946340852317, 10.079843089719303)","(63.33054859058714, 10.082196227383903)"
30,6.000185966491699,"(63.32946799218553, 10.079843089719303)","(63.33054859058714, 10.082185914143592)"
31,6.48183798789978,"(63.329472289368994, 10.079843089719303)","(63.33054859058714, 10.08217560090328)"
32,7.000109910964966,"(63.32947658655245, 10.079843089719303)","(63.33054859058714, 10.082165574141865)"
33,7.48198390007019,"(63.32948117021481, 10.079843089719303)","(63.33054859058714, 10.08215554738045)"
34,8.000195980072021,"(63.32948575387717, 10.079843089719303)","(63.33054859058714, 10.082145520619035)"
35,8.48183798789978,"(63.32949033753954, 10.079843089719303)","(63.33054859058714, 10.082135493857619)"
36,8.999994993209839,"(63.329494921201906, 10.079843089719303)","(63.33054859058714, 10.082125180617307)"
37,9.482080936431885,"(63.32949950486426, 10.079843089719303)","(63.33054859058714, 10.082114867376994)"
38,10.000284910202026,"(63.32950408852662, 10.079843089719303)","(63.33054859058714, 10.08210484061558)"
39,10.482163906097412,"(63.329508385710085, 10.079843089719303)","(63.33054859058714, 10.082094813854166)"
40,11.000468969345093,"(63.329512682893544, 10.079843089719303)","(63.33054859058714, 10.08208478709275)"
41,11.481802940368652,"(63.32951726655591, 10.079843089719303)","(63.33054859058714, 10.082074760331336)"
42,12.000488996505737,"(63.32952185021828, 10.079843089719303)","(63.33054859058714, 10.082064447091025)"
43,12.481750965118408,"(63.32952643388063, 10.079843089719303)","(63.33054859058714, 10.082054133850711)"
44,13.000511884689331,"(63.32953101754299, 10.079843089719303)","(63.33054859058714, 10.082044107089295)"
45,13.481757879257202,"(63.32953560120535, 10.079843089719303)","(63.33054859058714, 10.082034080327881)"
46,13.999969959259033,"(63.32954018486771, 10.079843089719303)","(63.33054859058714, 10.082024053566467)"
47,14.482064962387085,"(63.329544482051176, 10.079843089719303)","(63.33054859058714, 10.082014026805052)"
48,15.000133991241455,"(63.329548779234635, 10.079843089719303)","(63.330548877066036, 10.082004000043636)"
49,15.48195505142212,"(63.329553362897, 10.079843089719303)","(63.33054916354494, 10.081993973282222)"
50,15.999996900558472,"(63.32955794655937, 10.079843089719303)","(63.33054916354494, 10.08198366004191)"
51,16.482167959213257,"(63.32956253022172, 10.079843089719303)","(63.33054916354494, 10.081973346801599)"
52,17.000022888183594,"(63.32956711388408, 10.079843089719303)","(63.33054916354494, 10.081963606519082)"
53,17.482014894485474,"(63.32957169754645, 10.079843089719303)","(63.33054916354494, 10.081953866236564)"
54,18.000133991241455,"(63.329576281208816, 10.079843089719303)","(63.33054916354494, 10.081944412432943)"
55,18.481863975524902,"(63.32958057839228, 10.079843089719303)","(63.33054916354494, 10.081934958629324)"
56,19.0,"(63.32958487557574, 10.079843089719303)","(63.33054945002384, 10.081925218346807)"
57,19.48218607902527,"(63.329589745716994, 10.079843089719303)","(63.33054973650274, 10.081915478064289)"
58,20.007869005203247,"(63.32959461585825, 10.079843089719303)","(63.330550309460534, 10.081905451302875)"
59,20.482133865356445,"(63.32959891304171, 10.079843089719303)","(63.33055088241832, 10.081895424541461)"
60,21.0000479221344,"(63.32960321022517, 10.079843089719303)","(63.330551455376124, 10.081885397780045)"
61,21.48188591003418,"(63.32960779388754, 10.079843089719303)","(63.33055202833392, 10.081875371018631)"
62,22.00022292137146,"(63.32961237754991, 10.079843089719303)","(63.330552601291714, 10.081865344257217)"
63,22.48177695274353,"(63.32961667473337, 10.079843089719303)","(63.3305531742495, 10.081855317495801)"
64,23.002477884292603,"(63.32962097191683, 10.079843089719303)","(63.330553747207304, 10.081845004255488)"
65,23.48204803466797,"(63.329625555579184, 10.079843089719303)","(63.3305543201651, 10.081834691015176)"
66,24.000164031982422,"(63.329630139241544, 10.079843089719303)","(63.33055517960179, 10.081825523690455)"
67,24.48185896873474,"(63.329634149946116, 10.079843089719303)","(63.330556039038484, 10.081816356365733)"
68,24.999980926513672,"(63.32963816065068, 10.079843089719303)","(63.33055689847517, 10.081806902562112)"
69,25.482123851776123,"(63.329642744313034, 10.0798433761982)","(63.33055775791186, 10.081797448758492)"
70,25.9999680519104,"(63.329647327975394, 10.079843662677098)","(63.33055890382745, 10.081787708475975)"
71,26.48176097869873,"(63.32965162515886, 10.079844235634893)","(63.33056004974304, 10.081777968193459)"
72,27.000091075897217,"(63.32965592234233, 10.079844808592687)","(63.33056148213753, 10.081768227910942)"
73,27.48175597190857,"(63.3296602195258, 10.079845954508277)","(63.330562914532024, 10.081758487628425)"
74,28.000030994415283,"(63.329664516709265, 10.079847100423867)","(63.33056434692651, 10.081748747345907)"
75,28.481749057769775,"(63.329668813892724, 10.079848532818357)","(63.330565779321, 10.081739007063389)"
76,28.999999046325684,"(63.32967311107619, 10.079849965212844)","(63.33056721171549, 10.081729266780872)"
77,29.483659982681274,"(63.32967769473855, 10.079851970565127)","(63.33056864410998, 10.081719526498356)"
78,30.000541925430298,"(63.3296822784009, 10.079853975917409)","(63.330570076504465, 10.081709499736942)"
79,30.484895944595337,"(63.32968657558436, 10.079856267748589)","(63.33057150889895, 10.081699472975526)"
80,31.000328063964844,"(63.32969087276783, 10.07985855957977)","(63.33057294129344, 10.081691165087497)"
81,31.481751918792725,"(63.32969516995129, 10.07986085141095)","(63.330574373687924, 10.081682857199468)"
82,32.00039291381836,"(63.32969946713476, 10.07986314324213)","(63.330575519603514, 10.081673689874744)"
83,32.481817960739136,"(63.32970405079712, 10.079865435073312)","(63.330576665519104, 10.081664522550021)"
84,33.00001096725464,"(63.329708634459486, 10.079867726904492)","(63.330577811434694, 10.081654782267504)"
85,33.481767892837524,"(63.329712931642945, 10.07987030521457)","(63.33057895735029, 10.081645041984988)"
86,34.0001380443573,"(63.32971722882641, 10.079872883524647)","(63.33058010326588, 10.081635588181369)"
87,34.48210287094116,"(63.32972152600988, 10.079875175355827)","(63.33058124918147, 10.08162613437775)"
88,35.00001406669617,"(63.329725823193336, 10.079877467187009)","(63.33058210861816, 10.081616394095231)"
89,35.48184299468994,"(63.329730120376794, 10.079880045497088)","(63.33058296805485, 10.081606653812713)"
90,35.99997401237488,"(63.32973441756026, 10.079882623807165)","(63.33058354101264, 10.081597772966889)"
91,36.48215889930725,"(63.32973900122262, 10.07988548859614)","(63.330584113970446, 10.081588892121065)"
92,37.003143072128296,"(63.32974358488498, 10.079888353385117)","(63.33058468692824, 10.08157886535965)"
93,37.48220705986023,"(63.329747882068446, 10.079890645216297)","(63.330585259886035, 10.081568838598235)"
94,37.999979972839355,"(63.32975217925192, 10.079892937047477)","(63.330586119322724, 10.081558811836821)"
95,38.481767892837524,"(63.32975647643538, 10.079895515357556)","(63.33058697875941, 10.081548785075405)"
96,39.00067591667175,"(63.329760773618844, 10.079898093667634)","(63.33058783819611, 10.081539044792889)"
97,39.481860876083374,"(63.32976507080231, 10.079900671977711)","(63.3305886976328, 10.081529304510372)"
98,40.00013995170593,"(63.32976936798577, 10.07990325028779)","(63.33058984354839, 10.081519277748956)"
99,40.482112884521484,"(63.32977366516923, 10.07990582859787)","(63.33059098946398, 10.081509250987542)"
100,41.00056600570679,"(63.32977796235269, 10.079908406907947)","(63.33059213537957, 10.081499510705026)"
101,41.482150077819824,"(63.32978254601505, 10.079910985218024)","(63.33059328129516, 10.081489770422507)"
102,42.00050592422485,"(63.32978712967741, 10.079913563528104)","(63.330594140731854, 10.081479743661092)"
103,42.48194193840027,"(63.32979142686088, 10.079916141838183)","(63.33059500016855, 10.081469716899678)"
104,43.000184059143066,"(63.32979572404434, 10.07991872014826)","(63.33059614608414, 10.081459976617161)"
105,43.48177695274353,"(63.3298000212278, 10.079921298458338)","(63.33059729199973, 10.081450236334645)"
106,44.000463008880615,"(63.32980431841126, 10.079923876768415)","(63.33059843791531, 10.081440496052128)"
107,44.48241901397705,"(63.32980861559473, 10.079926168599595)","(63.3305995838309, 10.08143075576961)"
108,45.00012397766113,"(63.3298129127782, 10.079928460430777)","(63.33060072974649, 10.081420729008194)"
109,45.48177099227905,"(63.32981749644056, 10.079931038740856)","(63.33060187566208, 10.081410702246778)"
110,46.00050187110901,"(63.32982208010292, 10.079933617050933)","(63.33060302157768, 10.081400961964261)"
111,46.481756925582886,"(63.32982637728638, 10.079936195361011)","(63.33060416749328, 10.081391221681745)"
112,47.000120878219604,"(63.32983067446985, 10.079938773671088)","(63.33060531340887, 10.081381481399228)"
113,47.48217296600342,"(63.32983497165331, 10.079941065502268)","(63.33060645932446, 10.081371741116712)"
114,48.000200033187866,"(63.32983926883677, 10.07994335733345)","(63.33060760524005, 10.081362000834194)"
115,48.481765031814575,"(63.32984356602023, 10.079945935643527)","(63.33060875115564, 10.081352260551675)"
116,49.00012707710266,"(63.329847863203696, 10.079948513953605)","(63.33060961059233, 10.08134223379026)"
117,49.48208403587341,"(63.329852446866056, 10.079950805784787)","(63.33061047002902, 10.081332207028845)"
118,50.00010395050049,"(63.32985703052842, 10.079953097615967)","(63.33061161594461, 10.081322466746329)"
119,50.481773853302,"(63.32986132771189, 10.079955675926044)","(63.3306127618602, 10.081312726463812)"
120,51.00012397766113,"(63.329865624895355, 10.079958254236123)","(63.33061390777579, 10.081302986181296)"
121,51.48186492919922,"(63.329869922078814, 10.079960546067303)","(63.33061505369138, 10.08129324589878)"
122,52.00007104873657,"(63.32987421926228, 10.079962837898483)","(63.33061619960697, 10.08128350561626)"
123,52.48196005821228,"(63.329878516445746, 10.079965416208562)","(63.33061734552256, 10.081273765333743)"
124,53.00000500679016,"(63.329882813629204, 10.07996799451864)","(63.33061849143815, 10.081263738572328)"
125,53.48199391365051,"(63.32988711081266, 10.07997028634982)","(63.33061963735374, 10.081253711810913)"
126,53.999945878982544,"(63.32989140799613, 10.079972578181)","(63.33062049679043, 10.081243971528396)"
127,54.48197603225708,"(63.32989599165849, 10.079975156491077)","(63.33062135622713, 10.08123423124588)"
128,55.0025839805603,"(63.32990057532085, 10.079977734801156)","(63.33062250214272, 10.081224490963361)"
129,55.48206090927124,"(63.329904872504315, 10.079980599590133)","(63.33062364805831, 10.081214750680845)"
130,55.9999680519104,"(63.32990916968778, 10.079983464379108)","(63.3306247939739, 10.081205010398328)"
131,56.48174691200256,"(63.32991346687125, 10.079986329168083)","(63.33062593988949, 10.08119527011581)"
132,56.999979972839355,"(63.32991776405471, 10.07998919395706)","(63.33062708580508, 10.081185529833293)"
133,57.48173999786377,"(63.32992206123818, 10.079992058746036)","(63.33062823172067, 10.081175789550777)"
134,58.00040006637573,"(63.32992635842164, 10.079994923535011)","(63.33062909115736, 10.081165762789361)"
135,58.481942892074585,"(63.3299306556051, 10.079998074802884)","(63.33062995059405, 10.081155736027947)"
136,59.0001380443573,"(63.32993495278856, 10.080001226070758)","(63.33063109650964, 10.08114599574543)"
137,59.48176193237305,"(63.32993896349313, 10.080004377338632)","(63.33063224242523, 10.081136255462912)"
138,60.00058388710022,"(63.32994297419769, 10.080007528606505)","(63.33063338834082, 10.081126515180394)"
139,60.481749057769775,"(63.32994727138116, 10.080010679874377)","(63.33063453425641, 10.081116774897877)"
140,61.000603914260864,"(63.32995156856462, 10.080013831142251)","(63.33063539369311, 10.08110703461536)"
141,61.482770919799805,"(63.32995586574808, 10.080016695931228)","(63.3306362531298, 10.081097294332844)"
142,62.00036406517029,"(63.32996016293155, 10.080019560720203)","(63.33063739904539, 10.081087554050326)"
143,62.4819700717926,"(63.32996446011501, 10.080022711988075)","(63.33063854496098, 10.081077813767807)"
144,63.000508069992065,"(63.329968757298474, 10.080025863255948)","(63.33063940439767, 10.081067787006393)"
145,63.48179507255554,"(63.32997305448194, 10.08002901452382)","(63.33064026383437, 10.08105776024498)"
146,64.00017499923706,"(63.3299773516654, 10.080032165791694)","(63.33064140974996, 10.081048019962463)"
147,64.4827630519867,"(63.32998164884886, 10.080035317059568)","(63.33064255566555, 10.081038279679944)"
148,65.00014996528625,"(63.32998594603232, 10.08003846832744)","(63.33064370158114, 10.081028539397428)"
149,65.48175001144409,"(63.32999024321579, 10.080041619595313)","(63.33064484749673, 10.081018799114911)"
150,66.00043606758118,"(63.32999454039925, 10.080044770863188)","(63.330645706933424, 10.081009058832393)"
151,66.48176002502441,"(63.32999883758271, 10.080047635652164)","(63.33064656637011, 10.080999318549875)"
152,67.00009608268738,"(63.33000313476617, 10.08005050044114)","(63.3306477122857, 10.080989578267358)"
153,67.48189401626587,"(63.33000743194964, 10.080053651709012)","(63.33064885820129, 10.080979837984842)"
154,68.01560688018799,"(63.33001172913311, 10.080056802976886)","(63.33064971763798, 10.080969811223426)"
155,68.48174405097961,"(63.33001602631657, 10.08005966776586)","(63.33065057707468, 10.080959784462012)"
156,69.0000228881836,"(63.33002032350004, 10.080062532554836)","(63.33065172299027, 10.080950044179495)"
157,69.48177194595337,"(63.3300246206835, 10.08006568382271)","(63.33065286890586, 10.080940303896977)"
158,70.00049090385437,"(63.33002891786696, 10.080068835090582)","(63.330653728342554, 10.080930563614459)"
159,70.48176097869873,"(63.33003321505042, 10.080071699879557)","(63.33065458777925, 10.080920823331942)"
160,71.00036597251892,"(63.330037512233886, 10.080074564668534)","(63.33065573369484, 10.080911083049426)"
161,71.48194789886475,"(63.33004180941735, 10.080077715936408)","(63.33065687961043, 10.080901342766909)"
162,72.00069093704224,"(63.33004610660082, 10.08008086720428)","(63.330657739047126, 10.08089160248439)"
163,72.48209285736084,"(63.330050403784284, 10.080083731993255)","(63.330658598483815, 10.080881862201872)"
164,73.00025391578674,"(63.33005470096774, 10.080086596782232)","(63.330659457920504, 10.080871835440458)"
165,73.48216891288757,"(63.3300589981512, 10.080089748050106)","(63.33066031735719, 10.080861808679044)"
166,74.00043106079102,"(63.33006329533467, 10.080092899317979)","(63.330661463272776, 10.080852068396528)"
167,74.48177194595337,"(63.330067592518134, 10.080095764106954)","(63.330662609188366, 10.08084232811401)"
168,75.00002002716064,"(63.33007188970159, 10.08009862889593)","(63.33066346862506, 10.080832587831493)"
169,75.48175287246704,"(63.33007618688505, 10.080101493684907)","(63.33066432806176, 10.080822847548976)"
170,76.00047588348389,"(63.33008048406852, 10.080104358473882)","(63.33066547397735, 10.080813107266458)"
171,76.48210906982422,"(63.33008478125198, 10.080107223262857)","(63.33066661989294, 10.08080336698394)"
172,77.00057601928711,"(63.33008907843544, 10.080110088051832)","(63.330667479329634, 10.080793340222526)"
173,77.48176002502441,"(63.330093375618915, 10.080112952840807)","(63.33066833876632, 10.080783313461112)"
174,77.99996185302734,"(63.33009767280238, 10.080115817629784)","(63.33066919820302, 10.080773573178593)"
175,78.48156094551086,"(63.33010196998585, 10.08011868241876)","(63.330670057639715, 10.080763832896077)"
176,79.00032997131348,"(63.330106267169306, 10.080121547207735)","(63.330670917076404, 10.08075409261356)"
177,79.48185205459595,"(63.330110564352765, 10.08012441199671)","(63.3306717765131, 10.080744352331042)"
178,80.00015187263489,"(63.33011486153623, 10.080127276785687)","(63.33067292242869, 10.080734612048524)"
179,80.48176693916321,"(63.3301191587197, 10.080130141574664)","(63.33067406834428, 10.080724871766007)"
180,80.99993991851807,"(63.330123455903156, 10.080133006363639)","(63.330674927780976, 10.080714845004593)"
181,81.48206996917725,"(63.330127753086614, 10.080135871152613)","(63.330675787217665, 10.080704818243179)"
182,82.00008988380432,"(63.33013205027008, 10.080138735941588)","(63.33067664665436, 10.080695077960662)"
183,82.48205590248108,"(63.330136347453546, 10.080141600730563)","(63.33067750609106, 10.080685337678144)"
184,83.00041604042053,"(63.33014064463701, 10.08014446551954)","(63.330678365527746, 10.080675597395626)"
185,83.48178791999817,"(63.33014494182048, 10.080147330308517)","(63.33067922496443, 10.08066585711311)"
186,84.00005888938904,"(63.33014923900394, 10.080150195097492)","(63.330680370880025, 10.080656116830593)"
187,84.48885989189148,"(63.330153536187396, 10.080153059886467)","(63.33068151679562, 10.080646376548074)"
188,85.00001692771912,"(63.33015783337086, 10.080155924675443)","(63.3306823762323, 10.08063634978666)"
189,85.48182392120361,"(63.33016213055433, 10.080158502985523)","(63.33068323566899, 10.080626323025246)"
190,86.00045895576477,"(63.33016642773779, 10.0801610812956)","(63.33068409510569, 10.080616582742728)"
191,86.48191905021667,"(63.33017072492126, 10.080163946084575)","(63.330684954542384, 10.080606842460211)"
192,87.00011587142944,"(63.330175022104726, 10.080166810873552)","(63.33068581397907, 10.080597102177695)"
193,87.48201394081116,"(63.33017903280928, 10.080169389183629)","(63.33068667341577, 10.080587361895176)"
194,88.00011396408081,"(63.33018304351385, 10.080171967493706)","(63.330687532852465, 10.080577621612658)"
195,88.48203587532043,"(63.33018705421841, 10.08017511876158)","(63.33068839228916, 10.080567881330142)"
196,89.00018095970154,"(63.33019106492298, 10.080178270029453)","(63.33068925172586, 10.080557854568728)"
197,89.48201584815979,"(63.33019536210644, 10.080181707776223)","(63.330690111162546, 10.080547827807314)"
198,90.00003290176392,"(63.3301996592899, 10.080185145522995)","(63.330690970599235, 10.080538087524795)"
199,90.48205590248108,"(63.330203669994475, 10.080189156227561)","(63.330691830035924, 10.080528347242277)"
200,91.00037097930908,"(63.33020768069904, 10.080193166932126)","(63.33069268947261, 10.08051860695976)"
201,91.4820659160614,"(63.330211691403605, 10.080196891157794)","(63.33069354890931, 10.080508866677244)"
202,91.99998998641968,"(63.33021570210818, 10.080200615383463)","(63.330694408346005, 10.08049883991583)"
203,92.48184704780579,"(63.33021999929164, 10.080204912566927)","(63.330695267782694, 10.080488813154414)"
204,92.9999840259552,"(63.3302242964751, 10.080209209750391)","(63.33069612721939, 10.080479072871896)"
205,93.48212599754333,"(63.33022830717967, 10.080213220454956)","(63.330696986656086, 10.080469332589379)"
206,94.0001208782196,"(63.33023231788423, 10.080217231159521)","(63.330697846092775, 10.080459592306863)"
207,94.48215699195862,"(63.330236328588796, 10.080221528342985)","(63.33069870552947, 10.080449852024344)"
208,95.00001287460327,"(63.33024033929337, 10.08022582552645)","(63.33069956496617, 10.080440111741828)"
209,95.48175597190857,"(63.33024434999793, 10.080230122709914)","(63.33070042440286, 10.080430371459311)"
210,96.00011897087097,"(63.3302483607025, 10.080234419893376)","(63.330701283839545, 10.080420344697895)"
211,96.48214197158813,"(63.330252657885964, 10.080238430597941)","(63.330702143276234, 10.080410317936481)"
212,97.00615406036377,"(63.33025695506943, 10.080242441302508)","(63.33070300271292, 10.080400577653965)"
213,97.48206090927124,"(63.330260965773995, 10.080246738485972)","(63.33070386214962, 10.080390837371446)"
214,98.00024199485779,"(63.33026497647856, 10.080251035669436)","(63.330704721586315, 10.080381097088928)"
215,98.48187398910522,"(63.33026898718312, 10.080255332852898)","(63.33070558102301, 10.080371356806411)"
