,time,asv_1,asv_2,asv_3
58,0.0,"(63.32939809133452, 10.080065397343812)","(63.330562914532024, 10.077789799967485)","(63.32978712967741, 10.081175980536706)"
59,0.3177778720855713,"(63.32940114710943, 10.080067689174992)","(63.330562914532024, 10.077796484475094)","(63.329789994466395, 10.081173879691459)"
60,0.8659989833831787,"(63.329404202884334, 10.080069981006174)","(63.330562914532024, 10.077803168982705)","(63.32979285925537, 10.08117177884621)"
61,1.0002779960632324,"(63.329407258659245, 10.080072272837354)","(63.330562914532024, 10.077809853490313)","(63.329795724044345, 10.08116948701503)"
62,1.3168818950653076,"(63.32941012344822, 10.080074373682603)","(63.330562914532024, 10.077816537997924)","(63.32979858883332, 10.081167195183848)"
63,1.8659989833831787,"(63.329412988237195, 10.080076474527852)","(63.330562914532024, 10.077823222505533)","(63.329801453622295, 10.081164903352668)"
64,1.9999198913574219,"(63.32941585302617, 10.0800785753731)","(63.330562914532024, 10.077829907013143)","(63.32980431841127, 10.08116280250742)"
65,2.3176848888397217,"(63.329418717815145, 10.08008067621835)","(63.330562914532024, 10.077836591520752)","(63.329807183200245, 10.08116070166217)"
66,2.8661420345306396,"(63.32942158260412, 10.080082777063598)","(63.330562914532024, 10.077843276028362)","(63.32981004798922, 10.081158600816922)"
67,3.0000619888305664,"(63.329424447393095, 10.080084877908847)","(63.330562914532024, 10.077849960535973)","(63.329812912778195, 10.081156308985742)"
68,3.317805051803589,"(63.32942731218207, 10.080086978754096)","(63.330562914532024, 10.077856645043584)","(63.32981577756717, 10.08115401715456)"
69,3.8659870624542236,"(63.32943017697105, 10.080089079599345)","(63.330562914532024, 10.077863329551194)","(63.329818642356145, 10.08115172532338)"
70,3.9998509883880615,"(63.329433041760026, 10.080091180444594)","(63.330562914532024, 10.077870014058803)","(63.32982150714512, 10.0811494334922)"
71,4.317929029464722,"(63.329435906549, 10.080093472275774)","(63.330562914532024, 10.077876698566413)","(63.329824371934095, 10.081147141661019)"
72,4.866087913513184,"(63.329438771337976, 10.080095764106956)","(63.330562914532024, 10.077883383074022)","(63.32982723672307, 10.081144849829839)"
73,4.9998779296875,"(63.32944163612695, 10.080098055938135)","(63.330562914532024, 10.077890067581633)","(63.32983010151205, 10.081142557998659)"
74,5.3168699741363525,"(63.329444500915926, 10.080100156783384)","(63.330562914532024, 10.077896752089242)","(63.329832966301026, 10.081140266167477)"
75,5.866075038909912,"(63.3294473657049, 10.080102257628633)","(63.330562914532024, 10.077903627582783)","(63.32983583109001, 10.081137974336297)"
76,5.999799013137817,"(63.329450230493876, 10.080104358473882)","(63.330562914532024, 10.077910503076325)","(63.32983869587898, 10.081135682505117)"
77,6.316935062408447,"(63.32945309528285, 10.080106459319131)","(63.330562914532024, 10.077917378569866)","(63.32984156066796, 10.081133390673935)"
78,6.866483926773071,"(63.329455960071826, 10.080108560164378)","(63.330562914532024, 10.077924063077477)","(63.32984442545693, 10.081131098842755)"
79,6.999908924102783,"(63.3294588248608, 10.080110661009627)","(63.330562914532024, 10.077930747585086)","(63.32984729024591, 10.081128997997507)"
80,7.316930055618286,"(63.32946168964978, 10.080112761854876)","(63.330562914532024, 10.077937432092696)","(63.32985015503488, 10.081126897152258)"
81,7.866275072097778,"(63.32946455443876, 10.080114862700125)","(63.330562914532024, 10.077944116600307)","(63.32985301982386, 10.081124796307009)"
82,8.000001907348633,"(63.32946741922774, 10.080116963545374)","(63.330562914532024, 10.077950801107916)","(63.32985588461283, 10.081122504475829)"
83,8.317007064819336,"(63.329470284016715, 10.080119064390622)","(63.330562914532024, 10.077957485615526)","(63.32985874940181, 10.081120212644649)"
84,8.866050004959106,"(63.32947314880569, 10.080121165235871)","(63.330562914532024, 10.077964170123137)","(63.32986161419078, 10.081117920813469)"
85,8.999783992767334,"(63.329476013594665, 10.08012326608112)","(63.330562914532024, 10.077970854630745)","(63.32986447897976, 10.081115628982287)"
86,9.316924095153809,"(63.32947887838364, 10.080125366926369)","(63.330562914532024, 10.077977539138356)","(63.32986734376873, 10.081113337151107)"
87,9.866291046142578,"(63.329481743172614, 10.080127467771618)","(63.330562914532024, 10.077984223645966)","(63.32987020855771, 10.081111045319926)"
88,10.000030040740967,"(63.32948460796159, 10.080129568616867)","(63.330562914532024, 10.077990908153575)","(63.32987307334668, 10.081108753488746)"
89,10.316911935806274,"(63.329487472750564, 10.080131669462116)","(63.330562914532024, 10.077997592661186)","(63.32987593813566, 10.081106461657564)"
90,10.866297960281372,"(63.32949033753954, 10.080133770307365)","(63.330562914532024, 10.078004277168795)","(63.32987880292463, 10.081104169826384)"
91,10.999916076660156,"(63.329493202328514, 10.080135871152613)","(63.330562914532024, 10.078010961676405)","(63.32988147672768, 10.081101877995204)"
92,11.317848920822144,"(63.32949606711749, 10.080137971997862)","(63.330562914532024, 10.078017646184014)","(63.329884150530724, 10.081099586164024)"
93,11.866013050079346,"(63.329498931906464, 10.080140072843111)","(63.330562914532024, 10.078024330691624)","(63.32988682433377, 10.081097294332844)"
94,12.000153064727783,"(63.32950179669544, 10.08014217368836)","(63.330562914532024, 10.078031015199233)","(63.329889689122744, 10.081095002501662)"
95,12.31716799736023,"(63.329504661484414, 10.080144083547676)","(63.330562914532024, 10.078037699706844)","(63.32989255391172, 10.081092710670482)"
96,12.866333961486816,"(63.32950752627339, 10.080145993406994)","(63.330562914532024, 10.078044384214454)","(63.329895418700694, 10.0810904188393)"
97,12.999943971633911,"(63.329510391062364, 10.08014790326631)","(63.330562914532024, 10.078051068722065)","(63.32989828348967, 10.08108812700812)"
